"NAME:","walk_1_3.csv"
"EXPERIMENT TIME:","2022-05-25 22:15"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","112"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"833.561","-1.18","-4.35","0.27"
"833.591","-0.51","-4.31","2.20833621"
"833.891","0.47","-9.81","-1.69"
"833.923","-2.20","-9.96","1.06"
"833.954","-2.75","-8.00","6.35"
"833.985","-0.94","-7.22","1.53834015"
"834.897","-4.86","-14.40","14.28"
"834.93","-3.69","-7.73","6.55"
"834.961","0.00","-8.71","-4.35834991"
"0.001","-9.30","4.24835321","2.04"
"835.878","4.51","-10.51","1.84"
"835.91","4.47","-15.42","9.96835941"
"836.861","-1.33","-4.79","0.63"
"836.893","-1.84","-5.02","2.43"
"836.925","0.98","-5.69","3.26"
"836.957","3.61","-8.90","2.16"
"836.989","4.16","-12.16","1.41"
"837.021","6.90","-14.00","10.90"
"837.053","6.28","-9.85","0.39"
"837.085","2.98","-16.20","-2.16"
"837.117","-6.51","-9.77","16.40"
"837.149","-0.47","-9.34","-2.39"
"837.181","1.45","-8.55","-1.73"
"837.213","0.27","-11.53","-1.29"
"837.245","-3.49","-8.51","4.20837277"
"837.308","-0.98","-7.73","0.63837339"
"837.399","2.08","-7.85","4.39"
"837.432","1.65","-7.37","2.04"
"837.464","2.12","-6.51","1.06"
"837.496","3.37","-8.71","3.22"
"837.528","1.33","-10.16","2.04"
"837.56","-0.67","-11.85","1.37"
"837.592","0.04","-10.90","4.51"
"837.624","2.86","-12.32","3.69"
"837.656","1.80","-10.16","2.79"
"837.688","0.94","-8.00","-0.12"
"837.72","-0.71","-10.90","3.80"
"837.752","-4.20","-14.75","6.75"
"837.784","-3.18","-10.98","1.26"
"837.816","1.06","-9.02","2.55"
"837.848","2.47","-8.55","3.69"
"837.88","1.80","-7.92","3.45"
"837.912","1.61","-5.69","0.55"
"837.944","0.31","-4.63","0.16"
"837.976","-2.00","-4.79","0.75"
"838.008","-1.22","-4.75","2.20"
"838.04","2.43","-6.94","4.12"
"838.072","3.37","-9.92","0.04"
"838.104","5.10","-14.44","7.37"
"838.136","6.32","-10.67","5.37"
"838.168","4.90","-13.61","-4.55"
"838.2","-0.63","-17.85","7.73"
"838.232","-2.28","-8.43","3.02"
"838.264","1.61","-8.20","-3.41"
"838.296","1.29","-10.87","-2.24"
"838.328","-2.16","-10.24","2.75"
"838.36","-4.28","-8.55","5.41"
"838.392","-1.18","-7.65","0.86"
"838.424","-0.16","-6.67","-0.75"
"838.456","1.06","-6.20","-0.51"
"838.488","2.16","-7.37","3.61"
"838.52","1.29","-7.37","3.41"
"838.552","0.63","-7.88","1.10"
"838.584","2.75","-9.69","3.33"
"838.616","1.92","-9.96","2.79"
"838.648","0.71","-11.73","1.77"
"838.68","-1.14","-11.18","2.75"
"838.712","1.77","-12.00","4.59"
"838.744","1.84","-10.98","3.26"
"838.776","1.26","-7.73","-0.67"
"838.808","0.16","-10.16","1.33"
"838.84","-5.53","-14.63","6.86"
