"NAME:","walk_2_1.csv"
"EXPERIMENT TIME:","23-05-2022 12:07"
"ACTIVITY TYPE:","Walk"
"COUNT OF ACTUAL STEPS","90"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-10.01","-1.08","2.42"
"0.028","-10.01","-1.07","2.45"
"0.056","-10.01","-1.09","2.48"
"0.084","-10.02","-1.10","2.49"
"0.112","-10.02","-1.10","2.51"
"0.14","-10.01","-1.10","2.54"
"0.168","-10.00","-1.13","2.58"
"0.196","-10.01","-1.16","2.59"
"0.225","-10.04","-1.19","2.57"
"0.253","-10.05","-1.21","2.59"
"0.281","-10.04","-1.21","2.63"
"0.309","-10.01","-1.21","2.64"
"0.337","-9.99","-1.20","2.66"
"0.365","-9.96","-1.19","2.68"
"0.391","-9.95","-1.20","2.68"
"0.418","-10.00","-1.20","2.61"
"0.446","-10.07","-1.15","2.52"
"0.475","-10.10","-1.09","2.43"
"0.503","-10.11","-1.06","2.39"
"0.531","-10.11","-1.02","2.37"
"0.559","-10.10","-1.00","2.29"
"0.587","-10.06","-0.98","2.20"
"0.615","-9.99","-1.00","2.13"
"0.642","-9.99","-1.04","2.04"
"0.669","-10.05","-1.13","1.92"
"0.697","-10.00","-1.25","1.85"
"0.726","-9.89","-1.26","1.84"
"0.753","-9.85","-1.20","1.86"
"0.78","-9.85","-1.09","1.90"
"0.807","-9.85","-1.10","1.84"
"0.834","-9.85","-1.23","1.78"
"0.861","-9.87","-1.46","1.68"
"0.888","-9.95","-1.66","1.42"
"0.915","-9.98","-1.78","1.16"
"0.942","-9.88","-1.76","1.13"
"0.969","-9.79","-1.70","1.24"
"0.996","-9.73","-1.78","1.30"
"1.023","-9.68","-1.96","1.35"
"1.051","-9.68","-2.13","1.38"
"1.078","-9.83","-2.15","1.44"
"1.105","-10.14","-2.08","1.53"
"1.133","-10.47","-2.00","1.61"
"1.161","-10.70","-2.09","1.75"
"1.189","-10.96","-2.41","1.87"
"1.217","-11.32","-2.91","1.78"
"1.245","-11.68","-3.42","1.67"
"1.273","-11.87","-3.62","1.80"
"1.302","-11.77","-3.44","2.10"
"1.33","-11.61","-3.09","2.39"
"1.358","-11.69","-2.68","2.49"
"1.386","-11.87","-2.51","2.27"
"1.414","-11.71","-2.31","2.18"
"1.442","-11.42","-2.01","2.34"
"1.47","-10.89","-1.76","2.45"
"1.498","-10.58","-1.47","2.22"
"1.527","-10.28","-1.13","1.64"
"1.555","-10.00","-1.01","0.97"
"1.583","-9.96","-1.09","0.43"
"1.61","-9.75","-1.28","0.04"
"1.637","-9.19","-1.39","-0.25"
"1.665","-8.47","-1.20","-0.25"
"1.693","-8.22","-0.95","-0.47"
"1.721","-8.22","-0.79","-0.98"
"1.75","-8.54","-0.60","-1.54"
"1.778","-8.77","-0.51","-1.97"
"1.806","-9.24","-0.50","-2.40"
"1.834","-9.67","-0.25","-2.67"
"1.862","-10.25","0.05","-3.25"
"1.89","-11.59","0.12","-3.39"
"1.918","-12.10","0.22","-3.12"
"1.946","-11.95","0.39","-2.69"
"1.975","-11.70","0.31","-2.02"
"2.003","-11.66","0.07","-1.42"
"2.031","-11.65","-0.24","-0.72"
"2.06","-11.16","-0.29","0.02"
"2.088","-10.87","0.03","0.50"
"2.115","-10.84","0.20","0.70"
"2.142","-10.45","0.02","1.53"
"2.169","-9.16","-0.28","1.99"
"2.196","-8.64","-0.81","2.00"
"2.223","-8.85","-1.44","1.74"
"2.251","-9.32","-1.73","1.13"
"2.278","-9.50","-1.68","0.81"
"2.305","-9.46","-1.38","0.75"
"2.332","-9.60","-1.15","0.98"
"2.359","-9.52","-1.23","1.62"
"2.386","-9.52","-1.48","2.18"
"2.413","-9.75","-1.62","2.13"
"2.44","-10.12","-1.67","1.88"
"2.468","-10.52","-1.77","1.70"
"2.496","-10.89","-1.80","1.47"
"2.525","-11.07","-1.97","1.81"
"2.553","-11.61","-2.36","2.20"
"2.581","-11.84","-2.55","2.25"
"2.609","-11.86","-2.50","2.50"
"2.637","-11.96","-2.31","2.93"
"2.665","-11.96","-1.99","3.43"
"2.693","-12.08","-1.79","3.31"
"2.721","-12.07","-1.55","2.94"
"2.75","-11.76","-1.37","2.76"
"2.778","-11.34","-1.37","2.89"
"2.806","-10.82","-1.27","2.61"
"2.834","-9.99","-0.98","2.02"
"2.861","-9.50","-0.78","1.51"
"2.888","-9.26","-0.76","0.84"
"2.915","-8.65","-0.82","0.36"
"2.942","-8.04","-0.94","-0.10"
"2.97","-7.55","-0.84","-0.22"
"2.998","-7.62","-0.60","-0.44"
"3.027","-8.24","-0.25","-1.15"
"3.055","-8.94","0.03","-1.96"
"3.082","-9.49","0.11","-2.29"
"3.109","-9.75","0.27","-2.49"
"3.136","-10.17","0.45","-2.93"
"3.164","-11.42","0.51","-3.20"
"3.192","-12.27","0.65","-2.92"
"3.22","-12.16","0.79","-2.50"
"3.248","-11.94","0.76","-1.96"
"3.277","-11.68","0.33","-1.20"
"3.305","-11.23","-0.33","-0.11"
"3.334","-10.47","-0.73","0.81"
"3.362","-10.52","-0.35","0.55"
"3.39","-10.55","-0.07","0.89"
"3.418","-10.35","-0.11","1.98"
"3.446","-9.05","-0.28","2.77"
"3.473","-8.43","-0.64","2.54"
"3.501","-8.82","-1.09","2.04"
"3.528","-9.23","-1.46","1.46"
"3.555","-9.44","-1.40","0.96"
"3.582","-9.52","-1.19","0.86"
"3.609","-9.82","-1.05","0.99"
"3.636","-9.72","-1.35","1.74"
"3.664","-9.92","-1.57","1.86"
"3.69","-10.03","-1.86","1.77"
"3.718","-10.32","-2.14","1.63"
"3.746","-10.65","-2.42","1.42"
"3.775","-11.20","-2.68","1.45"
"3.803","-11.69","-2.82","1.98"
"3.831","-11.58","-2.71","2.69"
"3.859","-11.40","-2.40","3.08"
"3.887","-11.61","-1.98","3.31"
"3.915","-11.78","-1.72","3.74"
"3.943","-11.97","-1.76","3.62"
"3.971","-11.89","-1.53","3.13"
