NAME:,walk_5_1.csv,,
EXPERIMENT TIME:,24/05/2022 15:47,,
ACTIVITY TYPE:,Walking,,
Count of actual steps:,95,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
346.9,6.9,5.41,8.63
346.95,7.49,4.9,8.63
347,8.67,5.22,8.51
347.05,9.45,5.22,7.22
347.1,8.08,3.1,5.65
347.15,6.59,2.35,5.53
347.2,6.32,2.55,6.2
347.25,6.35,2.71,7.06
347.3,6.28,2.86,7.53
347.36,5.73,2.98,7.37
347.41,5.22,3.33,7.53
347.46,5.02,3.69,7.57
347.51,5.14,4.28,7.88
347.56,5.57,4.98,8.36
347.61,7.41,6,9.49
347.66,8.04,5.45,9.65
347.71,8.24,5.96,9.3
347.76,9.41,4.94,5.02
347.82,6.24,4.98,3.92
347.87,5.84,4.39,4.43
347.92,6.08,3.1,5.06
347.97,5.45,3.61,6.28
348.02,6,4.28,6.63
348.07,6.16,4.75,6.98
348.12,5.88,4.47,7.06
348.17,6.08,4.28,7.53
348.22,6.51,3.88,8.12
348.27,6.9,4.67,8.2
348.33,7.49,5.14,9.61
348.38,9.57,6.86,8.43
348.43,10.94,7.1,5.3
348.48,8.2,4.43,4.04
348.53,6.28,3.37,4.67
348.58,5.37,2.94,5.53
348.63,4.39,3.45,6.71
348.68,4.35,3.65,7.57
348.73,4.63,4.24,7.92
348.78,5.45,4.82,7.37
348.83,5.26,5.45,7.3
348.89,5.41,6.2,8.32
348.94,7.77,6.94,9.85
348.99,9.06,7.18,11.89
349.04,8.39,5.3,8.98
349.09,7.57,4.28,4.47
349.14,4.08,3.88,3.96
349.19,3.8,4.12,4.39
349.24,5.84,5.06,5.1
349.29,6.2,4.04,6.12
349.35,6.63,4.31,7.3
349.4,7.18,5.02,7.53
349.45,6.98,5.3,7.18
349.5,6,5.81,7.22
349.55,6.39,6.43,6.75
349.6,7.37,7.1,7.06
349.65,8.36,8.83,7.34
349.7,9.81,7.88,4.51
349.75,7.41,5.92,4.16
349.8,6.55,4.28,4.35
349.86,5.57,3.14,4.79
349.91,5.26,2.86,5.14
349.96,4.82,3.14,6.2
350.01,4.75,2.51,7.49
350.06,5.22,3.88,9.53
350.11,5.96,4.75,8.9
