"NAME:","walk_5_1.csv"
"EXPERIMENT TIME:","25-05-22 15:16"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","100"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"5.568",".18","-5.41","4.24"
"5.806",".67","-6.83","1.45"
"5.807",".06","-12.94","4.75"
"5.809",".16","-8.87","9.53"
"5.811",".08","-7.53","10.87"
"5.812",".79","-15.26","-2.00"
"5.814","0.47","-15.46","6.08"
"5.816",".96","-8.79","-0.55"
"5.818",".73","-8.16","1.22"
"6.055",".94","-6.83","0.59"
"6.057",".51","-6.83","-2.00"
"6.059",".67","-6.32","2.08"
"6.061",".35","-5.26","1.45"
"6.063",".55","-7.30","1.26"
"6.064",".51","-4.86","1.37"
"6.066",".43","-4.98","0.12"
"6.304",".24","-5.26","0.27"
"6.306","6.94","-6.12","2.86"
"6.308",".79","-5.88","0.59"
"6.31",".45","-7.73","3.69"
"6.312",".77","-6.55","2.86"
"6.314",".77","-11.06","3.80"
"6.316","2","-10.98","-0.63"
"6.554",".10","-11.49","-1.22"
"6.556",".43","-12.59","-0.24"
"6.558",".82","-13.30","3.14"
"6.56",".65","-9.89","2.71"
"6.562","2","-6.39","0.75"
"6.564",".20","-4.20","-1.06"
"6.566",".59","-4.86","0.71"
"6.568",".55","-4.08","0.24"
"6.806",".96","-3.45","-0.16"
"6.808","1","-2.71","2.75"
"6.81",".98","-4.12","3.30"
"6.812",".59","-6.20","1.37"
"6.814",".06","-9.41","2.24"
"6.815",".00","-13.49","5.53"
"6.817","2","-7.81","9.69"
"6.819",".71","-8.32","10.24"
"7.058",".22","-18.75","-4.79"
"7.06",".96","-9.49","3.61"
"7.062",".73","-6.51","-0.86"
"7.064","0","-7.73","1.77"
"7.066",".04","-7.45","-1.84"
"7.068",".02","-7.81","1.73"
"7.07",".63","-5.61","0.94"
"7.072",".28","-7.34","2.71"
"7.311","9","-4.90","1.41"
"7.313",".45","-3.73","-0.47"
"7.315",".84","-4.55","0.67"
"7.317",".41","-4.86","2.31"
"7.319",".28","-6.59","3.84"
"7.321","5","-5.73","2.47"
"7.323",".81","-5.77","1.02"
"7.561",".16","-6.51","2.04"
"7.563",".22","-10.08","2.59"
"7.565",".24","-12.40","0.51"
"7.568","8","-12.20","-0.27"
"7.57",".43","-11.81","1.96"
"7.572",".14","-6.83","0.51"
"7.575","5","-3.80","-0.39"
"7.814",".31","-4.47","0.78"
"7.816",".77","-3.33","-0.39"
"7.818",".39","-3.61","0.82"
"7.82",".51","-2.82","1.37"
"7.822",".65","-4.51","3.22"
"7.823",".59","-5.84","2.63"
"7.825",".16","-9.38","2.08"
"7.827",".28","-14.28","2.20"
"8.068",".45","-7.53","10.59"
"8.07","3","-10.83","10.87"
"8.072",".22","-15.73","-8.63"
"8.074",".69","-10.08","3.88"
"8.075",".86","-6.59","-0.47"
"8.077",".04","-8.98","2.47"
"8.079","5","-7.30","-2.16"
"8.081",".33","-7.02","0.82"
"8.324",".71","-5.41","2.55"
"8.326",".12","-6.98","0.59"
"8.328","3.26","-5.18","1.61"
"8.33","2","-4.43","-0.12"
"8.332",".30","-4.75","0.43"
"8.334",".24","-4.94","1.88"
"8.335",".81","-6.71","3.65"
"8.578",".26","-6.24","2.16"
"8.58","9","-5.88","-0.67"
"8.583",".00","-5.88","2.08"
"8.584",".14","-11.81","4.08"
"8.586",".67","-12.83","-0.75"
"8.588",".43","-11.65","-2.04"
"8.59",".57","-11.10","0.94"
"8.592",".26","-13.57","2.35"
"8.834",".32","-11.38","4.63"
"8.836",".41","-5.84","0.16"
"8.838",".82","-4.12","0.47"
"8.84",".73","-4.28","0.63"
"8.842",".02","-3.92","-0.04"
"8.843",".80","-3.77","0.59"
"8.845",".28","-3.14","1.96"
"8.847",".37","-4.98","4.35"
"9.088",".77","-4.59","2.47"
"9.09",".79","-8.20","1.41"
"9.092",".71","-13.06","3.30"
"9.094",".12","-8.55","8.79"
"9.096",".41","-10.83","9.45"
"9.099","59","-16.71","-0.35"
"9.1",".49","-10.24","2.31"
"9.102",".92","-6.35","-0.24"
"9.345",".96","-7.02","0.63"
"9.347",".84","-7.18","-2.00"
"9.349","1","-7.77","2.82"
"9.351",".61","-6.04","2.35"
"9.352","0.63","-6.98","0.98"
"9.354",".06","-5.77","2.90"
"9.356",".90","-3.33","-1.29"
"9.358","2","-4.94","-0.20"
"9.604",".20","-5.81","2.20"
"9.606",".65","-5.26","1.88"
"9.607",".84","-6.08","2.12"
"9.609",".39","-4.67","-1.33"
"9.611","7","-6.67","2.39"
"9.613",".96","-12.63","3.22"
"9.615",".26","-12.67","0.27"
"9.617",".67","-12.12","0.51"
"9.861",".02","-13.10","-0.35"
"9.864","8","-14.71","4.28"
"9.866",".02","-9.10","1.57"
"9.867",".94","-5.45","-0.04"
"9.869",".10","-4.28","-0.43"
"9.871",".12","-3.92","-0.43"
"9.873",".45","-3.88","0.08"
"9.875",".29","-4.39","0.27"
"10.119",".20","-3.10","2.63"
