NAME:,walk_4_1.csv,,
EXPERIMENT TIME:,25-05-22 18:12,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,90,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
25.607,-1.37,-3.37,14.28
25.632,-4.24,0.12,12.16
25.67,-2.79,-1.06,8.63
25.698,-3.1,-1.88,8.79
25.731,-2.2,-2.82,7.3
25.764,-0.67,-3.33,6.39
25.796,-1.65,-2.59,7.61
25.829,0.98,-2.24,6.98
25.861,1.96,-2.47,7.02
25.896,2.43,-1.26,7.73
25.929,1.88,0.16,9.14
25.961,1.45,1.06,11.69
25.994,0.2,-0.55,11.77
26.026,4,-4.08,11.41
26.059,4.39,-1.1,13.65
26.095,0.16,-2.67,10.47
26.128,-1.06,-8.08,17.5
26.159,0.55,-1.92,9.02
26.193,-3.69,4.2,10.12
26.225,-3.45,-0.59,11.85
26.258,-2.43,-4.39,12.36
26.302,-1.69,-4.59,9.96
26.332,-1.18,-1.18,8.16
26.399,-1.37,-0.2,7.18
26.428,-1.8,0.59,7.06
26.465,-1.88,0.31,8.98
26.533,-0.31,-0.16,8.36
26.563,-0.98,0.39,9.69
26.597,-1.06,0.82,8.75
26.63,-1.65,-1.69,10.83
26.648,-3.41,1.92,10.9
26.678,-0.98,0.47,11.85
26.711,-3.1,-0.67,12.83
26.729,-6.16,1.18,13.14
26.752,-8.51,0.59,12.47
26.785,-4.79,-5.18,8.9
26.817,-3.3,-4.9,10.16
26.85,-2.04,0.04,16.16
26.895,-2.63,0.55,12.87
26.929,-1.88,-1.22,8.28
26.946,-2.82,-1.41,7.81
26.976,0,-3.1,5.73
27.009,-0.04,-2.67,7.1
27.042,0.59,-2.08,6.71
27.077,1.69,-2,6.63
27.109,1.73,-1.84,6.86
27.141,1.69,-1.14,8.04
27.174,1.53,-1.22,10.63
27.206,-1.14,-1.26,12.94
27.239,2.79,-2.16,11.81
27.274,5.26,-1.77,13.34
27.307,2.55,-0.67,9.92
27.339,-7.85,-5.3,20.01
27.372,-0.12,-7.34,10.4
27.404,-6.24,2.39,9.1
27.437,-1.84,-1.41,12.4
27.472,-1.37,-5.14,10.79
27.505,-2.51,-3.49,12.4
27.537,-2.08,-1.57,8.51
27.57,-2.98,0.59,8.47
27.603,-2.08,-0.55,7.77
27.635,-2.51,-0.51,8.55
27.67,-1.06,-0.2,7.96
27.703,-0.47,-0.04,7.61
27.728,-1.1,0.35,7.92
27.766,-1.29,0.75,8.51
27.799,-2.98,0.12,9.14
27.83,-2,-2.98,11.73
27.849,-3.96,1.41,11.73
27.892,-0.63,1.02,11.53
27.929,-2.51,0.2,13.14
27.957,-5.3,1.37,11.96
27.996,-10.08,2.47,11.73
28.022,-5.02,-4.82,10.63
28.042,-4.71,-6.94,11.77
