NAME:,walk_4_1.csv,,
EXPERIMENT TIME:,24/05/2022 15:45,,
ACTIVITY TYPE:,Walking,,
Count of actual steps:,98,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
248.77,6.28,3.02,4.67
248.82,4.98,2.71,4
248.87,6.2,2.16,5.14
248.93,6.75,1.96,6.08
248.98,7.14,1.1,4.79
249.03,9.3,2.59,5.1
249.08,10.55,2,7.88
249.13,11.53,3.61,9.73
249.18,12.51,6.71,5.41
249.23,8.67,4.51,5.77
249.28,7.85,4.9,4.98
249.33,6.39,3.49,3.57
249.38,5.18,2.12,3.18
249.43,5.92,2.31,5.06
249.49,5.33,2.98,4.67
249.54,5.84,2.63,5.73
249.59,7.41,3.14,7.49
249.64,9.45,3.8,8.24
249.69,11.02,2.43,6.86
249.74,12.43,2.35,8.2
249.79,11.92,8.43,7.3
249.84,7.61,6.71,6.32
249.89,7.26,4.51,4.67
249.95,7.49,1.65,3.84
250,5.84,0.86,4.82
250.05,6.12,1.18,5.26
250.1,5.88,1.1,6.04
250.15,5.69,0.71,5.45
250.2,6.98,-0.43,6.04
250.25,9.1,2.31,7.06
250.3,10.71,-0.59,10.16
250.35,11.1,1.22,10.4
250.4,11.1,6.75,6.39
250.46,7.73,6.32,7.92
250.51,4.12,4.08,5.45
250.56,7.1,2.51,4.75
250.61,5.96,2.12,6.04
250.66,4.47,2.9,5.77
250.71,4.71,2.71,5.96
250.76,7.3,1.73,7.96
250.81,7.81,1.69,6.83
250.86,9.89,4.04,8.43
250.91,10.98,3.06,10.87
250.96,11.3,4.31,8.39
251.02,9.34,7.96,6.12
251.07,5.65,4.82,5.69
251.12,6.16,4.04,5.26
251.17,7.92,3.49,5.06
251.22,6.79,1.1,6.08
251.27,6.79,1.84,5.65
251.32,6.08,1.06,6.67
251.37,6.04,1.26,8.12
251.42,8.08,0,7.88
251.48,8.9,-3.18,10.04
251.53,8.28,3.14,9.1
251.58,9.85,6.83,9.61
251.63,9.85,8.79,8.9
251.68,6.51,4.94,6.35
251.73,4.94,4.43,5.37
251.78,5.22,3.92,5.14
251.83,4.67,3.57,5.26
251.88,9.92,-2.75,8.67
251.93,3.18,1.8,5.3
251.99,7.14,2.94,7.92
252.04,8.12,3.26,9.18
252.09,10.16,3.3,10.87
252.14,11.14,2.55,10.24
252.19,11.45,4.47,8.36
252.24,9.34,4.86,6.9
252.29,8.43,3.65,5.96
252.34,7.37,4.39,4.75
252.39,6.51,5.73,3.53
252.44,5.37,5.37,3.61
252.49,3.77,4.39,5.14
252.55,3.92,2.67,6.28
252.6,3.77,1.92,7.26
252.65,5.33,2.47,7.37
252.7,7.26,1.96,8.75
252.75,8.75,0.47,9.38
252.8,10.47,2.28,10.63
252.85,10.67,3.3,12.94
252.9,8.04,4.16,7.73
252.95,5.57,3.84,5.77
253.01,5.3,3.33,5.69
253.06,6.51,3.57,6.59
253.11,5.14,2.31,6.79
253.16,4.51,1.69,6.59
253.21,5.22,1.88,6.75
253.26,5.81,1.41,7.53
253.31,7.37,1.92,8.87
253.36,8.83,2.16,11.14
253.41,12.08,4.94,11.26
253.46,10.08,4.71,9.26
253.51,7.45,3.18,6.55
253.57,7.06,3.22,5.14
253.62,6.32,2.75,4.86
253.67,6,2.43,5.02
253.72,5.18,1.37,6
253.77,4.75,0.75,6.63
253.82,5.45,1.33,7.18
253.87,5.77,1.18,8.08
253.92,6.24,0.94,9.06
253.97,8.36,1.84,9.77
254.02,10.63,3.69,11.34
254.08,10.63,4.79,11.3
254.13,9.06,4.98,9.34
254.18,6.79,4.28,6.04
254.23,4.75,2.86,4.94
254.28,4.24,2.82,5.57
254.33,4.98,2.82,6.75
254.38,4.47,1.1,7.22
254.43,4.82,1.06,7.37
254.48,5.77,1.45,8.43
254.54,6.71,1.8,9.3
254.59,7.73,2.9,9.89
254.64,10.94,4.79,10.32
254.69,10.24,3.49,10.24
254.74,9.65,3.49,9.41
254.79,8.59,2.9,6.71
254.84,7.02,2.79,5.26
254.89,5.65,2.86,4.55
254.94,4.79,2.79,5.26
254.99,4.94,1.69,5.73
255.04,4.16,2.35,6.32
255.1,4.43,3.18,7.02
255.15,5.06,2.98,8.28
255.2,5.57,3.02,9.96
255.25,8.71,3.69,11.3
255.3,10.79,5.18,12.67
255.35,10,6.12,9.65
255.4,7.41,4.51,5.81
255.45,5.22,3.77,5.3
255.5,5.73,3.96,5.92
255.55,5.41,3.69,5.65
255.61,4.28,2.59,5.61
255.66,3.96,1.61,6.35
255.71,4.9,2.12,7.49
255.76,5.84,2.59,8.87
255.81,7.53,3.41,10.24
255.86,9.22,5.06,10.75
255.91,10.87,5.33,10.47
255.96,9.57,4.43,9.22
256.01,7.85,2.35,6.63
256.07,6.79,1.61,5.22
256.12,6.43,1.88,4.39
256.17,5.06,1.8,4.79
256.22,4.71,1.37,5.73
256.27,5.61,1.29,7.45
256.32,6.39,1.22,8.47
256.37,5.84,0.94,8.98
256.42,6.67,1.73,9.3
256.47,9.3,2.63,10.04
256.52,10.36,3.88,11.18
256.58,10.67,4.24,10.75
256.63,7.73,3.84,7.26
256.68,5.33,3.1,4.71
256.73,4.86,2.47,4.43
256.78,5.53,2.86,5.92
256.83,5.33,2.2,6.32
256.88,5.18,1.18,7.06
256.93,5.92,1.41,8.16
256.98,7.02,1.61,9.3
257.03,8.75,2.94,10.2
257.08,10.98,5.3,10.32
257.14,11.41,4.71,9.22
257.19,9.45,2.98,8.2
257.24,7.41,0.94,5.65
257.29,7.02,1.37,4.59
257.34,7.18,1.57,5.14
257.39,5.1,1.1,5.26
257.44,4.51,1.26,6
257.49,5.02,1.88,6.47
257.54,5.49,2.35,7.69
257.6,5.92,2.47,8.9
257.65,7.34,2.35,10.24
257.7,10,2.43,11.73
257.75,11.49,3.45,12.28
257.8,10,3.96,9.34
257.85,7.02,3.77,5.69
257.9,5.26,2.98,4.63
257.95,5.06,3.02,5.1
258,5.14,2.55,5.33
258.05,4.39,1.65,5.77
258.11,4.75,1.1,7.26
258.16,5.77,1.57,9.02
258.21,7.41,2.12,9.96
258.26,8.98,3.65,10.55
258.31,11.65,4.75,10.51
258.36,10.83,3.73,10.04
258.41,8.79,1.65,7.53
258.46,7.3,0.24,5.92
258.51,6.71,0.43,5.06
258.56,5.88,1.41,5.06
258.61,4.75,1.22,5.57
258.67,4.63,1.29,6.43
258.72,5.37,2,7.92
258.77,5.92,2.16,8.98
258.82,6.08,2,9.3
258.87,7.92,2,10.04
258.92,9.49,2.39,10.87
258.97,10.59,3.77,11.1
259.02,10.75,4.86,9.06
259.07,7.34,3.49,5.61
259.12,5.65,2.08,4.98
259.18,5.65,2.31,5.73
259.23,5.3,2.24,5.57
259.28,4.79,1.22,6.08
259.33,5.41,0.47,7.14
259.38,6.28,0.59,9.3
259.43,8.08,1.88,9.92
259.48,9.92,3.61,9.73
259.53,11.61,4.31,9.53
259.58,10.51,3.88,9.49
259.64,8.24,0.78,6.75
259.69,7.3,-0.12,5.77
259.74,7.53,1.06,5.18
259.79,6.39,1.65,5.18
259.84,4.63,0.82,5.73
259.89,4.16,0.67,6.59
259.94,5.02,1.49,7.69
259.99,5.53,2.04,8.87
260.04,5.96,2.2,9.69
260.09,8.67,2.47,10.71
260.14,10.47,2.98,11.1
260.2,11.14,4.04,10.59
260.25,9.38,3.65,7.18
260.3,6.12,2.59,5.65
260.35,5.81,2.04,5.96
260.4,5.81,2.59,6
260.45,4.98,2.28,5.77
260.5,4.2,1.8,5.73
260.55,5.14,1.77,7.22
260.6,6.47,1.41,8.94
260.65,8.63,2.31,9.26
260.71,9.96,3.37,9.73
260.76,10.98,3.33,9.81
260.81,10.16,2.43,10
260.86,9.02,0.75,8.2
260.91,7.96,-0.04,6.08
260.96,7.18,0.08,4.79
261.01,6.08,0.75,4.71
261.06,4.9,0.47,5.45
261.11,4.63,0.55,6.35
261.17,4.47,1.53,7.49
261.22,4.94,2.86,8.79
261.27,5.73,3.53,9.85
261.32,8.87,3.41,10.98
261.37,12.24,3.45,12.32
261.42,13.22,5.02,10.9
261.47,9.26,3.57,6.55
261.52,5.61,2.08,3.8
261.57,5.3,1.53,4.39
261.62,5.53,1.61,5.22
261.67,5.18,1.49,5.37
261.73,5.1,1.22,6.35
261.78,6,1.29,7.37
261.83,6.94,1.69,8.55
261.88,8.24,2.28,9.06
261.93,10.04,3.53,9.49
261.98,11.41,3.8,9.65
262.03,10.4,2.94,9.22
262.08,9.73,2.24,7.92
262.13,7.96,1.18,5.69
262.18,6.67,1.02,4.16
262.24,5.45,1.33,4.59
262.29,4.55,1.22,5.1
262.34,4.16,1.49,5.88
262.39,4.63,2.28,7.1
262.44,5.49,2.63,8.39
262.49,6.71,2.82,9.92
262.54,9.06,2.55,10.4
262.59,10.63,3.1,11.1
262.64,12.28,3.96,10.71
262.7,10,3.33,7.41
262.75,6.51,2.2,4.98
262.8,5.33,1.77,4.47
262.85,5.02,2.59,5.1
262.9,5.02,2.31,5.57
262.95,4.98,1.65,6.79
263,5.77,1.1,8.16
263.05,6.35,1.41,9.73
263.1,8.2,2.63,9.73
263.15,10,4.31,9.61
263.2,10.83,3.65,9.65
263.26,10.16,2.75,9.77
263.31,8.9,1.1,7.85
263.36,8.04,0.12,6.24
263.41,6.59,0.2,5.06
263.46,4.63,0.67,5.02
263.51,3.77,0.94,5.49
263.56,3.84,1.57,6.43
263.61,4.59,2.43,7.77
263.66,5.53,2.98,9.06
263.71,6.94,3.49,10.4
263.77,10.16,3.45,12.36
263.82,12.59,3.73,13.34
263.87,12.36,3.37,9.06
263.92,5.53,1.49,4.9
263.97,4.16,2.43,4.31
264.02,4.67,3.06,5.69
264.07,4.9,2.39,6.08
264.12,4.9,1.88,6.71
264.17,5.53,1.84,7.81
264.23,6.43,1.53,8.9
264.28,7.53,1.88,9.41
264.33,10.04,3.84,9.61
264.38,11.49,4,9.06
264.43,9.77,2.04,9.61
264.48,8.79,2.51,6.86
264.53,7.77,1.88,5.26
264.58,6.16,1.14,4.71
264.63,5.02,1.37,5.73
264.68,4.86,1.06,6.39
264.73,4.79,1.49,6.71
264.79,5.45,2.55,7.61
264.84,5.81,2.82,8.87
264.89,6.67,2.12,10.12
264.94,10.24,2,10.83
264.99,12.43,4.75,12.16
265.04,10.98,4.28,8.51
265.09,7.14,2.98,5.18
265.14,5.65,2.16,4.67
265.19,5.53,2.63,5.26
265.24,5.06,2.2,5.61
265.3,4.31,1.41,5.88
265.35,4.67,1.22,7.3
265.4,6.55,1.77,9.38
265.45,8.24,2.24,10.4
265.5,9.41,2.82,10.28
265.55,10.98,3.92,9.92
265.6,10.16,4.28,9.53
265.65,10.08,2.08,7.37
265.7,9.38,-0.31,6.08
