"NAME:","run_3_1.csv"
"EXPERIMENT TIME:","23/05/2022 21:13:03"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS","166"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.01","8.00","-1.48","-3.22"
"0.131","8.15","-1.18","-3.07"
"0.19","8.23","-1.53","-3.07"
"0.343","8.67","-2.05","-3.76"
"0.352","9.30","-2.28","-5.11"
"0.358","10.79","-1.25","-4.14"
"0.366","10.66","-1.58","-2.66"
"0.373","12.22","-3.99","-2.07"
"0.418","10.07","-5.16","-0.36"
"0.424","4.88","-7.31","-2.84"
"0.507","3.58","-7.98","-6.52"
"0.513","7.23","-9.23","-8.74"
"0.519","16.59","-9.20","-9.94"
"0.524","22.60","-2.12","-9.84"
"0.53","18.48","0.89","-6.42"
"0.536","10.56","-2.97","-6.77"
"0.541","5.34","-2.97","-4.17"
"0.547","2.53","-1.87","-1.33"
"0.553","0.51","-0.66","0.64"
"0.559","-1.94","-0.49","0.74"
"0.565","-3.50","-0.56","-0.03"
"0.648","-2.76","-2.76","-0.26"
"0.654","-0.49","-2.25","1.10"
"0.659","4.09","-8.05","-1.12"
"0.665","17.43","-14.75","-6.83"
"0.756","31.34","-0.89","-8.87"
"0.762","16.69","1.51","-8.23"
"0.863","15.18","4.60","-5.57"
"0.869","13.37","1.23","-1.53"
"0.875","9.13","0.77","-0.51"
"0.966","-4.29","-2.86","-2.89"
"0.973","-6.06","-4.86","-4.27"
"0.978","-1.61","-2.33","2.79"
"0.985","3.09","-6.83","4.14"
"1.075","10.12","-5.34","-1.69"
"1.081","29.60","-12.91","-29.19"
"1.087","20.81","3.83","-10.05"
"1.179","16.92","4.50","-4.91"
"1.186","14.55","2.66","-7.69"
"1.191","8.90","-0.59","-5.14"
"1.198","3.68","-0.82","-2.05"
"1.286","-0.56","-1.76","1.81"
"1.293","-4.01","-1.05","5.06"
"1.299","-4.32","-0.61","1.35"
"1.39","-2.05","-1.43","-1.30"
"1.396","1.12","-3.37","-1.38"
"1.403","9.89","-8.56","-4.37"
"1.493","34.64","-12.47","-14.16"
"1.499","32.80","-1.64","-7.00"
"1.505","13.73","3.07","-6.29"
"1.511","11.89","0.97","-6.08"
"1.609","8.64","-2.05","-0.49"
"1.617","3.99","-3.43","2.40"
