NAME:,run_3_1.csv,,
EXPERIMENT TIME:,22-05-22 20:18,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS,163,,
   ,,,
Time [sec],ACC X,ACC Y,ACC Z
661.065,0.35,2.71,8.28
661.102,1.06,2.12,8.16
661.138,1.73,1.77,8.2
661.175,1.96,1.88,8.39
661.211,1.65,2.2,8.36
661.248,0.43,2.86,8.39
661.284,-1.33,4.12,7.73
661.322,-1.65,4.12,8.51
661.359,0.94,1.88,10.2
661.397,2,-0.63,12.87
661.435,1.77,-1.92,8.87
661.473,5.02,-1.65,6.32
661.51,5.69,1.22,7.06
661.547,3.33,3.06,9.81
661.583,4.31,0.94,16.48
661.62,7.57,4.24,14.98
661.658,6.43,7.02,13.02
661.695,2.35,7.3,8
661.732,-4.2,5.88,1.84
661.769,0.39,-0.12,-2.28
661.808,4.75,-2.71,0.86
661.845,4.28,-3.8,0.08
661.883,3.96,-3.77,3.41
661.92,1.92,-1.69,20.01
661.959,-0.63,3.69,8.28
661.997,8.71,6.71,16.08
662.034,-0.47,3.84,20.01
662.073,-2.63,3.53,10.32
662.111,-1.69,0.86,6.83
662.262,2.71,0.24,3.02
662.299,8.08,-5.02,4
662.336,6.04,6.39,20.01
662.374,-20.01,20.01,10.16
662.414,0.24,4.55,18.79
662.452,-4.9,7.92,9.45
662.489,-5.22,2.43,-0.12
662.528,2.98,1.73,-6.35
662.565,-1.1,-2.79,-10.94
662.606,0.9,1.69,3.41
662.642,-1.06,0.63,-2.75
662.681,-1.65,-2.82,20.01
662.72,-20.01,-12.67,20.01
662.836,1.69,1.1,14.08
662.874,-0.12,-2.16,-0.71
662.913,-2.55,-2.98,-7.53
662.953,7.96,-4.63,-0.08
662.991,8.87,-3.61,5.69
663.029,10.59,-3.73,12.98
663.068,-2,11.92,14.16
663.108,-10.04,15.22,7.45
663.148,1.02,4.9,14.55
663.185,-2.9,5.14,7.65
663.223,-2.98,3.06,0.47
663.26,-2.35,-5.92,-11.06
663.301,1.53,-3.06,-2.12
663.339,1.02,2.51,1.61
663.376,20.01,-10.4,20.01
663.496,5.84,-3.18,15.89
663.535,4.28,-0.71,20.01
663.574,-1.84,-1.22,4.98
663.612,-3.61,2.2,-0.86
663.651,-2.35,-3.53,-11.22
663.691,12.79,-8.59,4.16
663.73,3.88,-2.94,-3.57
663.768,19.1,-2.94,20.01
663.808,5.33,5.06,13.57
663.845,-16,12.36,14.75
663.886,8.08,-0.51,9.73
663.924,-2.43,6.67,7.22
663.961,-1.1,0.55,-2.2
664,-0.39,-2.51,-3.49
664.039,-2.08,-8.51,5.3
664.156,-12.63,11.57,-4.71
664.197,-0.27,7.96,12.28
664.235,0.98,2.31,8.36
664.272,4.9,-4.82,16.04
664.31,3.26,-3.45,9.02
664.348,2.24,-3.22,-2.24
664.386,4.43,-4.67,-8.47
664.425,4.39,-2.75,-1.61
664.463,-8.79,-1.8,8.79
664.502,20.01,4.71,20.01
664.54,14.83,-2.67,18.04
664.58,14.95,-0.16,20.01
664.619,-0.16,6.67,-0.39
664.658,-2.47,4,3.77
664.849,18.48,-13.57,20.01
664.889,-11.53,-0.39,20.01
664.93,2.98,3.84,-0.67
664.967,-0.12,0.86,14.08
665.006,4.24,-2.82,15.14
665.044,-0.27,-3.14,13.22
665.084,0.63,-1.65,4.35
665.122,1.49,-5.84,-10.51
665.161,9.41,-3.8,2.16
665.199,-3.49,-3.26,7.37
665.237,20.01,7.26,20.01
665.276,12.91,1.1,20.01
665.428,-1.02,1.06,-5.65
665.466,-2.31,-2.79,-9.02
665.506,4.16,-3.41,4.28
665.543,-4.12,4.59,2.82
665.581,15.89,-18.63,20.01
665.622,6,4.98,0.86
665.658,20.01,3.26,16.16
665.697,8.71,0.08,5.37
665.733,6.04,-2.04,20.01
665.772,0.51,-2.2,11.14
665.81,-2.39,1.88,-3.18
665.849,2.63,-3.92,-4
665.887,8.39,-3.96,0.12
665.925,-2.35,-6.59,8.2
665.963,20.01,1.49,20.01
666.079,-0.2,8.51,4.79
666.116,-1.1,4.2,1.33
666.154,0.04,-0.75,-0.59
666.192,-1.02,-2.39,-8.87
666.232,2.98,-1.92,2.47
666.269,-1.29,4,3.8
666.307,20.01,-9.34,20.01
666.347,0.9,12.83,10.83
666.385,-10,4.98,-0.78
666.425,5.45,-1.53,9.38
666.462,5.69,-2.82,16.55
666.501,2.79,-1.92,7.69
666.538,0,-1.41,-2.86
666.577,-3.02,-6.79,-3.53
666.69,7.49,-1.14,11.96
666.729,7.73,10,6.98
666.766,-19.77,10.43,20.01
666.807,1.02,1.41,10.71
666.844,-2.16,4.04,7.65
666.882,-1.26,3.57,-4.35
666.92,-1.77,-0.51,-8.04
666.96,1.53,-4.24,0.2
666.998,-1.69,1.8,1.41
667.035,-1.29,5.84,-2.24
