NAME:,run3,,
40.476,-15.02,16.16,5.77
40.522,-9.81,12.47,3.18
40.568,-2.82,4.82,-1.02
40.615,-0.39,-2,-3.771082606
41.079,-3.73,4.51,-1.18
41.125,1.37,-0.27,-1.29
41.171,0.16,-1.18,-1.84
41.218,-1.88,-0.08,-1.1
41.265,-1.53,-1.45,-0.98
41.308,3.8,2,9.06
41.357,-18.91,20.01,-20.01
41.403,-4.39,14.04,5.77
41.45,-17.34,16.63,4.94
41.496,-9.77,15.14,6.39
41.541,-7.92,9.57,2.98
41.587,-0.27,0.16,-1.61
41.633,-1.06,-2.28,-3.92
41.679,-1.22,1.18,-0.9
41.725,-1.65,0.31,-0.86
41.772,-3.84,-2.16,-0.27
41.818,-8.9,5.41,13.26
41.866,-20.01,10.75,14.91
41.913,-14.63,10.9,7.3
41.961,-13.85,19.93,12.24
42.007,-11.61,10.51,2.12
42.052,-6.39,6.98,1.26
42.098,-1.57,1.96,-0.27
42.144,3.1,-1.57,-1.45
42.191,-2.04,-1.65,-1.57
42.237,-1.96,1.49,-1.29
42.283,-1.69,-1.45,-1.29
42.33,-15.61,4.12,19.73
42.378,-20.01,12.83,20.01
42.426,-11.34,12.71,11.1
42.473,-16.24,16.2,5.77
42.519,-7.34,12.55,4.04
42.565,-2.35,3.77,-0.78
42.611,0.51,-4.67,-3.49
42.656,2.31,-2.59,-0.9
42.702,-4.2,5.81,-0.16
42.748,-1.14,-1.53,0.08
42.795,-19.14,-6.71,4.75
42.84,3.61,19.85,2.55
42.887,-14.28,7.61,-4.59
42.934,-12.51,15.85,10.2
42.981,-13.34,13.85,5.02
43.026,-9.77,8.55,1.18
43.071,-3.69,5.26,0.63
43.117,-0.43,0.39,-1.14
43.163,0.55,-2.04,-0.24
43.208,-0.63,0.12,-0.47
43.255,-0.55,-0.71,-0.08
43.302,-2.47,-1.33,-1.96
43.348,-1.61,7.77,20.01
43.396,-20.01,15.18,13.22
43.442,-8.83,12.83,8.47
43.489,-20.01,20.01,3.88
43.536,-11.41,13.3,4.39
43.58,-3.61,5.84,2.28
43.627,-0.12,-1.96,-1.33
43.674,-0.24,-2.9,-1.45
43.72,-0.82,4.35,-0.86
43.766,-2,0.86,-1.61
43.814,-10.28,-1.65,-0.43
43.857,4.12,9.3,6.98
43.904,-20.01,8.94,10.43
43.951,-14.47,16.91,8.39
43.998,-13.89,14.2,8.32
44.044,-11.18,9.65,2.16
44.089,-4.75,5.45,2.47
44.133,-0.47,0.98,0.59
44.179,1.57,-1.29,-1.02
44.226,-1.77,-1.96,-2.04
44.272,-1.18,1.61,-1.37
44.319,-1.69,-0.78,-1.14
44.365,-0.16,0.86,20.01
44.412,-20.01,18.12,3.92
44.456,1.26,15.65,5.92
44.503,-20.01,16.2,4.55
44.549,-8.36,12.63,5.26
44.594,-6.16,9.53,1.84
44.641,-0.08,-1.37,-2.75
44.687,1.49,-4.39,-2.43
44.732,-0.16,0.71,-0.24
44.778,-4.79,1.84,-0.98
44.825,-0.86,-3.1,-0.08
44.872,-19.81,-5.41,7.06
44.919,-8.94,20.01,19.89
44.965,-16.12,5.61,3.96
45.012,-11.81,16.28,9.1
45.058,-14.79,15.46,4.71
45.103,-8.83,8.71,1.45
45.149,-4.16,3.33,-0.55
45.194,2.82,0.31,-1.22
45.241,-0.82,-2.35,-1.26
45.287,-0.9,0.16,-0.71
45.331,0.2,-0.16,0.04
45.376,-1.18,0.94,0.39
45.423,-18.71,4.82,20.01
45.471,-20.01,10.79,11.85
45.518,-5.18,13.1,11.34
45.565,-20.01,17.26,4.35
45.611,-8.32,10.43,2.79
45.656,-2.28,2.39,-1.18
45.702,1.96,-3.8,-3.45
45.747,1.92,-1.02,0.47
45.793,-3.84,3.92,-0.27
45.84,-1.69,-3.02,-1.22
45.887,-18.12,-3.02,4.51
45.933,-2.08,20.01,10.59
45.98,-15.06,5.53,-1.14
46.027,-14.04,19.02,8.32
46.074,-11.85,14.08,6.24
46.12,-10,7.85,1.531088113
46.304,-1.41,0.43,-1.021088297
46.583,-12.63,15.42,4.67
46.629,-7.1,10.67,4.08
46.675,0.94,-0.31,-1.84
46.722,-0.24,-4.51,-3.61
46.768,-0.75,3.61,-0.2
46.814,-2.51,1.29,-1.8
46.861,-1.06,-1.33,-0.78
46.908,-20.01,-5.02,12.91
46.956,-12.4,20.01,18.87
47.002,-16.55,5.06,3.84
47.049,-14,20.01,9.69
47.096,-12.24,11.96,2.59
47.141,-9.38,7.61,1.57
47.187,-1.18,1.33,-0.59
47.232,2.24,-1.26,-1.14
47.279,-2.24,-1.33,-2.31
47.324,0.04,1.41,-0.39
47.37,-0.78,-1.8,0.24
47.414,3.02,3.18,7.3
47.461,-20.01,13.18,9.65
47.508,-14.44,11.77,14.12
47.555,-12.98,12,9.69
47.602,-14,15.65,5.77
47.649,-11.85,14.12,3.8
47.695,-7.49,10.71,3.45
47.741,-0.82,0.78,-1.06
47.788,-1.33,-3.84,-2.63
47.832,0.47,0.43,-1.33
47.877,-2.51,3.37,0
47.924,-1.02,-1.33,-2
47.97,-3.96,-0.04,0
48.017,-2.24,13.06,14.59
48.064,-20.01,6.9,13.3
48.111,-16.55,14.91,8.39
48.157,-13.77,15.46,8.04
48.203,-12.08,8.63,2.08
48.248,-5.33,4.12,0.16
48.294,2.08,-0.51,-1.88
48.34,0.04,-3.22,-2.08
48.386,-3.41,1.22,-1.69
48.43,0.59,-0.31,0.39
48.477,-2.9,-1.92,-2.94
48.524,-7.3,10.55,20.01
48.573,-15.69,20.01,-20.01
48.619,-5.84,9.57,11.14
48.666,-18.01,19.89,2.08
48.713,-10.55,14.47,5.53
48.757,-5.77,7.18,1.33
48.803,-1.65,1.02,-1.53
48.849,0.24,-2.39,-2.79
48.895,0.08,-0.12,-0.71
48.941,-2.63,0.24,-1.29
48.988,-0.47,-0.94,-1.14
49.034,-20.01,-2.94,5.45
49.081,-5.14,20.01,17.93
49.128,-13.1,9.18,-4.75
49.175,-11.69,17.57,8.43
49.222,-12.83,11.81,3.22
49.268,-10,8.08,1.77
49.313,-2.55,3.3,0.55
49.357,1.88,0.55,-1.57
49.404,-1.1,-1.37,-2.39
49.45,-0.94,0.39,-1.18
49.495,0.55,-0.35,0.59
49.539,2.55,1.73,3.3
49.585,-20.01,9.22,17.22
49.632,-4.04,13.65,16.91
49.679,-18.48,13.42,9.22
49.726,-16.32,14.24,7.37
49.771,-4.98,9.41,5.37
49.816,-3.1,3.65,0
49.863,-0.27,-3.41,-3.92
49.908,2.59,-2.2,-1.18
49.954,-3.14,3.61,-1.73
50,-1.29,1.02,-1.77
50.047,-20.01,-6.67,5.73
50.094,-2.94,20.01,19.73
50.141,-19.42,4.08,-7.77
50.189,-12.55,19.81,10
50.235,-12.71,12.28,5.33
50.281,-10.63,6.24,3.14
50.327,-2.86,2.79,-1.02
50.372,2.47,0.55,-1.26
50.418,0.47,-2.04,-2.08
50.464,-1.96,0.16,-1.26
50.507,0.47,0.2,0.9
50.554,-2.47,-1.57,-1.53
50.601,-20.01,6.2,20.01
50.649,-20.01,12.79,16.48
50.695,-6.16,10.83,9.96
50.742,-20.01,17.02,5.45
50.788,-7.61,11.65,6.24
50.832,-6.2,8.98,2.79
50.879,-0.71,-0.9,-2.51
50.925,1.69,-4.35,-2.12
50.97,0.82,1.92,-0.16
51.016,-3.49,0.75,-0.27
51.062,0.78,-1.02,-0.98
51.109,-20.01,-5.92,15.61
51.156,-9.38,20.01,20.01
51.203,-17.14,7.02,-2.98
51.251,-12.2,20.01,10.04
51.297,-12.83,9.89,3.77
51.343,-4.9,5.3,-0.35
51.388,1.37,0.75,-1.02
51.433,0.86,-2.24,-0.63
51.48,-1.29,-0.47,-2.12
51.524,0.55,0.04,1.45
51.571,-2.39,-2.12,-1.92
51.619,-14.47,10,20.01109361
51.759,-17.57,15.77,4.981093752
51.989,-1.29,2.82,-0.351093982
52.36,-3.8,2.51,-0.671094353
52.585,2.55,3.69,4.16
52.633,-20.01,11.85,19.73
52.68,-2.39,12.87,18.83
52.728,-13.93,11.45,10.43
52.775,-17.3,16.51,4.79
52.821,-5.3,15.46,4.98
52.866,-4.63,7.14,0.9
52.912,0.82,-4.2,-4
52.957,2.94,-1.69,-0.75
53.003,-4,4.2,-1.02
53.05,-3.14,-2.9,-1.96
53.095,0.16,1.96,-2.86
53.141,-19.3,3.92,9.61
53.189,-20.01,17.3,19.89
53.234,-16.2,7.45,7.53
53.282,-12.94,16.99,10.24
53.329,-11.85,10.87,1.92
53.374,-5.45,4.08,1.1
53.42,0.27,-0.43,-0.35
53.467,-0.08,-2.16,-0.31
53.512,0.67,2.59,-2.55
53.556,-0.08,1.06,2.86
53.603,-2.51,-2.47,-6.04
53.649,13.14,7.53,19.97
53.698,-20.01,19.93,-16.32
53.744,-2.82,10.79,6.79
53.791,-15.38,14.04,3.96
53.838,-11.26,15.06,4.28
53.883,-5.57,11.1,3.02
53.929,-0.75,2.16,-0.35
53.976,-0.04,-6,-4.16
54.022,0.43,-0.63,-1.29
54.068,-4.75,2.63,-0.04
54.115,-0.55,-1.96,-1.26
54.163,-20.01,-8,17.5
54.21,-10.47,20.01,20.01
54.256,-14.79,5.37,2.9
54.304,-13.85,19.14,10.55
54.351,-12.04,11.18,3.69
54.396,-9.89,6.2,0.55
54.441,0.16,0.78,-2.08
54.487,2.51,-1.69,-0.82
54.533,-2.08,-1.65,-2.59
54.578,-0.27,2.75,0.86
54.625,-1.49,-2.2,-0.86
54.67,9.77,6.2,14.95
54.719,-20.01,20.01,-16.51
54.764,-7.02,9.65,5.73
54.81,-17.26,12.59,5.49
54.857,-10.2,14.91,6.71
54.902,-5.02,9.45,2.82
54.949,-1.02,-0.78,-2.59
54.995,1.65,-3.53,-3.65
55.04,0.51,1.22,-0.59
55.085,-3.84,2.94,-0.2
55.132,-1.57,-0.86,-2.28
55.18,-20.01,-1.53,12.08
55.228,-14.51,20.01,20.01
55.274,-18.55,7.06,5.06
55.321,-13.53,18.55,9.53
55.368,-11.57,11.69,1.84
55.413,-7.96,6.32,0.78
55.458,0.04,-0.08,-1.57
55.503,3.33,-2.31,0.12
55.55,-2.16,-1.57,-3.84
55.595,-1.61,2.31,0.27
55.642,-1.45,-2.39,-1.84
55.687,4.16,8.39,19.02
55.735,-18.71,20.01,-20.01
55.781,-2,10.79,7.53
55.828,-17.14,12.91,7.37
55.875,-12.67,13.81,4.08
55.92,-4.39,7.22,1.18
55.966,-0.51,1.92,-0.59
56.012,0.55,-3.45,-3.33
56.058,-0.27,-3.02,-0.82
56.104,-2.75,2.24,-0.04
56.15,-1.14,0.35,-0.59
56.196,-10.94,6.67,9.57
56.244,-13.3,20.01,20.01
56.29,-18.32,7.14,4.47
56.337,-12.63,19.77,9.89
56.383,-12.36,12.24,3.33
56.428,-6.86,5.69,1.14
56.474,-0.67,0.82,-1.96
56.52,1.8,-2.35,-0.24
56.567,-1.45,-1.69,-2.75
56.612,-0.27,2.04,0.75
56.658,-1.22,-1.65,-0.12
56.705,-4.82,10.71,20.01
56.752,-20.01,8.59,20.01
56.798,-3.49,11.41,6.2
56.845,-17.53,13.14,4.08
56.892,-10.04,12.67,4.59
56.937,-3.57,7.69,1.69
56.982,-0.39,0.43,-2.63
57.028,1.18,-3.45,-3.77
57.074,-0.55,1.33,-0.27
57.12,-2,0.08,-0.24
57.167,-1.73,-1.41,-0.98
57.212,1.73,12.24,4.39
57.259,-20.01,12.36,17.26
57.305,-14.59,7.81,6.63
57.352,-12.59,13.42,5.61
57.399,-12.4,13.85,3.65
57.446,-10.98,10.98,2.86
57.491,-5.02,4.2,0.82
57.537,1.29,-0.24,-1.45
57.582,0.94,-2.39,-1.57
57.628,-3.02,0.59,-2.391099619
58.089,0.98,-2.94,-2.08
58.134,0.78,-0.39,-0.47
58.179,-2.79,3.41,0.2
58.225,0.71,-0.31,-1.57
58.273,-20.01,-4.39,10.43
58.32,-6.94,20.01,20.01
58.366,-10.79,4,1.41
58.413,-12.36,17.14,7.14
58.459,-11.45,13.65,4.79
58.506,-10.51,10.24,1.92
58.551,-4.94,6.59,0.94
58.597,-0.47,0.94,-0.86
58.643,0.04,-1.29,-1.88
58.69,-2.94,-0.94,-1.96
58.733,0.55,0.86,0.59
58.777,0.27,2.59,0.71
58.824,-20.01,8.94,20.01
58.872,-20.01,11.41,17.69
58.917,-1.41,6.98,6.16
58.964,-13.02,10.67,1.06
59.008,-5.65,6.24,1.88
59.054,-1.18,4,-0.31
59.1,-0.04,1.8,-2.35
59.146,-2.94,5.77,-0.67
59.191,-4.28,2.98,0.63
59.235,-9.14,2.24,1.14
59.281,-2.16,12.87,6.2
59.327,-20.01,3.57,6.35
59.372,-8.87,3.06,7.1
59.418,-8.63,11.45,5.26
59.463,-6.12,6.32,3.06
59.507,-5.33,5.33,0.71
59.553,-4.63,5.65,-0.27
59.598,-3.88,5.1,0.55
59.643,-4.39,6.28,1.1
59.688,-4.71,6.35,1.22
59.732,-5.73,9.92,2.51
59.777,-4.47,7.81,2
59.823,-7.96,10.24,5.49
59.869,-10.79,8.04,0.98
59.914,-6.35,6.86,2.82
59.958,-6.83,9.96,2.35
60.003,-6.32,5.45,0.82
60.048,-6.47,5.45,0.2
60.093,-7.57,6.55,0.47
60.138,-7.22,7.77,0.82
60.182,-6.39,7.3,0.2
60.228,-6.32,6.9,-0.04
60.274,-6.98,7.41,-0.16
