NAME:,run4,,
EXPERIMENT TIME:,24-05-22 16:53,,
Activity,Running,,
COUNT OF ACTUAL STEPS,120,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
40.128,-6.63,7.65,8.04
40.175,-16.91,6.04,12.71
40.22,-17.38,9.3,6.32
40.267,-13.81,15.73,7.65
40.314,-10.12,11.38,1.22
40.36,-4.31,4.43,-0.04
40.405,1.29,0.67,-4.31
40.451,0.94,-1.02,-2.71
40.496,-1.92,1.96,-2.86
40.541,-0.31,0.67,1.41
40.585,4.55,2.59,9.89
40.632,-20.01,17.42,7.85
40.679,-3.14,12.16,19.93
40.726,-14.36,12.67,8.43
40.773,-14.24,15.46,6.16
40.818,-4.39,11.02,4.71
40.864,-3.65,2.43,-1.88
40.91,0.27,-2.59,-4.39
40.957,-0.04,-0.9,-1.49
41.003,-1.61,1.77,-1.41
41.048,2.04,0.94,-1.06
41.095,-20.01,-1.06,12.04
41.142,-4.24,20.01,13.14
41.188,-11.1,6.98,1.06
41.235,-14.24,16.95,5.14
41.282,-12.2,14.12,3.41
41.327,-8.67,8.98,2.9
41.373,-2.71,4,-0.86
41.417,1.53,0.59,-1.57
41.462,0.04,0.04,-0.67
41.509,-1.69,-0.59,-2.82
41.556,-2.31,-0.82,-0.24
41.601,2.63,2.75,18.28
41.65,-14.63,20.01,-19.18
41.696,-4.75,12.55,-1.53
41.743,-16.99,14.4,3.69
41.789,-8.71,13.22,3.88
41.834,-7.1,8.71,2.47
41.88,-4,4.71,-0.78
41.926,-1.65,0.2,-2.82
41.973,-0.94,-1.65,-1.73
42.017,0.08,0.2,-0.51
42.062,-6.67,0.39,0.12
42.108,0.59,15.06,-0.71
42.155,-18.36,6.51,15.38
42.202,-15.97,13.89,7.57
42.249,-13.85,17.26,7.61
42.294,-7.96,12,3.1
42.34,-4.04,4.31,-0.67
42.386,0.47,-0.59,-2.39
42.432,0.63,-1.61,-1.8
42.478,-1.41,1.65,-1.26
42.524,-0.63,-1.45,1.33
42.567,1.84,1.92,8.75
42.614,-20.01,18.79,2.75
42.661,-3.84,13.49,13.18
42.708,-16.99,12.94,7.49
42.755,-14.4,14.67,5.88
42.801,-7.18,11.96,1.77
42.846,-3.1,5.57,-0.43
42.892,0.04,-1.1,-2.67
42.938,0.78,-1.8,-0.35
42.984,-1.53,1.69,-0.55
43.03,-0.43,1.77,-1.06
43.078,-20.01,-2.98,15.22
43.125,-6.94,20.01,12.59
43.172,-10.87,13.61,-3.22
43.219,-12.87,18.04,8.08
43.266,-12.28,13.49,3.88
43.311,-7.49,7.96,3.02
43.357,-1.02,0.2,-1.37
43.403,0.47,-0.63,-1.8
43.449,-2.47,0.08,-0.71
43.495,-0.43,-0.31,-0.86
43.541,-3.41,1.14,-3.65
43.588,-13.96,3.92,20.01
43.635,-17.1,10,8.32
43.681,-9.38,12.47,7.26
43.728,-14.71,15.81,4.59
43.774,-8.28,12.75,3.8
43.819,-2.94,5.18,-3.84
43.866,-0.67,-1.02,-2.51
43.912,0.59,-2.75,-2.71
43.957,1.22,-0.2,2.51
44.003,-1.57,1.45,-1.02
44.05,-19.53,-3.45,4.391505607
44.282,-8.87,9.41,0.781505837
44.509,-0.39,1.37,1.33
44.555,-3.41,6.79,11.57
44.603,-20.01,20.01,-2
44.649,-4.43,13.42,6
44.695,-15.42,17.53,5.37
44.742,-10.79,12.55,3.49
44.787,-5.37,6.67,0.94
44.833,-0.35,0.27,-0.94
44.879,0.71,-2.39,-3.22
44.924,-0.08,1.53,0.55
44.969,-3.1,1.61,-0.08
45.016,-12.63,-4.04,2.55
45.062,0.39,20.01,-6.83
45.109,-18.32,7.49,-2.51
45.156,-13.1,17.06,7.26
45.203,-12.08,14.71,3.8
45.247,-9.22,8.87,1.57
45.293,-1.06,1.14,-3.88
45.339,0.43,-2.35,-1.96
45.386,-1.29,-1.96,-1.33
45.432,-0.9,1.88,-0.59
45.478,-0.12,-0.16,1.73
45.525,-18.71,2.67,20.01
45.571,-20.01,5.49,18.55
45.618,-7.61,14.71,10
45.665,-19.38,15.46,4.59
45.711,-7.45,13.57,5.18
45.757,-4.2,3.1,-5.3
45.804,-0.78,-1.96,-4.79
45.85,0.94,-3.02,-2.12
45.895,-0.31,1.84,-0.31
45.941,-3.3,2.43,-0.04
45.988,-14.36,-4.82,4.08
46.036,-12,20.01,13.38
46.082,-16.55,9.65,2.28
46.129,-13.77,19.61,8.47
46.176,-10.16,13.65,3.69
46.22,-8.43,7.18,1.1
46.267,-1.1,-1.14,-1.92
46.312,1.92,-2.2,0.2
46.359,-0.98,-1.92,-2.2
46.403,1.41,2.31,1.69
46.446,2.04,2.12,3.88
46.493,-20.01,5.88,10.94
46.54,-2.9,12.12,13.3
46.588,-13.53,15.46,10.51
46.635,-15.26,17.26,4.28
46.68,-5.92,7.53,3.1
46.726,-1.49,2.43,-1.14
46.771,0.04,-2.24,-3.14
46.816,2.16,0.94,-0.12
46.862,-3.57,1.49,-0.16
46.908,-0.67,0.43,-1.06
46.953,-8.36,9.1,5.96
47.001,-14.16,10.43,20.01
47.046,-15.57,9.06,4.75
47.093,-10.98,16.12,8.2
47.14,-11.81,15.49,4.12
47.187,-10.47,10,0.94
47.233,-3.37,4.51,-1.53
47.279,1.65,-1.1,-2.43
47.325,0.2,-1.69,-0.67
47.37,-2.08,1.57,-1.45
47.416,-2.35,-0.82,1.26
47.463,-13.85,4.59,20.01
47.511,-20.01,20.01,19.5
47.558,-11.92,12.51,6
47.605,-11.69,10.63,0.27
47.65,-3.88,6.04,0.94
47.695,-0.71,0.98,-3.84
47.741,0.78,-1.69,-3.26
47.787,-1.73,2.82,-0.55
47.833,-3.37,1.84,-2.71
47.879,-14.12,3.53,9.89
47.927,-13.61,14.44,20.01
47.975,-16.95,12.36,13.26
48.021,-10.59,14.98,9.06
48.068,-13.77,13.42,4.86
48.113,-7.77,6.39,2.35
48.159,1.77,-0.08,-1.49
48.206,-0.71,-2.43,-0.86
48.252,-1.92,0.08,-3.1
48.295,0.08,2.79,0.63
48.341,-0.35,-1.02,1.77
48.387,-8.08,4.94,20.01
48.434,-16.16,7.34,20.01
48.48,-6.12,14.55,6.83
48.527,-16.87,14.4,4.9
48.572,-9.73,13.38,3.88
48.618,-4.08,6.2,-0.27
48.664,-0.16,0.16,-2.24
48.71,0.39,-3.45,-3.57
48.754,0.78,1.77,0.31
48.8,-2.9,0,-0.63
48.845,-4.04,-1.88,0.35
48.891,5.96,15.14,-0.47
48.938,-20.01,3.3,17.57
48.985,-18.36,12.75,8.79
49.032,-11.53,14.55,8.39
49.079,-11.77,10.12,2.47
49.124,-5.73,5.53,2.2
49.169,-0.63,0.63,-3.53
49.215,1.84,-1.96,-2.47
49.262,-0.94,-1.37,-1.88
49.307,-1.14,1.88,0.04
49.354,-1.92,-0.31,-0.43
49.401,-20.01,5.45,17.5
49.449,-11.3,18.75,17.93
49.495,-13.38,12.79,8.04
49.542,-11.22,16,4.94
49.588,-6.94,11.61,3.141511144
50.004,-13.69,15.81,7.37
50.051,-13.96,13.65,5.41
50.095,-6.43,7.1,1.45
50.141,-0.27,1.37,-1.92
50.187,0.08,-2.08,-2.39
50.233,-1.57,0.63,-1.65
50.278,0.51,2.24,-3.41
50.325,-0.08,-0.35,-0.67
50.371,-20.01,4.24,20.01
50.418,-19.97,9.38,20.01
50.465,-11.18,12.98,8.79
50.512,-12.94,14.32,4.9
50.558,-7.61,13.38,3.61
50.604,-4.35,4.82,-0.12
50.651,-0.43,-1.96,-1.88
50.696,0.78,-2.63,-2.24
50.741,-0.31,3.02,0.31
50.787,-2.43,0.75,-1.29
50.834,-6.2,-0.35,-1.29
50.88,-0.51,17.46,4.2
50.926,-13.1,9.89,0.9
50.972,-14.36,14,7.22
51.019,-13.73,15.02,5.26
51.065,-10.79,9.41,1.77
51.111,-2,1.49,-1.26
51.157,2.67,-0.63,-2.31
51.204,-1.61,-0.71,-2.2
51.25,-2.28,2.59,-3.69
51.293,0.04,0.04,1.73
51.338,0.12,2.24,17.02
51.385,-20.01,10.16,5.18
51.432,-2.28,14.28,11.89
51.479,-18.79,14.47,3.45
51.525,-9.18,13.14,4.67
51.57,-6.04,10.08,4.04
51.617,-0.71,-0.31,-3.1
51.663,0.39,-4.28,-4.16
51.707,1.49,2.94,0.43
51.753,-4.63,3.1,-0.86
51.8,-10.71,-6.55,2.98
51.845,6.75,11.69,-3.61
51.892,-20.01,5.57,10
51.939,-18.51,14.08,8.36
51.986,-14.16,12.75,5.18
52.032,-10.75,8.28,1.92
52.077,-1.53,1.96,1.18
52.122,4.16,-2.04,-3.02
52.169,-0.82,-1.65,-1.88
52.215,-1.73,3.02,-0.94
52.26,0.43,-0.43,1.49
52.306,-9.61,3.88,19.93
52.353,-19.69,7.14,11.06
52.399,-5.92,13.42,6
52.445,-18.67,14.63,2.28
52.491,-6.08,11.92,5.49
52.536,0.47,9.73,-8.39
52.582,0.86,-3.69,-4.59
52.628,2.71,-3.41,-1.73
52.674,-1.92,4,-0.55
52.72,-2.75,-0.35,-0.86
52.767,-15.34,-2.79,1.33
52.814,-6.12,20.01,17.46
52.861,-16.95,4.35,-0.27
52.908,-14.67,18.79,7.65
52.955,-12.2,14.91,7.06
53.001,-12.24,9.96,1.45
53.046,-3.18,2.47,-0.2
53.092,0.71,-1.37,-2.2
53.138,0.82,-1.26,-1.49
53.184,-2.75,0.51,-0.78
53.23,-0.71,-0.59,0.55
53.274,1.73,1.88,1.33
53.321,-20.01,15.42,15.02
53.369,-11.77,11.34,17.26
53.417,-13.3,12.91,10.71
53.464,-14.63,15.77,5.65
53.51,-5.77,11.26,3.37
53.556,-3.37,2.59,-2.86
53.603,-0.31,-2.43,-3.22
53.649,1.96,-0.16,-0.43
53.693,-2.71,1.26,0.16
53.739,0.04,-0.86,-0.78
53.787,-20.01,-5.45,14
53.834,-9.18,20.01,20.01
53.881,-15.42,10.94,3.18
53.928,-15.06,15.85,7.53
53.975,-13.45,13.26,2.16
54.02,-4.04,3.69,-0.67
54.066,1.41,-1.29,-1.88
54.112,0,-1.92,-1.29
54.158,-2.31,0.75,-1.92
54.203,-0.35,1.26,1.06
54.246,1.96,1.41,6.63
54.295,-16.44,20.01,-20.01
54.341,-7.34,10.87,5.26
54.388,-14.08,13.89,7.85
54.435,-11.38,13.06,4.2
54.481,-7.41,11.89,3.73
54.527,-2.98,4.55,-0.2
54.574,-0.98,-0.94,-3.41
54.619,1.57,-1.18,-1.06
54.664,-0.47,1.8,0.04
54.711,-2.08,-0.75,-1.29
54.757,-1.61,1.84,-1.37
54.804,-1.45,13.26,-5.22
54.85,-19.65,6.12,8.39
54.895,-14.87,9.06,5.92
54.942,-13.22,15.89,5.73
54.989,-11.45,13.77,2.86
55.034,-6.24,5.88,1.02
55.08,-2.39,1.96,-1.06
55.127,-0.43,-0.86,-1.881516684
56.051,-1.45,1.14,-2.08
56.096,1.37,-0.82,-2.43
56.142,-2.2,0.27,-1.29
56.187,0.16,0.63,-1.06
56.234,-1.29,-0.67,-1.06
56.279,4.71,4.9,20.01
56.328,-20.01,20.01,-11.53
56.374,-2,11.1,4.2
56.42,-16.2,12.94,4.31
56.467,-10.75,14.08,4.82
56.513,-5.92,10.28,2.59
56.558,-5.3,3.45,0.98
56.604,0.86,-1.65,-2.31
56.65,1.18,-2.82,-2.04
56.695,-2.55,1.65,-0.55
56.74,-3.3,0.59,0.2
56.786,-11.77,3.37,8.47
56.833,-7.41,19.97,18.95
56.88,-14.91,5.88,-0.86
56.927,-10.59,19.06,8.67
56.974,-13.85,14.75,3.69
57.018,-8.79,8.71,2.12
57.063,-3.3,4.98,0.43
57.109,-1.37,0.82,-1.65
57.155,0.27,-0.63,-1.84
57.201,-2.24,0.63,-1.65
57.245,-0.2,0.78,0.94
57.289,1.77,1.37,2.39
57.337,-20.01,13.42,18.63
57.385,-15.65,13.02,12.08
57.431,-10.24,8.43,8.43
57.478,-12.79,15.02,5.81
57.524,-3.22,10.28,3.61
57.569,-2.51,4.63,-0.31
57.615,-2.82,3.14,-0.51
57.661,-0.35,0.82,-2.28
57.708,-1.88,-0.24,-0.55
57.755,-1.69,-1.41,-0.27
57.802,-20.01,-1.65,7.41
57.847,-3.84,20.01,6.12
57.894,-11.85,8.16,-4.28
57.942,-14.12,18.08,12.04
57.989,-14.47,16.48,3.69
58.034,-7.61,7.81,2.16
58.079,-1.77,3.45,0.55
58.126,-0.78,-1.57,-2.79
58.171,-2,-0.16,0.94
58.216,0.27,2.12,-0.82
58.261,0.9,-3.18,1.57
58.307,-3.53,6.79,20.01
58.356,-20.01,20.01,-11.73
58.401,-3.18,9.96,4.39
58.447,-14.04,14.98,6.63
58.493,-8.94,11.85,4.12
58.538,-4.39,6.35,0.71
58.584,-2.51,1.96,-3.69
58.629,1.06,0.08,-1.18
58.675,-1.14,-1.06,0.35
58.72,-2.04,2.75,-1.14
58.766,-9.18,-2.67,3.57
58.812,-1.06,11.65,1.33
58.86,-20.01,13.69,15.38
58.907,-14.83,16.16,9.92
58.954,-13.81,14.55,6.28
59,-11.06,8.98,2.35
59.045,-3.88,2.94,-5.1
59.091,1.8,-0.16,-3.1
59.137,-2.9,0.55,-2.39
59.183,-2.12,2.24,-2.43
59.228,2.35,-1.41,1.65
59.273,-3.22,3.96,17.77
59.32,-20.01,7.88,18.67
59.366,-2.94,10.24,5.33
59.413,-15.53,12.83,4.71
59.46,-10.75,12.16,4.59
59.505,-4.39,6.98,1.92
59.551,-1.88,5.14,-1.33
59.596,-1.88,1.65,-2.08
59.641,0.9,0.43,-1.69
59.688,-1.96,-0.55,-0.47
59.735,-17.5,-0.9,5.14
59.783,-13.18,15.53,20.01
59.829,-13.02,4.94,5.22
59.875,-10.2,9.89,5.88
59.919,-8.63,9.06,3.92
59.964,-5.81,5.26,1.14
60.01,-2.9,4,-1.49
60.056,-2.08,4.94,-1.41
60.102,-3.37,5.88,-0.82
60.146,-2.75,5.37,0.55
