"NAME:","run_4.csv"
"EXPERIMENT TIME:","25/05/2022 12:00"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS","164"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"991.77","-8.47","1.10","0.27"
"991.87","-9.73","2.79","-0.82"
"991.97","-9.18","3.49","-1.29"
"992.08","-11.18","2.08","-0.75"
"992.18","-8.94","2.75","-0.31"
"992.28","-6.75","3.06","-1.84"
"992.38","-17.50","4.20","-1.49"
"992.49","-17.53","0.31","3.06"
"992.59","-3.10","4.47","0.75"
"992.69","2.20","-3.69","-0.67"
"992.79","-13.69","1.88","1.26"
"992.90","-18.04","7.26","-0.98"
"993.00","-7.45","2.39","2.86"
"993.10","-0.31","2.28","-2.35"
"993.20","-20.01","3.65","3.53"
"993.30","-14.83","8.94","5.18"
"993.41","2.86","1.41","-2.86"
"993.51","-0.24","-5.06","-0.47"
"993.61","-17.30","20.01","-8.04"
"993.72","-14.51","2.04","-2.94"
"993.82","0.27","0.78","-3.96"
"993.92","-3.96","-3.96","1.26"
"994.02","-19.93","14.71","3.41"
"994.13","-0.82","4.75","-1.41"
"994.23","-2.16","-5.69","-2.82"
"994.33","-20.01","12.24","7.06"
"994.44","-17.30","6.39","-1.49"
"994.54","-2.59","0.63","-1.41"
"994.64","-0.04","-1.61","-5.37"
"994.75","-20.01","12.16","0.71"
"994.85","-2.28","8.55","1.02"
"994.95","1.10","-6.43","-1.73"
"995.05","-10.83","-4.00","-1.73"
"995.16","-14.71","6.90","1.92"
"995.26","-8.00","1.45","-1.96"
"995.36","-2.59","1.02","-1.49"
"995.47","-20.01","0.63","20.01"
"995.57","-8.79","13.57","3.65"
"995.67","1.18","-4.71","-0.67"
"995.77","-3.92","-7.45","-5.02"
"995.88","-14.79","8.67","1.49"
"995.98","-7.34","-1.26","4.43"
"996.08","-3.37","0.78","0.04"
"996.18","-20.01","-13.22","-8.32"
"996.29","-8.51","12.12","2.31"
"996.39","3.02","-5.06","-1.18"
"996.49","-2.39","-8.08","-4.16"
"996.60","-12.24","7.45","2.00"
"996.70","-8.24","0.08","7.10"
"996.80","-0.27","2.63","-1.26"
"996.90","-20.01","10.47","1.45"
"997.01","-12.71","8.67","4.75"
"997.11","3.57","-1.53","-1.22"
"997.21","0.00","-2.28","-1.73"
"997.31","-17.93","19.97","-7.57"
