NAME:,run_1_1.csv,,
EXPERIMENT TIME:,24/05/2022 10:59,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,160,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.846,0.39,-0.2,8.75
2.356,0.28,-0.35,7.57
3.814,0.75,-0.67,10
5.292,1.1,0.24,8.71
6.812,1.8,-0.43,9.1
8.325,0.63,-1.22,12.67
9.85,0.82,-0.08,2.39
11.311,0.47,1.49,14.16
12.869,0.61,0.63,5.57
14.329,2.67,1.57,16.12
15.81,1.41,-1.26,5.77
17.379,0.65,0.75,8.04
18.815,2.51,0.55,6.55
20.309,-1.14,-0.9,5.14
21.85,0.06,3.77,15.38
23.381,0.94,0.59,10.12
24.831,0.04,1.06,8.2
26.329,0.67,1.37,10.32
27.863,0.69,0.9,11.18
29.448,0.24,3.1,12.08
30.882,0.39,-0.31,13.26
32.377,0.04,1.65,9.77
33.838,0.82,0.55,15.65
35.329,-0.51,2.24,13.65
36.881,0.28,1.77,14.32
38.393,0.33,3.3,14.08
39.847,0.75,1.22,14.67
41.347,1.84,1.57,9.81
42.852,0.86,1.53,6.28
44.438,0.47,1.1,7.06
45.848,4.31,1.57,8.55
47.35,0.39,0.75,3.53
48.854,0.35,0.16,5.37
50.367,1.1,-1.65,11.81
51.907,0.08,2.47,17.34
53.395,0.24,0.12,13.85
54.899,1.65,1.65,12.71
56.416,0.16,3.02,14.55
57.921,0.51,2.2,11.45
59.454,0.59,0.78,8.75
60.881,1.06,0.9,10.04
62.375,0.67,1.18,9.41
63.933,0.12,2.47,8.87
