NAME:,run_3_1.csv,,
EXPERIMENT TIME:,25/05/2022 17:00,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,168,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-5.1,-0.39,15.49
0.041,-3.41,1.61,15.53
0.082,-5.1,-0.39,15.93
0.123,-5.84,-0.98,16.4
0.164,-4.86,-1.33,16.44
0.205,-4.16,-0.71,15.46
0.246,-4.16,-1.33,14.75
0.287,-4.08,-1.69,14.87
0.328,-5.49,-2.39,15.61
0.369,-9.57,-1.84,19.34
0.41,-10.9,-2.08,20.01
0.451,-8.39,-2.08,19.3
0.492,-6.55,-3.22,13.53
0.533,-6.16,-5.18,12.43
0.574,-2.98,-3.92,13.38
0.615,-5.02,-1.92,14.16
0.656,-8.67,-2.12,17.89
0.697,-12.04,-3.3,19.5
0.738,-11.18,-3.22,16.67
0.779,-10.12,-3.26,14.87
0.82,-5.69,-1.73,12.4
0.861,-1.22,1.57,15.93
0.902,2.59,1.29,8.71
0.943,2.59,-0.39,5.77
0.984,2.67,1.96,9.41
1.025,-1.37,-6.24,10.71
1.066,-18.75,-19.65,20.01
1.107,-15.14,-11.53,20.01
1.148,-7.61,-9.49,20.01
1.189,-3.49,-2.79,9.81
1.23,-1.29,1.14,10.32
1.271,2.43,-1.06,5.61
1.312,0.71,-2.08,9.02
1.353,-0.55,-1.92,11.89
1.394,-6.35,-3.92,11.96
1.435,-5.61,-5.73,14.24
1.476,-14.47,-13.22,20.01
1.517,-10.63,-9.26,19.57
1.558,-7.81,-5.22,19.93
1.599,3.45,5.84,19.97
1.64,-3.88,-6.59,0.04
1.681,6.63,5.45,2.75
1.722,5.77,0.27,4.98
1.763,-1.77,-5.06,10.55
1.804,-6.59,-8.87,16.55
1.845,-9.26,-7.49,20.01
1.886,-9.3,-13.73,20.01
1.927,-7.26,-11.26,20.01
1.968,-5.02,-1.45,4.47
2.009,-5.33,-1.33,6.32
2.05,6.47,5.06,11.85
2.091,2.47,-0.59,1.96
2.132,-1.8,-3.14,8.39
2.173,-0.35,0.78,8.51
2.214,-6.59,-0.9,16.83
2.255,-13.22,-8.47,20.01
2.296,-19.57,-15.61,20.01
2.337,-7.02,-3.8,20.01
2.378,0.63,0.08,12
2.419,2.47,-5.26,5.22
2.46,5.88,-2.51,4.98
2.501,4.79,-0.94,7.45
2.542,1.1,-2.39,12.47
2.583,-0.08,-4.28,20.01
2.624,-4.71,-13.38,20.01
2.665,-11.41,-19.18,20.01
2.706,-8.55,-12.71,20.01
2.747,-4,0.86,11.53
2.788,-0.9,6.59,1.57
2.829,-1.84,4.59,3.61
2.87,-1.1,1.18,7.1
2.911,-2.94,-3.8,10.47
2.952,-5.53,-8.36,13.93
2.993,-10.75,-6.43,20.01
3.034,-7.02,-9.96,20.01
3.075,-12.36,-14.71,20.01
3.116,-5.02,-5.81,19.65
3.157,2.28,-0.71,5.77
3.198,2.31,-2.59,8.51
3.239,5.81,0.04,6.83
3.28,2.79,0.35,4.71
3.321,0,1.65,10.59
3.362,-0.27,-1.45,17.81
3.403,-0.94,-6.24,20.01
3.444,-6.28,-16.48,20.01
3.485,-5.92,-10.83,20.01
3.526,-4.79,-1.1,10.04
3.567,-0.59,4.55,9.96
3.608,0.86,0.75,9.02
3.649,-2.47,-2.39,7.61
3.69,-3.73,-3.06,10.43
3.731,-6.75,-3.65,14.95
3.772,-8.36,-1.41,19.26
3.813,-13.22,-15.26,20.01
3.854,-15.1,-16.08,20.01
3.895,-0.16,-0.24,11.41
3.936,4.82,1.37,6.51
3.977,7.81,1.1,8.16
4.018,7.02,-0.04,7.96
4.059,4.31,-1.45,10.59
4.1,1.73,-1.96,17.65
4.141,0.08,-5.69,19.53
4.182,-7.1,-18.08,20.01
4.223,-14.59,-20.01,20.01
4.264,-7.65,-5.45,16.2
4.305,-4.98,3.77,5.57
4.346,0.04,7.06,4.43
4.387,-1.8,2.35,9.65
4.428,-4.59,-2.67,10.79
4.469,-6.08,-4.9,15.81
4.51,-9.26,-2.31,20.01
4.551,-11.38,-9.73,20.01
4.592,-13.1,-14.2,20.01
4.633,-3.1,-3.53,19.57
4.674,4.67,-0.71,11.49
4.715,5.53,-0.31,10.32
4.756,9.73,2.55,8.87
4.797,8.67,-1.18,9.3
4.838,3.61,-5.81,15.57
4.879,2.28,-5.18,19.97
4.92,-2.39,-12.94,20.01
4.961,-10.67,-19.81,20.01
5.002,-7.77,-11.57,20.01
5.043,-7.49,-1.96,8.94
5.084,-4.39,3.96,8.16
5.125,-2.31,6.28,8.43
5.166,-1.41,3.77,9.14
5.207,-4.31,-0.94,14.44
5.248,-6.04,-3.96,16.48
5.289,-8.9,-4.39,20.01
5.33,-10.04,-13.53,20.01
5.371,-12.08,-17.73,20.01
5.412,-0.2,-5.92,20.01
5.453,7.3,-2.04,9.06
5.494,8.08,-0.94,8.28
5.535,9.65,1.61,7.49
5.576,6,-2.39,10.43
5.617,2.59,-5.73,18.99
5.658,2.35,-8.9,20.01
5.699,-4.75,-20.01,20.01
5.74,-7.92,-19.22,20.01
5.781,-7.22,-7.45,16.51
5.822,-8.79,4.04,1.92
5.863,-4.86,8.9,5.65
5.904,-3.61,4.82,5.02
5.945,-4.59,0.12,9.34
5.986,-4.75,-2.39,16.51
6.027,-6.16,-4.79,18.79
6.068,-8.83,-12.67,20.01
6.109,-7.65,-16.28,20.01
6.15,-0.71,-6.43,20.01
6.191,3.1,-1.45,12.91
6.232,6,-3.61,10.43
6.273,7.92,-1.1,4.98
6.314,7.53,1.77,5.81
6.355,1.69,-3.45,12.63
6.396,-1.73,-4.9,20.01
6.437,1.84,-4.43,20.01
6.478,-5.1,-14,20.01
6.519,-6.24,-17.38,20.01
6.56,-3.57,-9.34,19.53
6.601,-2.86,-0.98,11.38
6.642,-3.18,3.53,6.51
6.683,-1.73,7.88,6.2
6.724,-2.9,3.88,7.73
6.765,-5.81,-3.77,15.81
6.806,-7.37,-6.24,20.01
6.847,-8.24,-14.87,20.01
6.888,-10.28,-16.87,20.01
6.929,-0.82,0.35,20.01
6.97,3.84,2.43,7.45
7.011,3.45,-5.14,13.34
7.052,10.32,2.08,12.71
7.093,6.24,-0.27,10.24
7.134,-0.47,-2.67,18.95
7.175,1.02,-3.45,20.01
7.216,-7.92,-16.32,20.01
7.257,-5.06,-18.55,20.01
7.298,-3.3,-11.18,20.01
7.339,-1.73,-0.86,9.26
7.38,-2.2,4.71,7.41
7.421,0.08,7.85,6.12
7.462,-0.39,4.59,8.32
7.503,-5.53,-1.06,16.99
7.544,-9.02,-4.16,20.01
7.585,-13.65,-14.63,20.01
7.626,-15.1,-20.01,20.01
7.667,-5.77,-5.92,16.63
7.708,5.3,3.8,13.34
7.749,5.84,-0.78,8.59
7.79,6.43,-1.73,7.06
7.831,6.51,-1.22,6.63
7.872,4.39,-1.18,8.71
7.913,-1.53,-4.82,15.89
7.954,-7.34,-8.28,20.01
7.995,-5.92,-14.04,20.01
8.036,-9.73,-16.32,20.01
8.077,-6.2,-7.69,14.44
8.118,-0.63,3.02,14.2
8.159,2.47,6.2,8.59
8.2,-0.24,3.49,6.83
8.241,-3.14,-3.06,14.32
8.282,-7.88,-6.32,20.01
8.323,-7.81,-6.32,20.01
8.364,-8.71,-16.59,20.01
8.405,-7.77,-10,20.01
8.446,2.12,0.2,18.67
8.487,1.84,1.8,12.28
8.528,2.75,1.06,8.12
8.569,5.81,3.57,7.73
8.61,4.79,0.55,8.43
8.651,1.33,-7.53,17.65
8.692,-1.37,-13.65,20.01
8.733,-5.96,-17.93,20.01
8.774,-5.45,-14.98,20.01
8.815,-6.28,-8,14.44
8.856,-4.51,-0.55,13.34
8.897,0.39,5.69,11.53
8.938,1.22,5.3,9.61
8.979,-2.55,-0.63,12.32
9.02,-6.59,-6.67,18.59
9.061,-8.75,-6.9,20.01
9.102,-8.94,-17.85,20.01
9.143,-10.43,-14.55,20.01
9.184,-1.18,-6.75,18.91
9.225,3.02,-0.39,13.14
9.266,4.79,0.47,14.44
9.307,4.98,3.18,10.94
9.348,4.31,1.18,9.06
9.389,0.86,-5.1,14.32
9.43,-2.04,-6.71,20.01
9.471,-5.33,-13.89,20.01
9.512,-9.34,-19.89,20.01
9.553,-5.92,-13.85,17.57
9.594,-4.28,-6,14.28
9.635,-2.04,1.57,11.89
9.676,0.35,6.86,10.98
9.717,0.35,5.57,9.53
9.758,-5.53,-4.28,10.43
9.799,-11.34,-11.38,16.32
9.84,-9.14,-14.71,18.32
9.881,-11.89,-19.77,20.01
9.922,-1.8,-6.98,20.01
9.963,3.3,-4.51,14.71
10.004,0.16,-5.96,7.96
10.045,4.67,1.49,7.81
10.086,4,2,8.75
10.127,0.71,-3.73,13.53
10.168,-0.47,-6.28,20.01
10.209,-2.51,-16.04,20.01
10.25,-8.43,-20.01,20.01
10.291,-4.47,-13.73,15.81
10.332,-3.37,-5.84,13.18
10.373,-3.8,-1.02,13.73
10.414,-3.22,5.3,12.98
10.455,-3.73,6.47,9.73
10.496,-6.16,-0.16,8.87
10.537,-6.79,-5.92,14.51
10.578,-3.41,-8.75,17.77
10.619,-10.67,-20.01,20.01
10.66,-7.22,-14.55,20.01
10.701,2.94,-5.33,17.34
10.742,0.39,-5.18,13.77
10.783,2.16,-2.79,10.83
10.824,4.71,0.16,8.94
10.865,5.26,0.55,9.3
10.906,4.04,-2.75,14.24
10.947,1.8,-6.79,19.53
10.988,-2.55,-13.45,20.01
11.029,-12.75,-20.01,20.01
11.07,-6.63,-12.28,14.83
11.111,-3.65,-2.75,13.22
11.152,-1.26,3.96,14.79
11.193,0.47,6.67,11.53
11.234,-0.63,1.65,7.37
11.275,-4.39,-6.63,8.98
11.316,-8.39,-6.32,17.46
11.357,-8.94,-14.59,20.01
11.398,-15.18,-20.01,20.01
11.439,-1.45,-10.04,19.97
11.48,5.33,-6.71,10.94
11.521,3.92,-5.73,10.87
11.562,5.61,0.67,11.34
11.603,4.98,1.73,10.32
11.644,1.33,-1.69,11.38
11.685,-2.59,-3.22,16.28
11.726,-3.3,-7.61,20.01
11.767,-9.22,-20.01,20.01
