NAME:,run_4_1.csv,,
EXPERIMENT TIME:,22-05-22 20:22,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS,166,,
   ,,,
Time [sec],ACC X,ACC Y,ACC Z
8.016,2.75,6.86,18.12
8.054,2.9,6.2,14.75
8.091,-6.39,8.24,14.24
8.13,-1.65,2.39,10.98
8.169,4.35,-1.49,10.04
8.207,5.49,-3.14,7.65
8.245,1.1,-2.59,-3.3
8.283,-6.9,0.27,-8.63
8.322,9.85,-9.69,16.16
8.438,2.82,5.65,20.01
8.476,-0.94,8.36,10.08
8.514,-9.73,8.39,7.14
8.552,-1.61,1.14,3.96
8.589,0.27,-0.63,-2.63
8.628,0.55,-0.43,-5.45
8.666,0.98,1.61,0.24
8.703,8.16,-7.06,14.71
8.741,-15.42,6.75,3.06
8.78,-7.26,6.47,0.98
8.818,0.16,4.12,15.93
8.855,2.63,-0.75,14.95
8.894,4.08,-0.9,13.69
8.932,1.65,0.16,4.39
9.083,10.51,-4.16,14.47
9.123,0.27,9.06,17.14
9.16,-20.01,20.01,6.94
9.2,0.12,6.67,15.18
9.237,2.47,6.32,9.92
9.274,0.75,1.26,7.92
9.31,-0.82,0.98,3.77
9.348,-3.06,-2.94,-9.96
9.387,1.88,-0.08,2.71
9.425,4.28,-1.77,5.81
9.462,-3.02,3.41,20.01
9.501,-3.92,8.2,10.94
9.539,-8.63,16.95,7.88
9.578,-0.51,2.79,11.73
9.732,7.49,-3.57,-3.1
9.771,4.35,-1.69,2
9.808,2.47,-5.26,8.12
9.846,5.02,9.38,20.01
9.883,8.36,6.24,20.01
9.921,-4.16,7.57,16.44
9.959,-0.2,6.86,1.61
9.997,-0.9,1.77,2.67
10.034,1.37,-0.12,0.63
10.072,-0.78,-2.35,-9.14
10.111,-1.37,2.16,2.82
10.149,-0.04,6.04,-6.43
10.187,-14.36,1.73,20.01
10.227,-20.01,20.01,9.92
10.342,8.9,-4,14.47
10.381,4.47,-5.92,10.43
10.42,1.14,-2.31,-0.86
