NAME:,run_4_1 .csv,,
EXPERIMENT TIME:,24/05/2022 19:34,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
2266.51,-5.84,6.55,0.08
2266.55,-7.18,3.37,2.75
2266.6,0.04,2.59,-0.98
2266.64,1.45,-4.63,-4.16
2266.68,3.77,-9.89,-0.43
2266.72,1.77,1.45,-2.94
2266.76,-20.01,-3.96,20.01
2266.81,-18.59,9.38,5.73
2266.85,-20.01,-5.41,11.85
2266.89,-16,3.61,4.94
2266.93,-10.08,0.35,1.14
2266.98,-7.57,-0.78,-4.51
2267.02,-0.75,-0.31,-5.18
2267.06,-4.86,-4.94,-3.77
2267.1,-5.37,0,-7.02
2267.14,-12.98,-6.83,0.75
2267.19,-19.46,0,17.14
2267.23,-20.01,18.95,20.01
2267.27,-9.45,-0.35,3.49
2267.31,-7.69,5.33,3.02
2267.35,-5.53,2.55,-2.28
2267.4,0.12,-3.53,-1.33
2267.44,12.98,-1.18,-13.69
2267.48,2.55,-6.04,14.51
2267.52,3.61,0.98,11.81
2267.56,-20.01,10.43,17.06
2267.6,-16.79,0.27,9.77
2267.65,-19.73,3.57,5.33
2267.69,-10.12,1.65,-0.24
2267.73,-9.89,-1.84,-4.71
2267.77,-3.3,-0.51,-6.39
2267.81,-3.37,-1.8,-4.67
2267.86,-6.59,0,-6.08
2267.9,-16.55,-8.08,3.57
2267.94,-20.01,15.38,20.01
2267.98,-16.79,2.28,13.3
2268.02,-3.84,3.77,2.86
2268.07,-4.28,4.39,1.57
2268.11,-0.43,2.39,1.8
2268.15,1.49,-4.12,-2.51
2268.19,8.59,-3.61,-10.24
2268.24,-0.78,9.26,-6
2268.28,19.97,7.26,-10.83
2268.32,-19.1,20.01,15.06
2268.36,-14.71,20.01,1.14
2268.4,-20.01,5.37,12.4
2268.45,-15.34,4.86,2.35
2268.49,-13.57,-0.35,-6.94
2268.53,-2.12,-0.16,-2.2
2268.57,1.49,-2.39,-2.43
2268.61,-1.77,-1.77,-8.87
2268.66,-8.75,-2.51,-8.32
2268.7,-15.3,-0.2,4.43
2268.74,-20.01,20.01,20.01
2268.78,-11.1,11.77,4
2268.82,-5.65,5.88,1.61
2268.86,-2.31,3.26,1.26
2268.91,0.82,0.12,0.98
2268.95,5.57,-2.47,-4.55
2268.99,2,-9.96,-1.26
2269.03,1.22,1.8,-6.35
2269.07,-9.45,-0.86,16.79
2269.12,-20.01,10.16,18.67
2269.16,-15.97,0.75,11.53
2269.2,-16.59,5.96,7.57
2269.24,-14.98,2.43,3.45
2269.28,-14.79,-2.9,-7.61
2269.33,0.67,-2.51,-2.82
2269.37,-4.75,-3.37,-7.77
2269.41,-8.36,-2.63,-9.73
2269.45,-18.79,-8.28,2.51
2269.5,-20.01,4.51,13.96
2269.54,-20.01,19.53,20.01
2269.58,-8.43,2.63,6.63
2269.62,-5.84,4.55,2.24
2269.66,-0.55,2.94,0.71
2269.71,-0.75,-2.28,0.04
2269.75,13.06,0.39,-9.22
2269.79,0.35,-7.14,8.28
2269.83,-7.18,-3.53,5.49
2269.87,-20.01,18.44,15.1
2269.92,-18.04,7.96,12.04
2269.96,-18.91,1.92,5.61
2270,-15.57,1.92,2.16
2270.04,-12.51,0.43,-9.18
2270.08,-1.33,-2.35,-2.39
2270.13,-1.73,-3.22,-5.18
2270.17,-5.92,-2.12,-9.73
2270.21,-13.61,-8.55,2.51
2270.25,-20.01,10.55,14.4
2270.29,-17.89,13.57,20.01
2270.33,-5.84,7.61,3.77
2270.38,-7.02,2.08,1.18
2270.42,0.08,3.37,1.53
2270.46,0.16,-1.45,0.63
2270.5,11.85,0.82,-9.41
2270.54,-0.78,-4.24,2.12
2270.59,-2.51,-5.69,9.61
2270.63,-20.01,13.02,19.06
2270.67,-13.49,1.96,8.39
2270.71,-19.89,5.57,8.83
2270.75,-12.47,2.63,1.69
2270.8,-8.75,-0.59,-4.08
2270.84,-2.12,-1.14,-4.31
2270.88,-3.88,-2.28,-4.16
2270.92,-4.08,-1.53,-5.57
2270.97,-6.71,-1.18,-8.16
2271.01,-17.85,3.65,6.24
2271.05,-20.01,12.24,20.01
2271.09,-5.96,12.4,6.04
2271.13,-9.45,3.33,2.28
2271.18,-1.53,2.59,1.84
2271.22,1.49,1.77,-0.08
2271.26,7.88,-3.92,-8.63
2271.3,-10.04,-6.43,0.2
2271.34,4.75,20.01,-19.89
2271.39,-7.02,18.04,12.08
2271.43,-20.01,7.53,4.24
2271.47,-16.95,1.73,9.57
2271.51,-19.02,3.84,10.55
2271.55,-15.3,1.53,1.49
2271.59,-10.16,-3.26,-7.22
2271.64,-1.53,-4.43,-4.79
2271.68,-2.24,-2.51,-5.65
2271.72,-4.59,-0.94,-6.98
2271.76,-12.63,-7.88,3.92
2271.8,-20.01,2.55,6.94
2271.85,-20.01,17.5,20.01
2271.89,-10.24,4.12,3.1
2271.93,-10.87,3.92,3.3
2271.97,-3.37,2.67,0.59
2272.01,-0.47,-0.82,2.94
2272.06,15.1,-7.77,-7.02
2272.1,-9.77,-2.39,13.89
2272.14,-8.08,20.01,-13.65
2272.18,-11.73,12.91,16.16
2272.23,-14.83,6.98,10.12
2272.27,-20.01,0.31,7.02
2272.31,-19.73,4.94,8.43
2272.35,-11.53,2.86,-4.28
2272.39,-4.08,-4.35,-2.79
2272.44,-0.75,-2.75,-8
2272.48,-2.86,-3.02,-4.71
2272.52,-5.96,-1.88,-5.81
2272.56,-9.02,-5.02,-1.14
2272.6,-19.93,0.16,7.1
2272.65,-20.01,15.65,20.01
2272.69,-10.2,3.88,6.98
2272.73,-9.26,6.63,2.24
2272.77,-5.65,2.51,-1.73
2272.81,1.53,2.28,-1.65
2272.85,6.94,-2.86,-6.59
2272.9,-1.37,-13.93,-4.35
2272.94,-0.71,0.04,-0.43
2272.98,-17.3,-3.06,20.01
2273.02,-12.75,19.61,-1.96
2273.06,-6.75,0.9,5.77
2273.11,-20.01,2.12,13.93
2273.15,-20.01,5.88,14.2
2273.19,-13.57,3.53,-4.35
2273.23,-5.73,-0.75,-2.2
2273.27,-1.96,-5.53,-3.1
2273.32,-2.79,-5.61,-5.02
2273.36,-7.77,-0.75,-8.28
2273.4,-12.24,-1.77,0.12
2273.44,-20.01,19.38,20.01
2273.49,-12.55,5.14,14.32
2273.53,-6.39,7.14,-0.2
2273.57,-5.69,2.86,0.94
2273.61,0.39,2.43,0.94
2273.65,2.39,-2.86,-3.06
2273.7,-1.53,-13.57,1.18
2273.74,2.86,6.08,-10.63
2273.78,-7.18,3.69,14.2
2273.82,-20.01,13.85,14.04
2273.86,-15.42,2.31,7.49
2273.91,-20.01,0.59,8.94
2273.95,-19.42,4.63,-8.67
2273.99,-6.94,-6.79,-3.41
2274.03,-2.63,-1.92,-9.61
2274.07,-1.92,-0.86,-3.02
2274.11,-4.04,-1.84,-7.53
2274.16,-13.34,-6.98,7.3
2274.2,-20.01,7.81,16.24
2274.24,-16.44,9.02,12.16
2274.28,-8.67,6.55,3.06
2274.32,-6.98,2.35,-0.12
2274.37,0.08,4.35,2.75
2274.41,0.71,-3.61,0.51
2274.45,5.81,-6.94,0
2274.49,-6.2,-7.41,10.94
2274.53,-0.04,4.59,-7.34
2274.58,-11.73,7.65,4.98
2274.62,-17.57,1.29,14.75
2274.66,-20.01,0.43,8.71
2274.7,-20.01,5.02,8.9
2274.75,-13.96,-3.1,-10.24
2274.79,-1.8,-5.06,-3.65
2274.83,-1.73,0.55,-6.75
2274.87,-3.61,-2.79,-2.47
2274.91,-3.1,-1.37,-7.41
2274.96,-16.32,-5.45,5.02
2275,-20.01,18.01,20.01
2275.04,-15.81,-3.53,11.02
2275.08,-7.77,3.33,2.2
2275.12,-9.81,-1.06,-0.71
2275.17,-0.55,2.55,3.45
2275.21,3.45,-5.53,0.82
2275.25,16.91,1.53,-9.96
2275.29,-5.88,-6,5.84
2275.33,-5.45,-14.2,14.51
2275.38,-20.01,6.75,20.01
2275.42,-18.71,4.82,18.36
2275.46,-19.57,5.84,10.55
2275.5,-16.83,1.57,5.57
2275.54,-13.96,-2.51,-6.75
2275.58,-0.82,-1.29,-4.35
2275.63,-4.9,-1.61,-7.81
2275.67,-5.06,-3.06,-8.55
2275.71,-4.04,-2.16,-3.92
2275.75,-12.36,0.51,2.2
2275.79,-20.01,20.01,20.01
2275.84,-8.75,3.77,10.67
2275.88,-3.26,0.75,-0.9
2275.92,-1.96,3.26,2.12
2275.96,0.24,-2.9,0.82
2276,12.59,-5.1,-6.51
2276.05,-0.94,3.3,-2.35
2276.09,7.3,18.67,-11.57
2276.13,-20.01,5.18,20.01
2276.17,-7.49,5.92,7.85
2276.22,-20.01,3.26,11.65
2276.26,-19.18,2.82,6.71
2276.3,-12.28,1.41,-5.73
2276.34,-7.69,-3.49,-6.35
2276.38,-1.92,-2.47,-5.06
2276.43,-3.73,-3.33,-3.65
2276.47,-7.53,-0.78,-8.08
2276.51,-16.91,-8.51,6.47
2276.55,-20.01,20.01,20.01
2276.59,-16.4,1.77,11.41
2276.64,-3.57,0.51,0.12
2276.68,-6.67,2.28,1.73
2276.72,-0.12,3.06,2.39
2276.76,1.69,-3.57,-2.98
2276.8,9.38,0.63,-3.96
2276.84,-0.24,-8.16,4.04
2276.89,-8.2,-6.9,9.06
2276.93,-20.01,20.01,17.34
2276.97,-12.47,3.3,12.08
2277.01,-20.01,4.39,8.87
2277.05,-19.57,3.61,5.1
2277.1,-15.65,1.57,-10.87
2277.14,-4.47,-5.26,-3.02
2277.18,-0.51,-2.59,-5.81
2277.22,-2.35,-0.82,-5.33
2277.26,-6.28,-1.22,-6.59
2277.31,-14.67,1.29,4.2
2277.35,-20.01,20.01,20.01
2277.39,-12.04,3.96,7.06
2277.43,-7.49,4.67,0.55
2277.48,-4,3.06,1.73
2277.52,-1.06,-1.33,3.92
2277.56,16.12,-8.71,-7.37
2277.6,1.57,-4.51,-2.2
2277.64,2.55,3.45,-3.57
2277.69,-20.01,13.53,19.93
2277.73,-20.01,14.75,14.67
2277.77,-20.01,3.65,11.1
2277.81,-17.97,2.39,6.51
2277.85,-12.83,-1.02,-5.26
2277.9,-10.47,-5.77,-6.9
2277.94,-4.79,-3.33,-10.47
2277.98,-3.14,-0.12,-2.79
2278.02,-1.06,-1.69,-2.12
2278.06,-8.16,-7.69,3.45
2278.1,-20.01,2.31,9.06
2278.15,-20.01,11.65,20.01
2278.19,-11.26,2.71,2.75
2278.23,-8.83,4.16,1.02
2278.27,-1.77,6.51,2.08
2278.31,0.9,0.31,1.57
2278.36,13.93,7.81,-6.79
2278.4,-0.35,-13.38,-1.41
2278.44,2.51,6.63,-7.26
2278.48,-20.01,20.01,15.97
2278.52,-13.77,-0.47,9.14
2278.57,-20.01,3.88,14.28
2278.61,-17.53,1.61,4.51
2278.65,-12.55,-3.37,-1.73
2278.69,-2.28,2.82,-3.26
2278.74,-1.53,0.98,-8.47
2278.78,-3.57,-4.51,-4.82
2278.82,-3.06,-0.2,-6.28
2278.86,-13.18,-2.59,2.47
2278.9,-20.01,20.01,20.01
2278.95,-11.69,5.88,9.69
2278.99,-5.18,1.14,2.08
2279.03,-3.49,2.82,2.51
2279.07,1.14,1.53,1.73
2279.11,6.59,-5.53,-5.33
2279.16,-3.06,-11.26,0.82
2279.2,-3.73,-3.49,0.47
2279.24,-5.53,-5.77,12.83
2279.28,-20.01,6.86,19.97
2279.32,-17.18,0.16,10.75
2279.36,-17.42,6.59,7.88
2279.41,-15.26,2.39,2.24
2279.45,-6.75,0.24,-6.47
2279.49,-2.08,-0.47,-5.77
2279.53,-3.65,-1.1,-4
2279.57,-6.63,-1.22,-6.43
2279.62,-14.44,-6.16,2.75
2279.66,-20.01,4.82,17.34
2279.7,-20.01,11.06,20.01
2279.74,-6.71,5.22,0.78
2279.78,-9.34,1.61,1.37
2279.83,-1.22,2.47,1.41
2279.87,4.04,-5.49,0.2
2279.91,7.22,4.16,-15.02
2279.95,0.31,-0.75,-0.71
2280,5.61,3.84,-10.83
2280.04,-14.4,14.98,12.98
2280.08,-8.04,3.92,6.39
2280.12,-20.01,5.57,10.16
2280.16,-15.02,1.57,4.51
2280.21,-12.24,1.49,-1.8
2280.25,-6.24,-0.31,-1.65
2280.29,-2.71,-0.98,-4.75
2280.33,-3.49,-4.2,-2.63
2280.37,-5.02,-3.96,-7.41
2280.42,-18.79,-3.69,16.28
2280.46,-20.01,7.37,19.93
2280.5,-15.57,6.35,10.04
2280.54,-4.82,2.31,3.33
2280.58,-7.65,2.2,2.71
2280.63,1.02,2.9,2.08
2280.67,1.96,-6.2,-2.2
2280.71,17.53,-20.01,8.98
2280.75,-15.77,3.26,9.02
2280.79,-11.3,-3.26,13.77
2280.83,-20.01,8.36,-3.57
2280.88,-19.02,-1.84,12.28
2280.92,-14.95,6.43,6.35
2280.96,-13.45,0.78,2.63
2281,-12.47,0.24,-10.87
2281.04,-1.22,0.47,-4.24
2281.09,-2.94,-4.12,-3.18
2281.13,-4.24,-2.55,-10.16
2281.17,-18.87,-11.06,7.45
2281.21,-20.01,13.18,20.01
2281.25,-16.79,9.57,18.83
2281.3,-5.84,3.14,5.41
2281.34,-5.61,3.06,2.08
2281.38,-1.49,3.14,1.26
2281.42,-1.06,-1.02,1.57
2281.47,11.34,3.26,-8.28
2281.51,-1.8,-3.69,3.77
2281.55,-4.55,-6.71,6.94
2281.59,-20.01,18.08,15.93
2281.63,-20.01,20.01,-0.94
2281.68,-20.01,1.88,6.67
2281.72,-18.83,2.98,5.65
2281.76,-10.04,-2.59,-5.81
2281.8,-2.63,-0.51,-4.67
2281.84,-2.59,-3.49,-3.77
2281.89,-2.9,-0.71,-6.86
2281.93,-7.18,-1.84,-6.83
2281.97,-18.71,3.41,7.37
2282.01,-20.01,18.71,20.01
2282.05,-9.18,10.75,7.49
2282.09,-9.06,4.51,2.71
2282.14,-3.8,1.33,0.9
2282.18,0.2,-0.86,1.69
2282.22,6.08,-8.24,-6.94
2282.26,-0.78,-3.18,-0.86
2282.3,4.9,13.42,-15.26
2282.35,-11.22,16.12,12.47
2282.39,-19.77,11.73,11.02
2282.43,-20.01,0.55,8.39
2282.47,-20.01,3.65,9.61
2282.51,-12.63,1.02,-4.04
2282.56,-6.2,-3.65,-3.49
2282.6,-1.18,-1.37,-6.63
2282.64,-3.37,-3.65,-4.86
2282.68,-7.81,-1.8,-6.35
2282.73,-14.79,0.55,2.12
2282.77,-20.01,20.01,20.01
2282.81,-13.34,4.43,9.53
2282.85,-6.59,3.73,0.82
2282.89,-4.47,1.06,1.14
2282.94,-0.04,0.55,1.88
2282.98,5.18,-4.75,-4.86
2283.02,1.29,-2.75,-2.16
2283.06,2.04,2.39,-4.47
2283.1,-6.08,-0.59,11.69
2283.15,-20.01,12.08,17.57
2283.19,-20.01,-1.84,9.41
2283.23,-16.95,4.94,6.86
2283.27,-12.79,-0.55,0.82
2283.31,-7.34,2,-4.16
2283.35,-0.94,-3.02,-3.88
2283.4,-3.26,-4.59,-4.98
2283.44,-7.73,-2.31,-9.1
2283.48,-11.3,-3.73,1.8
2283.52,-20.01,12.08,18.4
2283.56,-16.51,8.16,16.51
2283.61,-8,5.3,0.9
2283.65,-7.34,2.43,0.98
2283.69,-0.51,2.12,1.1
2283.73,0.47,-1.26,0.51
2283.77,13.14,-2.63,-4.75
2283.82,-1.37,-3.61,-0.12
2283.86,-3.26,-6.35,7.57
2283.9,-20.01,20.01,16
2283.94,-16.95,1.22,11.53
2283.99,-20.01,4.04,7.18
2284.03,-15.49,3.18,3.45
2284.07,-7.77,-1.14,-1.88
2284.11,-1.06,-3.33,-2.47
2284.15,-3.18,-1.61,-10
2284.2,-7.61,-1.57,-5.92
2284.24,-2.82,-3.18,-0.67
2284.28,-15.38,2.12,2.94
2284.32,-20.01,20.01,20.01
2284.36,-6.28,7.18,7.88
2284.41,-5.88,2.04,1.49
2284.45,-4.31,1.65,0.08
2284.49,2.63,2.39,-0.43
2284.53,8.67,1.18,-10.59
2284.57,-1.1,-4.59,1.06
2284.61,2.9,1.73,-4.94
2284.66,-9.06,4.51,12.36
2284.7,-18.01,15.38,10.4
2284.74,-19.73,-0.35,9.53
2284.78,-16.59,2.55,7.34
2284.82,-13.73,1.29,0.51
2284.87,-15.3,0.86,-9.65
2284.91,-2.24,-3.45,-4.47
2284.95,-1.69,-6.24,-5.02
2284.99,-8.16,-3.33,-9.34
2285.03,-17.61,-3.02,7.45
2285.08,-20.01,17.89,20.01
2285.12,-12.59,8.98,5.1
2285.16,-8.08,5.96,4.2
2285.2,-6.43,1.69,3.18
2285.25,1.49,-1.61,3.22
2285.29,14.63,-5.88,-11.3
2285.33,3.53,2.12,-1.84
2285.37,4,-5.14,-1.37
2285.41,-5.81,9.92,-9.22
2285.46,-15.57,12.47,7.1
2285.5,-18.75,0.43,11.14
2285.54,-20.01,4.98,9.81
2285.58,-15.77,-0.63,0.24
2285.62,-12.04,2.2,-7.37
2285.67,-1.96,-2.2,-1.92
2285.71,-0.51,-3.69,-4.79
2285.75,-4.75,-7.26,-8.98
2285.79,-14.24,-6.32,-3.49
2285.83,-18.99,4.51,9.14
2285.88,-20.01,11.81,20.01
2285.92,-5.06,5.45,4.98
2285.96,-6.59,2.86,2.2
2286,-3.65,0.86,0.2
2286.04,-0.12,-1.18,0.98
2286.08,9.06,-0.98,-10.16
2286.13,-5.18,-9.61,0.2
2286.17,8.04,18.55,-9.02
2286.21,-11.85,2.28,20.01
2286.25,-20.01,11.85,17.77
2286.29,-20.01,1.45,12.67
2286.34,-18.87,2.67,6.79
2286.38,-16.24,-1.18,-1.57
2286.42,-11.06,-0.9,-8.43
2286.46,0,-2,-3.57
2286.5,-4.94,-3.92,-6.47
2286.55,-2.86,0.2,-6.39
2286.59,-16.32,-9.14,6.51
2286.63,-20.01,20.01,20.01
2286.67,-13.49,-3.45,7.88
2286.72,-8.9,2.12,4.28
2286.76,-9.1,3.53,2.82
2286.8,-1.73,4.43,5.73
2286.84,3.37,-3.02,1.26
2286.88,10.36,-0.98,-13.49
2286.93,-5.69,1.61,-2.28
2286.97,1.18,8.71,-8
2287.01,-5.41,-7.02,10
2287.05,-20.01,16.36,7.85
2287.09,-19.38,-0.12,3.49
2287.14,-17.73,1.41,1.49
2287.18,-9.26,-0.16,-4.55
2287.22,-0.39,2.31,-4.82
2287.26,-4.86,-7.57,-5.22
2287.3,-2.82,-2.63,-9.57
2287.34,-8.59,1.26,-0.75
2287.39,-20.01,4.55,13.14
2287.43,-20.01,11.65,20.01
2287.47,-9.18,6.67,7.49
2287.51,-7.96,5.61,3.65
2287.55,-0.39,2.43,-0.2
2287.6,-0.08,-2.12,0.67
2287.64,12.59,-6.51,-9.1
2287.68,-2.9,4.24,-1.29
2287.72,-7.92,6.28,10.04
2287.76,-20.01,11.65,18.48
2287.81,-11.85,0,6.79
2287.85,-19.73,2.98,10.32
2287.89,-13.14,4.24,1.57
2287.93,-11.22,0.98,-5.69
2287.98,-1.41,-0.47,-3.77
2288.02,-2.67,-4.31,-4.59
2288.06,-5.06,-2.28,-6.94
2288.1,-8.08,-2.51,-5.77
2288.14,-19.02,1.96,9.89
2288.19,-20.01,20.01,20.01
2288.23,-9.92,7.26,6.04
2288.27,-7.49,4.9,2.9
2288.31,-2.28,2.9,0.35
2288.35,0.24,-0.55,1.37
2288.4,8.79,-6.16,-8.16
2288.44,3.18,-4.28,2.63
2288.48,1.06,-2.16,-2.47
2288.52,-17.97,3.53,17.5
2288.56,-20.01,14.12,13.14
2288.6,-20.01,-0.86,12.32
2288.65,-18.91,7.53,7.57
2288.69,-16,3.18,2.28
2288.73,-10.47,-1.02,-5.1
2288.77,-1.22,-1.49,-3.45
2288.81,-2.04,-2.67,-6.98
2288.86,-3.96,-2.75,-6.39
2288.9,-8.16,-3.18,-6
2288.94,-16.48,1.26,5.3
2288.98,-20.01,20.01,20.01
2289.02,-9.96,5.57,9.22
2289.07,-6.2,3.26,0.63
2289.11,-5.53,1.45,0.47
2289.15,-0.59,-0.04,2.82
2289.19,10.16,-2.9,-7.77
2289.24,1.49,-3.37,-1.41
2289.28,7.53,11.57,-16.91
2289.32,-14.98,1.8,20.01
2289.36,-13.53,18.87,5.96
2289.4,-20.01,-1.22,9.81
2289.45,-20.01,3.77,10.71
2289.49,-12.63,0,-6.12
2289.53,-6.83,-1.73,-3.41
2289.57,-2.08,-1.02,-4.31
2289.61,-4.43,-5.57,-4.04
2289.66,-4.2,-1.61,-7.53
2289.7,-17.57,-9.06,3.69
2289.74,-20.01,4.98,8.43
2289.78,-20.01,9.61,15.1
2289.82,-6.04,-5.18,-0.63
2289.86,-4.2,3.02,3.18
2289.91,0.39,2.55,2.28
2289.95,2.75,-1.84,-2.67
2289.99,11.81,-2.51,-2.43
2290.03,0.12,-3.61,2.2
2290.07,-3.26,-4.98,9.77
2290.12,-20.01,18.95,20.01
2290.16,-17.02,1.14,6.63
2290.2,-20.01,1.37,5.45
2290.24,-13.18,1.73,1.18
2290.28,-15.26,2.86,-9.38
2290.33,-2.24,-0.59,-0.31
2290.37,0.12,-2.86,-4.2
2290.41,-5.14,-3.3,-9.92
2290.45,-8.16,-2.9,-6.24
2290.5,-18.83,0.71,7.06
2290.54,-20.01,18.87,20.01
2290.58,-9.02,5.33,6.83
2290.62,-7.57,3.41,1.92
2290.66,-4.28,2,0.82
2290.71,0.08,-1.18,-0.67
2290.75,8.12,-3.37,-7.3
2290.79,-2.79,-9.81,-1.49
2290.83,2.86,4.82,-7.88
2290.87,-17.1,5.69,20.01
2290.92,-16.08,19.26,7.77
2290.96,-19.81,0.55,10.43
2291,-19.93,4.04,8.36
2291.04,-15.1,-0.12,0.51
2291.08,-10.32,-0.47,-6.08
2291.13,-1.49,-1.33,-3.8
2291.17,-2.63,-4.94,-2.86
2291.21,-4.71,-3.18,-9.06
2291.25,-11.77,-4.43,-5.1
2291.29,-20.01,8,13.81
2291.33,-20.01,11.34,17.53
2291.38,-7.53,4.47,4.59
2291.42,-9.3,4.2,2.75
2291.46,0.86,4.35,1.45
2291.5,0.55,-1.06,1.26
2291.54,12.4,-0.43,-7.3
2291.59,-0.16,-7.02,-1.02
2291.63,-4.39,7.61,-5.41
2291.67,-12.83,14.04,14.28
2291.71,-16.04,20.01,-0.39
2291.75,-20.01,0.24,8.04
2291.8,-18.2,3.3,7.92
2291.84,-12.36,-0.47,-4.35
2291.88,-8.59,-1.84,-7.41
2291.92,-3.02,-4.43,-4.67
2291.97,-2.04,-3.45,-2.86
2292.01,-2.43,-2.82,-5.49
2292.05,-15.1,-7.69,3.41
2292.09,-20.01,2.35,10.4
2292.13,-20.01,17.22,20.01
2292.18,-12.51,4.47,5.41
2292.22,-10.75,2.12,1.06
2292.26,-1.1,2.2,0.12
2292.3,1.49,-1.88,0.82
2292.34,15.42,-4.35,-7.18
2292.39,-3.49,-4.82,-1.84
2292.43,-1.92,0.43,-1.22
2292.47,-16.28,4.28,18.12
2292.51,-8.63,14.87,5.33
2292.55,-17.38,-1.06,9.96
2292.59,-19.73,8.32,9.18
2292.64,-16.59,0.67,6.12
2292.68,-13.73,1.65,-10
2292.72,-3.41,-4.24,-3.57
2292.76,-2.35,-4.82,-6.39
2292.8,-3.3,-5.18,-6.98
2292.85,-6.04,-2.9,-7.18
2292.89,-13.57,-0.86,1.69
2292.93,-20.01,20.01,20.01
2292.97,-3.92,11.73,6.12
2293.01,-7.96,7.14,3.61
2293.06,-3.73,1.45,0.51
2293.1,2,1.26,-2.94
2293.14,4.28,-4.75,-8
2293.18,-14.51,-6.9,2.63
2293.23,2.82,13.49,-12.24
2293.27,-15.49,18.59,18.4
2293.31,-16.63,14.12,6.2
2293.35,-11.22,-0.78,9.3
2293.39,-17.1,0.59,12.91
2293.44,-11.26,0.39,-7.65
2293.48,-13.57,-6.43,-4.28
2293.52,-2.67,-7.14,-6
2293.56,-1.49,-2.12,-2.67
2293.6,-2.28,-1.73,-5.45
2293.65,-13.53,-4.82,3.49
2293.69,-20.01,11.1,20.01
2293.73,-12.47,5.18,11.02
2293.77,-8.24,6.86,1.84
2293.81,-7.18,4.24,4.35
2293.85,-0.12,0.98,3.65
2293.9,7.96,-13.81,-7.02
2293.94,5.22,-9.14,0.55
2293.98,-3.57,3.37,-3.77
2294.02,-20.01,19.42,20.01
2294.06,-20.01,15.73,12.16
2294.11,-17.61,0.51,6.39
2294.15,-18.16,3.26,8.47
2294.19,-13.65,0.16,-3.65
2294.23,-6.79,-3.3,-4.98
2294.27,-2.82,-2.71,-6.63
2294.32,-2.98,-2.47,-5.81
2294.36,-4.04,-1.65,-7.73
2294.4,-13.89,-1.96,2.12
2294.44,-20.01,20.01,20.01
2294.49,-10.32,6.9,6.2
2294.53,-9.53,4.12,3.14
2294.57,-8,0.24,2
2294.61,-0.04,-1.02,4.35
2294.65,10.87,-9.41,-5.1
2294.7,17.57,-6.16,-13.57
2294.74,-0.16,-2.24,3.65
2294.78,-10.63,8,13.42
2294.82,-6.2,-14.63,3.49
2294.86,-20.01,8.08,9.3
2294.91,-15.93,3.53,6.43
2294.95,-14.51,3.02,-1.57
2294.99,-8.79,-3.88,-2.39
2295.03,-2.47,-2.2,-5.45
2295.07,-3.3,-3.73,-5.57
2295.11,-2.71,-3.22,-7.57
2295.16,-17.57,-8.83,12.87
2295.2,-15.14,11.26,0.24
2295.24,-15.61,3.02,10.9
2295.28,-11.41,6.04,2.75
2295.32,-12.75,2.71,3.06
2295.37,0.35,2.47,5.37
2295.41,2.43,-13.02,-0.35
2295.45,12.32,-7.06,-13.65
2295.49,5.96,3.73,-6.24
2295.53,5.77,0.31,-7.85
2295.58,-20.01,-20.01,20.01
2295.62,-9.61,4.47,6.08
2295.66,-20.01,4,5.65
2295.7,-16.75,3.73,8.51
2295.75,-15.49,1.96,1.37
2295.79,-12.4,-1.57,-1.41
2295.83,-1.65,-4.39,-6.83
2295.87,-2.98,-5.06,-6.16
2295.91,-3.61,-1.33,-5.18
2295.96,-3.92,-2.98,-2.08
2296,-18.28,0.24,7.34
2296.04,-20.01,20.01,20.01
2296.08,-10.75,2.39,5.61
2296.12,-9.65,4.55,3.18
2296.17,-3.57,4.04,2.59
2296.21,0.59,2.16,1.06
2296.25,2.67,-6.55,-2.67
2296.29,16.36,-14.04,4.71
2296.33,-6.51,-5.06,5.77
2296.38,6.83,8.55,-19.38
2296.42,0.78,6.98,0.47
2296.46,-5.96,0.63,8.87
2296.5,-20.01,4.82,10.51
2296.54,-13.1,2.04,3.26
2296.58,-8.83,-1.41,-0.2
2296.63,-6.94,0.43,-3.22
2296.67,-4.51,2.47,-3.22
2296.71,-5.45,-4,-4.39
