"NAME:","run_1_1.csv"
"EXPERIMENT TIME:","23-05-2022 15:22"
"ACTIVITY TYPE:","Run"
"COUNT OF ACTUAL STEPS","80"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","-10.53","0.24","-0.61"
"0.029","-10.54","0.23","-0.61"
"0.057","-10.54","0.25","-0.61"
"0.085","-10.53","0.25","-0.60"
"0.113","-10.52","0.25","-0.61"
"0.141","-10.52","0.27","-0.60"
"0.169","-10.52","0.27","-0.59"
"0.198","-10.52","0.27","-0.60"
"0.225","-10.53","0.27","-0.60"
"0.254","-10.53","0.29","-0.60"
"0.282","-10.53","0.30","-0.58"
"0.31","-10.52","0.31","-0.58"
"0.338","-10.52","0.30","-0.58"
"0.366","-10.51","0.31","-0.56"
"0.394","-10.51","0.31","-0.55"
"0.422","-10.50","0.31","-0.56"
"0.45","-10.50","0.31","-0.57"
"0.479","-10.49","0.31","-0.56"
"0.507","-10.48","0.31","-0.56"
"0.535","-10.47","0.31","-0.55"
"0.563","-10.47","0.29","-0.53"
"0.591","-10.47","0.27","-0.53"
"0.619","-10.48","0.26","-0.54"
"0.647","-10.50","0.25","-0.53"
"0.675","-10.52","0.23","-0.51"
"0.704","-10.52","0.20","-0.50"
"0.732","-10.52","0.17","-0.50"
"0.76","-10.53","0.13","-0.52"
"0.788","-10.51","0.08","-0.53"
"0.816","-10.50","0.02","-0.55"
"0.844","-10.51","0.00","-0.53"
"0.872","-10.51","-0.00","-0.44"
"0.901","-10.49","-0.03","-0.32"
"0.931","-10.46","-0.06","-0.22"
"0.96","-10.45","-0.09","-0.13"
"0.989","-10.47","-0.10","-0.05"
"1.018","-10.48","-0.12","0.07"
"1.046","-10.48","-0.16","0.20"
"1.074","-10.54","-0.14","0.30"
"1.102","-10.58","-0.07","0.43"
"1.131","-10.56","-0.05","0.51"
"1.159","-10.54","-0.16","0.51"
"1.187","-10.52","-0.31","0.36"
"1.215","-10.51","-0.40","0.22"
"1.243","-10.47","-0.47","0.18"
"1.271","-10.43","-0.54","0.25"
"1.299","-10.38","-0.53","0.29"
"1.327","-10.38","-0.42","0.35"
"1.356","-10.34","-0.37","0.46"
"1.384","-10.38","-0.45","0.46"
"1.412","-10.46","-0.56","0.43"
"1.44","-10.59","-0.66","0.45"
"1.468","-10.75","-0.69","0.53"
"1.496","-11.03","-0.71","0.64"
"1.524","-11.23","-0.80","0.72"
"1.552","-11.35","-0.93","0.63"
"1.581","-11.38","-1.13","0.46"
"1.609","-11.35","-1.42","0.33"
"1.637","-11.11","-1.53","0.29"
"1.665","-10.52","-1.58","0.20"
"1.693","-9.81","-1.65","0.15"
"1.72","-9.33","-1.73","0.24"
"1.747","-8.94","-2.02","0.31"
"1.774","-8.82","-2.25","0.40"
"1.801","-8.92","-2.13","0.53"
"1.829","-9.74","-1.29","0.64"
"1.856","-10.69","-0.55","1.07"
"1.884","-11.68","-0.51","1.04"
"1.912","-12.87","-1.00","0.71"
"1.94","-14.35","-1.41","0.71"
"1.968","-15.60","-1.36","0.86"
"1.996","-15.99","-1.06","0.98"
"2.024","-15.64","-0.63","1.03"
"2.052","-14.49","-0.34","0.90"
"2.081","-13.01","-0.35","0.62"
"2.109","-10.76","-1.03","0.47"
"2.137","-8.46","-1.67","0.16"
"2.164","-6.28","-1.69","0.35"
"2.191","-4.24","-1.25","0.51"
"2.218","-3.44","-0.84","0.62"
"2.245","-3.35","-0.51","0.96"
"2.272","-3.13","-0.07","1.25"
"2.299","-4.68","0.14","2.11"
"2.325","-6.65","0.80","3.48"
"2.351","-8.81","1.80","1.55"
"2.377","-11.11","0.37","1.30"
"2.405","-12.93","-0.73","0.92"
"2.433","-14.68","-0.78","-0.00"
"2.462","-15.34","-1.05","-0.22"
"2.491","-14.11","-1.24","-0.20"
"2.52","-12.33","-1.46","-0.60"
"2.549","-11.30","-1.89","-1.20"
"2.579","-9.01","-2.06","-2.28"
"2.607","-6.69","-2.57","-3.73"
"2.635","-5.38","-3.48","-1.42"
"2.663","-4.19","-2.16","-0.66"
"2.691","-4.67","-1.23","0.40"
"2.718","-5.10","-0.73","2.33"
"2.745","-6.48","1.62","3.45"
"2.771","-8.52","1.69","1.33"
"2.797","-10.66","1.25","1.38"
"2.824","-11.65","0.84","1.91"
"2.851","-12.49","0.46","2.28"
"2.879","-13.05","0.09","2.35"
"2.906","-12.31","-0.02","1.95"
"2.934","-11.23","0.19","1.43"
"2.961","-8.68","0.67","0.73"
"2.987","-6.40","0.59","-0.14"
"3.014","-4.57","-1.32","-0.88"
"3.042","-2.82","-1.01","1.16"
"3.069","-2.10","-0.54","1.47"
"3.096","-2.24","0.04","1.29"
"3.122","-2.44","0.51","1.38"
"3.148","-4.21","0.18","2.63"
"3.174","-6.26","-0.35","3.53"
"3.201","-7.03","-0.40","2.98"
"3.229","-9.55","-2.03","3.33"
"3.256","-10.55","-3.05","3.26"
"3.284","-10.29","-3.59","3.09"
"3.312","-9.90","-3.89","2.82"
"3.339","-8.73","-3.88","2.16"
"3.366","-7.74","-4.09","1.91"
"3.393","-6.57","-4.13","1.62"
"3.42","-4.04","-3.35","0.32"
"3.447","-1.91","-2.64","-0.60"
"3.475","-2.35","-2.82","0.34"
"3.502","-1.72","-1.55","0.46"
"3.53","-3.01","-1.75","2.25"
"3.557","-5.09","-0.98","4.00"
"3.584","-7.00","0.95","2.33"
"3.61","-8.94","0.02","1.68"
"3.636","-10.09","-0.44","2.20"
"3.664","-10.77","-0.81","2.52"
"3.692","-11.37","-1.17","2.75"
"3.72","-11.28","-1.22","2.82"
"3.748","-10.11","-0.95","2.42"
"3.776","-8.52","-0.78","1.90"
"3.804","-6.25","0.21","-0.17"
"3.831","-4.29","-0.29","-1.86"
"3.859","-2.79","-1.95","-0.15"
"3.887","-2.03","-1.07","1.22"
"3.914","-2.55","-0.69","1.47"
"3.941","-4.24","-0.76","1.89"
"3.968","-6.16","-1.26","3.08"
"3.995","-8.39","-1.71","3.20"
