NAME:,run_3_2.csv,,
EXPERIMENT TIME:,24/05/2022 10:45,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,130,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.09,0.12,0.16,9.14
1.65,0.08,0.24,9.22
3.094,0.67,0.04,8.83
4.582,-0.75,0.12,8.47
6.085,0.43,0.31,8.43
7.685,0.12,-0.04,8.94
9.088,-0.43,0.75,8.67
10.591,-0.55,0.47,8.9
12.111,-1.18,0.24,9.34
13.604,-1.1,-0.04,8.9
15.106,-1.22,-0.24,9.57
16.673,0.27,0.55,10.4
18.12,-2.39,0.59,11.73
19.623,-1.45,-1.65,7.81
21.153,1.45,-1.73,7.61
22.657,1.18,0.35,7.41
23.273,4.55,-2,9.81
24.722,0.2,-0.2,10.59
26.219,-0.08,-0.16,9.81
27.773,3.92,2.94,11.34
29.221,-0.86,0.04,6.55
30.773,4.47,-1.53,11.57
32.28,0.78,-0.82,10.43
33.78,2.79,-0.63,6.24
35.228,-3.73,0.24,9.61
36.79,4.47,-0.82,10.2
38.233,1.33,-2.12,9.77
39.794,2,0.27,9.57
41.257,-3.45,0.9,9.26
42.812,4.51,0.78,6.79
44.261,0.71,0.08,7.18
45.618,0.08,3.49,11.26
47.135,0.96,3.18,3.61
48.584,8.55,-0.98,6.12
50.088,7.49,2.47,9.14
51.616,0.32,2.59,5.22
53.159,0.65,2,5.81
54.585,7.02,1.26,6.51
56.137,0.92,-1.02,9.96
57.593,8.55,0.59,6.32
59.094,2.59,-0.9,4.16
60.639,0.24,0.75,4.04
62.12,0.94,2.67,4.9
