NAME:,run_5_1.csv,,
EXPERIMENT TIME:,25-05-2022_0002,,
ACTIVITY TYPE:,Run,,
COUNT OF ACTUAL STEPS:,104,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-4.04,-9.45,-0.75
1.160474,-1.26,-9.53,0.98
2.321449,-1.88,-9.92,-1.1
3.482925,-1.73,-8.08,-2.55
4.644902,-0.2,-9.89,-3.45
5.80738,-5.14,-8.08,0.2
6.970359,-6.98,-11.34,-0.16
8.133839,-0.08,-11.06,-1.49
9.29782,-0.08,-10,0.67
10.462302,-0.47,-7.73,-0.94
11.627285,-0.16,-4.08,-0.08
12.792769,-2.24,-7.96,-2.2
13.958754,-3.41,-10.04,-1.41
15.12524,-3.3,-10.04,-1.88
16.292227,-2.31,-9.38,-4.16
17.459715,-2.55,-7.73,-0.12
18.627704,-6,-13.96,-1.45
19.796194,0.12,-13.77,2.98
20.965185,0.59,-10.51,-1.69
22.134677,-1.26,-7.1,0.67
23.30467,-1.18,-8.12,-0.35
24.475164,-2.39,-9.18,-0.78
25.646159,-3.37,-12.87,-1.65
26.817655,-1.92,-11.49,-1.45
27.989652,-4.71,-13.1,-0.31
29.16215,-0.51,-10.51,-1.14
30.335149,-1.33,-8.2,1.02
31.508649,-1.69,-8.39,-0.67
32.68265,0.27,-1.41,0.27
33.857152,-1.53,-9.85,-1.84
35.032155,-1.49,-10.98,-2.04
36.207659,-2.43,-8.63,1.88
37.383664,-2.08,-11.22,-1.06
38.56017,-2.28,-10.75,-0.51
39.737177,-0.35,-8.2,-1.26
40.914685,0.71,-6.2,-0.71
42.092694,-1.29,-10.08,-2
43.271204,-4.28,-7.49,-1.92
44.450215,-3.96,-9.81,1.02
45.629727,0.04,-11.38,-0.39
46.80974,-1.8,-11.06,0.31
47.990254,-0.9,-8.08,-0.78
49.171269,-1.26,-5.65,-0.78
50.352785,-1.49,-9.14,-1.69
51.534802,-4,-12.08,-1.22
52.71732,-0.78,-5.02,-0.94
53.900339,-2.47,-11.3,-0.75
55.083859,-3.69,-12.83,1.77
56.26788,-0.55,-7.73,-0.27
57.452402,-1.88,-6.47,-0.27
58.637425,-1.57,-8.43,-1.88
59.822949,-3.61,-11.85,-1.61
61.008974,-2.86,-8.9,-0.51
62.1955,-1.96,-11.26,0.04
63.382527,-1.06,-9.61,0.08
64.570055,0.12,-8.98,-0.24
65.758084,-0.27,-7.45,-0.67
66.946614,-2.75,-11.49,-1.92
68.135645,-2.39,-12.59,-2.31
69.325177,-5.1,-11.61,-1.06
70.51521,0.86,-11.73,-0.9
71.705744,-0.31,-7.85,0.59
72.896779,-0.67,-6.83,-1.02
74.088315,-2.63,-9.34,-1.41
75.280352,-4.2,-9.3,-2.28
76.47289,-4.04,-9.1,-3.88
77.665929,1.33,-16.2,1.49
78.859469,-0.78,-9.92,-1.33
80.05351,-0.82,-5.18,-0.16
81.248052,-1.77,-8.75,-1.8
82.443095,-2.67,-13.1,-2.59
83.638639,-1.41,-8.24,-0.98
84.834684,-4.43,-11.81,-1.41
86.03123,-4.16,-10.75,1.14
87.228277,-1.18,-9.41,-1.06
88.425825,-1.45,-5.33,-0.51
89.623874,-1.73,-10.4,-1.33
90.822424,-3.92,-12.28,-1.69
92.021475,-2.71,-6.59,-0.04
93.221027,-1.77,-11.26,0.04
94.42108,-1.92,-11.41,0.51
95.621634,-0.51,-8.59,-0.55
96.822689,-1.26,-4.43,-0.55
98.024245,-1.33,-11.18,-1.49
99.226302,-4.08,-13.06,-2.51
100.42886,-2.63,-6.35,-0.63
101.631919,-2.04,-11.18,-0.43
102.835479,0.67,-9.69,0.47
104.03954,-0.63,-7.37,-0.39
105.244102,-0.67,-4.24,-0.63
106.449165,-1.37,-7.37,-1.18
107.654729,-3.57,-9.77,-1.69
108.860794,-3.49,-10.75,-2.12
110.06736,-4.39,-11.89,-3.88
111.274427,-5.92,-9.81,-1.14
112.481995,-1.61,-10.55,-0.24
113.690064,-0.86,-13.3,2.2
114.898634,0.31,-10,-0.51
116.107705,0.39,-10.08,1.06
117.317277,-0.9,-10.79,-1.33
118.52735,-0.82,-5.41,0.51
119.737924,-1.02,-6.35,-0.59
120.948999,-0.86,-5.84,-0.67
122.160575,-2.2,-6.98,-2.04
123.372652,-3.1,-10.75,-2.24
124.58523,-3.18,-10.59,-2
125.798309,-3.57,-11.96,-2.08
127.011889,-8.08,-9.38,-0.98
128.22597,-3.3,-11.06,-1.41
129.440552,1.22,-11.89,2.2
130.655635,-0.16,-11.14,-0.12
131.871219,-3.37,-10.47,0.35
133.087304,-0.94,-9.96,-0.67
134.30389,0.78,-6.79,0.67
135.520977,1.29,-8.59,-1.84
136.738565,1.45,-9.49,-1.14
137.956654,-2.82,-8.79,-4.2
139.175244,-3.77,-14.28,-3.84
140.394335,-3.22,-8.79,-0.35
141.613927,-5.57,-10.83,-3.33
142.83402,0.43,-10.71,0.24
144.054614,-1.18,-8.71,-1.8
145.275709,-1.22,-8,2.08
146.497305,-2.55,-9.22,-3.3
147.719402,-3.73,-8.9,-3.06
