"NAME:","run_4_2.csv"
"EXPERIMENT TIME:","25-05-2022 13:46"
"ACTIVITY TYPE:","Run"
"COUNT OF ACTUAL STEPS","110"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","2.23","-0.89","10.04"
"0.027","2.26","-0.87","10.04"
"0.054","2.27","-0.86","10.06"
"0.081","2.25","-0.82","10.07"
"0.108","2.20","-0.80","10.07"
"0.135","2.19","-0.78","10.06"
"0.163","2.19","-0.76","10.07"
"0.19","2.18","-0.75","10.09"
"0.217","2.17","-0.75","10.09"
"0.298","2.12","-0.75","10.11"
"0.325","2.08","-0.76","10.10"
"0.352","2.05","-0.78","10.12"
"0.379","2.02","-0.78","10.13"
"0.406","2.01","-0.78","10.14"
"0.433","1.99","-0.79","10.15"
"0.46","1.96","-0.80","10.15"
"0.488","1.93","-0.80","10.15"
"0.515","1.91","-0.80","10.14"
"0.542","1.93","-0.80","10.13"
"0.569","1.95","-0.79","10.13"
"0.596","1.98","-0.80","10.13"
"0.623","2.00","-0.80","10.12"
"0.65","2.02","-0.82","10.11"
"0.677","2.01","-0.82","10.11"
"0.704","1.98","-0.82","10.12"
"0.731","1.98","-0.80","10.13"
"0.758","2.00","-0.79","10.14"
"0.785","2.02","-0.76","10.16"
"0.813","2.04","-0.73","10.14"
"0.84","2.08","-0.69","10.07"
"0.867","2.15","-0.64","10.03"
"0.894","2.22","-0.62","10.05"
"0.921","2.28","-0.64","10.04"
"0.948","2.30","-0.65","10.03"
"0.975","2.29","-0.60","10.01"
"1.002","2.26","-0.55","10.05"
"1.029","2.22","-0.58","10.07"
"1.056","2.20","-0.64","10.10"
"1.083","2.15","-0.64","10.16"
"1.11","2.09","-0.66","10.23"
"1.138","2.03","-0.71","10.24"
"1.165","2.00","-0.73","10.22"
"1.192","1.97","-0.71","10.25"
"1.219","1.95","-0.69","10.27"
"1.246","1.91","-0.77","10.22"
"1.273","1.87","-0.88","10.08"
"1.3","1.80","-0.93","9.87"
"1.326","1.69","-1.03","9.58"
"1.352","1.57","-1.17","9.42"
"1.378","1.39","-1.24","9.62"
"1.404","1.13","-1.15","10.12"
"1.431","0.81","-1.04","10.45"
"1.458","0.49","-1.09","10.55"
