"NAME:","run_4_1.csv"
"EXPERIMENT TIME:","25-05-22 15:24"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","90"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.008","7.69","2.12","0.86"
"0.108","6.90","1.53","0.78"
"0.11","6.94","2.51","1.14"
"0.112","7.45","2.28","1.37"
"0.121","7.34","1.92","0.78"
"0.228","6.94","1.18","1.14"
"0.236","7.18","1.26","0.55"
"0.239","8.55","1.37","0.78"
"0.33","8.16","1.69","1.88"
"0.333","12.36","2.28","2.20"
"0.335","12.51","0.90","3.22"
"0.337","12.63","3.33","2.86"
"0.43","10.71","5.92","2.47"
"0.434","14.75","4.79","2.90"
"0.437","5.57","5.92","2.04"
"0.529","2.94","4.08","-0.82"
"0.531","7.37","4.47","-0.35"
"0.621","12.36","4.31","-0.39"
"0.623","10.47","3.45","-0.08"
"0.626","9.73","4.55","0.12"
"0.628","12.36","5.10","0.55"
"0.73","12.24","4.75","0.98"
"0.733","11.61","3.45","1.06"
"0.735","9.89","1.22","-0.27"
"0.826","10.04","1.96","-0.43"
"0.828","9.57","2.24","0.16"
"0.924","6.83","4.35","-2.16"
"0.927","2.28","5.37","-1.84"
"0.929",".59","1.84","-6.00"
"0.93","0.35","4.20","-1.96"
"1.023","9.77","1.88","-3.88"
"1.024","19.85","14.83","-0.59"
"1.026","20.01","7.41","-1.73"
"1.118","17.46","7.30","-0.31"
"1.12","20.01","5.45","0.75"
"1.212","7.30","1.37","1.02"
"1.214",".88","-0.47","-0.20"
"1.307",".18","-0.08","-3.96"
"1.309",".63","-0.27","-4.75"
"1.31","6.63","1.10","0.47"
"1.403","4.67","14.44","-7.57"
"1.405","18.16","8.20","7.96"
"1.407","13.85","0.16","3.57"
"1.5","11.61","6.28","3.33"
"1.502","20.01","7.65","2.94"
"1.503","13.45","2.20","0.90"
"1.595","11.96","1.45","-0.63"
"1.597","12.32","3.57","-0.43"
"1.599","9.38","5.73","-1.29"
"1.692","2.35","4.28","-4.04"
"1.694",".47","3.02","-4.20"
"1.695",".33","0.31","-3.84"
"1.788","0.16","0.08","-8.32"
"1.79","3.84","8.04","0.24"
"1.791","20.01","7.61","-4.47"
"1.884","16.75","7.92","0.67"
"1.886","20.01","4.75","0.94"
"1.888","17.65","-2.75","-0.35"
"1.983","12.94","3.69","1.29"
"1.985","7.96","-0.08","0.47"
"1.986","0.78","-2.86","-1.73"
"2.084",".14","0.24","-2.75"
"2.085",".41","1.61","-5.02"
"2.178","4.51","2.82","-0.47"
"2.208","4.39","8.04","-6.59"
"2.211","17.06","9.73","2.04"
"2.214","17.30","-4.20","0.63"
"2.216","14.44","6.16","3.33"
"2.322",".89","5.30","4.67"
"2.324","11.89","2.43","1.02"
"2.326","13.02","0.94","-1.06"
"2.419","13.18","2.04","-0.12"
"2.421","5.22","6.24","-3.65"
"2.515",".98","5.18","-3.26"
"2.517","3.73","1.10","-4.67"
"2.519","0.24","0.12","-5.81"
"2.52","4.24","6.24","-2.43"
"2.615","20.01","12.51","-0.43"
"2.617","20.01","5.45","1.41"
"2.619","18.48","-2.20","-0.16"
"2.712","-15.14","2.90","-0.43"
"2.714","10.00","1.29","2.04"
"2.716","3.77","-2.82","-0.98"
"2.811",".12","-0.75","-2.39"
"2.812",".30","0.98","-2.59"
"2.814","1.33","2.08","-1.49"
"2.909","6.75","12.59","-12.32"
"2.911","20.01","12.28","6.12"
"2.912","10.79","-6.98","4.12"
"3.007","11.73","3.65","1.14"
"3.009","20.01","7.49","2.63"
"3.011","12.94","1.65","0.86"
"3.105","17.18","0.98","0.24"
"3.107","9.45","1.37","-0.63"
"3.108","2.04","4.43","-5.69"
"3.203","0.27","4.98","-3.41"
"3.205",".84","0.51","-3.06"
"3.207",".16","-3.57","-2.43"
"3.301","0.20","0.94","-5.45"
"3.303","8.39","1.88","-6.75"
"3.305","20.01","20.01","1.65"
"3.401","20.01","2.55","2.47"
"3.403","17.46","-2.00","0.27"
"3.405","14.75","2.12","0.63"
"3.501","9.45","0.08","0.51"
"3.503",".39","-2.39","-4.12"
"3.505",".92","-0.94","-0.82"
"3.506",".06","1.18","-4.94"
"3.604","4.04","3.45","-1.65"
"3.605","5.49","10.83","-10.90"
"3.607","20.01","10.43","5.57"
"3.704","8.28","-6.00","6.20"
"3.705","14.55","0.27","1.22"
"3.803","19.46","6.79","3.77"
"3.805","18.20","0.71","-0.59"
"3.806","9.34","0.86","0.94"
"3.903","1.84","4.24","-2.94"
"3.904",".41","5.30","-4.12"
"3.906",".16","0.39","-3.33"
"4.003","0.90","-1.77","-2.86"
"4.005","0.43","-0.86","-6.00"
"4.007","6.94","5.84","2.16"
"4.103","20.01","8.12","-3.57"
"4.104","20.01","6.00","-1.06"
"4.106","20.01","2.47","0.75"
"4.203","12.43","1.45","0.59"
"4.205","11.89","0.47","2.35"
"4.206","4.86","-3.49","-0.98"
"4.208",".16","-1.18","-2.04"
"4.307",".71","0.67","-3.77"
"4.308","0.35","2.20","-4.24"
"4.31","4.63","2.04","2.16"
"4.407","11.14","13.18","-2.39"
"4.409","14.16","9.38","2.12"
"4.411","15.61","-10.55","4.55"
"4.508","17.22","6.20","3.80"
"4.51","15.65","3.69","1.88"
"4.511","11.61","0.82","-0.24"
"4.609","16.63","1.06","-0.27"
"4.611","5.06","3.41","-2.79"
"4.612","0.55","6.08","-5.30"
"4.712",".45","2.79","-4.86"
"4.713",".26","-1.92","-3.06"
"4.715","0.12","-3.57","-3.57"
"4.814","4.71","4.12","-3.14"
"4.816","10.20","1.18","-8.24"
"4.818","20.01","7.49","4.04"
"4.916","20.01","3.37","1.65"
"4.918","14.95","-2.79","-0.20"
"4.92","17.42","2.55","0.86"
"5.018","6.43","-1.06","0.24"
"5.02","0.67","-3.53","-2.20"
"5.022",".63","-0.55","-0.63"
"5.121",".94","2.39","-4.31"
"5.123","7.85","14.83","-17.34"
"5.124","20.01","10.51","-4.71"
"5.222","12.79","-11.41","0.75"
"5.224","15.02","4.16","0.75"
"5.225","17.42","6.51","1.02"
"5.325","13.49","0.78","-1.41"
"5.326","18.24","2.35","0.35"
"5.328","8.47","1.10","-0.86"
"5.329","0.35","4.12","-4.20"
"5.429",".73","4.31","-4.63"
"5.431",".31","1.18","-3.84"
"5.433","1.49","-3.84","-3.53"
"5.532","3.45","6.08","-2.12"
"5.533","12.59","2.24","-9.61"
"5.535","20.01","19.77","-6.47"
"5.635","20.01","0.75","4.86"
"5.636","16.67","-3.53","-1.69"
"5.638","13.81","0.59","0.04"
"5.738","8.00","0.43","0.08"
"5.74",".94","-2.55","-1.61"
"5.741",".53","-0.51","-1.73"
"5.841",".22","2.12","-4.98"
"5.843","2.28","3.96","-0.63"
"5.845","6.71","4.82","-6.28"
"5.846","19.61","10.55","7.14"
"5.948","7.49","-8.16","-2.00"
"5.949","15.18","3.49","2.16"
"5.951","18.28","7.26","3.80"
"6.051","12.59","0.75","0.90"
"6.053","15.06","1.61","-1.10"
"6.054","11.14","0.20","-0.51"
"6.156","1.96","4.98","-4.24"
"6.158",".27","4.86","-2.75"
"6.16",".71","-0.94","-4.67"
"6.161","0.20","-2.16","-3.77"
"6.263","3.61","5.41","-1.57"
"6.265","11.45","-1.92","-8.12"
"6.267","20.01","19.46","-3.96"
"6.368","20.01","1.92","3.65"
"6.369","-13.69","1.65","0.39"
"6.471","7.65","-1.02","1.84"
"6.473","0.63","-2.35","-1.53"
"6.474",".94","0.98","-1.77"
"6.576",".69","0.51","-5.57"
"6.578","3.84","2.98","-1.26"
"6.579","10.24","16.91","-6.86"
"6.68","20.01","9.57","2.31"
"6.682","20.01","-12.71","2.28"
"6.684","11.06","5.84","1.33"
"6.685","16.12","5.88","4.16"
"6.787","11.57","0.71","0.55"
"6.788","17.38","-2.75","-1.53"
"6.79","8.71","-1.37","-1.69"
"6.891","1.18","2.55","-4.55"
"6.893",".65","4.28","-3.88"
"6.895",".59","2.00","-3.61"
"6.997","1.02","-2.55","-3.73"
"6.999","4.71","5.45","-1.10"
"7.0","20.01","6.75","-2.16"
"7.102","19.26","7.06","-5.45"
"7.104","20.01","1.96","0.59"
"7.106","14.28","-0.86","-0.59"
"7.107","15.38","1.29","0.90"
"7.21","8.00","-1.92","1.77"
"7.211","1.96","-4.04","-0.78"
"7.213",".45","-0.43","-2.59"
"7.316",".69","1.02","-3.22"
"7.318","4.31","2.08","-0.63"
"7.32","5.02","15.49","-19.85"
"7.423","20.01","15.10","4.43"
"7.425","10.87","-11.30","4.86"
"7.426","18.48","1.73","-2.67"
"7.428","15.97","4.90","2.39"
"7.531","15.06","-0.27","0.31"
"7.533","14.32","-0.12","-0.04"
"7.534","13.69","-1.77","0.51"
"7.638","3.26","2.75","-2.31"
"7.64","0.24","4.75","-4.71"
"7.642",".31","2.43","-2.28"
"7.643","0.90","-4.75","-2.16"
"7.747","3.84","3.06","-3.69"
"7.749","8.36","1.84","-6.28"
"7.75","20.01","16.79","2.67"
"7.855","20.01","2.31","2.43"
"7.856","17.81","-2.00","-0.12"
"7.859","12.16","1.18","0.24"
"7.863","7.53","-0.55","1.33"
"7.97","4.79","0.94","-2.59"
"7.971",".39","3.80","0.20"
"7.973",".73","1.02","-2.35"
"8.077","3.88","0.51","-1.06"
"8.079","5.41","11.02","-13.57"
"8.081","20.01","2.67","-7.26"
"8.184","18.20","-11.92","6.75"
"8.186","16.55","4.63","3.41"
"8.188","16.40","2.31","1.96"
"8.189","13.10","-1.14","-0.31"
"8.294","15.06","0.12","-0.16"
"8.295","12.32","1.18","1.18"
"8.399","1.45","6.35","-2.79"
"8.401",".37","-0.67","-3.41"
"8.404","3.06","-4.04","-6.28"
"8.513","-5.65","4.12","-1.88"
"8.515","11.61","0.43","-3.61"
"8.517","20.01","19.18","-4.12"
"8.519","20.01","1.88","-0.47"
"8.625","15.14","-3.88","1.18"
"8.627","15.61","0.51","1.77"
"8.628","5.02","-2.51","1.18"
"8.63","0.16","-2.86","-1.53"
"8.734",".69","1.02","-1.65"
"8.736",".33","2.75","-5.37"
"8.737","6.04","3.02","-0.90"
"8.845","4.51","7.57","-10.59"
"8.847","20.01","9.06","1.88"
"8.848","4.31","-5.22","3.10"
"8.952","18.91","-0.12","1.06"
"8.954","15.97","6.90","1.77"
"8.956","14.47","1.88","1.37"
"9.061","16.08","1.73","-0.31"
"9.065","12.87","-0.39","1.57"
"9.068","-3.22","4.28","-4.55"
"9.07","0.71","4.08","-7.14"
"9.176",".77","1.18","-3.80"
"9.178","1.80","-3.41","-2.16"
"9.18","1.53","0.86","-7.49"
"9.181","8.87","0.00","-4.16"
"9.288","20.01","18.87","3.30"
"9.29","20.01","1.77","0.82"
"9.291","19.97","-2.67","-0.82"
"9.399","13.85","3.33","1.10"
"9.401","12.40","1.29","1.33"
"9.403","4.43","-5.18","-1.69"
"9.508",".02","-1.45","-1.65"
"9.51",".32","1.96","-6.83"
"9.512","2.51","2.31","-1.45"
"9.513","4.20","7.26","-7.37"
"9.621","20.01","13.18","7.10"
"9.623","7.02","-0.67","1.53"
"9.624","13.96","2.51","0.16"
"9.626","15.22","7.14","3.22"
"9.735","12.83","0.08","0.43"
"9.736","13.69","1.41","-0.04"
"9.738","16.32","1.88","-1.88"
"9.848","3.30","2.20","-2.86"
"9.852",".10","3.37","-2.82"
"9.853",".55","-0.24","-4.20"
"9.96","0.59","-3.06","-4.39"
"9.962","4.04","4.82","-1.18"
"9.964","10.87","-2.86","-4.71"
"9.965","20.01","19.85","3.30"
"10.072","20.01","-1.84","3.80"
"10.073","17.85","-0.27","-1.02"
"10.075","13.06","2.04","1.88"
"10.077",".22","0.78","0.31"
"10.191","2.00","-4.24","-1.14"
"10.192",".41","-0.27","-1.02"
"10.194",".83","0.39","-8.12"
"10.301","2.08","3.73","-1.96"
"10.303","5.10","7.61","-4.04"
"10.304","20.01","11.92","-4.59"
"10.414","11.45","-15.10","0.08"
"10.416","18.16","3.10","-3.18"
"10.418","14.71","7.14","2.00"
"10.419","13.93","0.39","1.57"
"10.527","13.42","-1.61","-0.43"
"10.529","17.10","-0.20","-0.59"
