"NAME:","run_6_2.csv"
"EXPERIMENT TIME:","25-05-2022 13:50"
"ACTIVITY TYPE:","Run"
"COUNT OF ACTUAL STEPS","110"

"Time [sec]","ACC X","ACC Y","ACC Z"
"0.0","3.83","-1.24","9.56"
"0.027","3.86","-1.24","9.54"
"0.054","3.85","-1.22","9.54"
"0.081","3.82","-1.20","9.56"
"0.108","3.83","-1.20","9.55"
"0.135","3.84","-1.21","9.52"
"0.162","3.82","-1.22","9.50"
"0.189","3.77","-1.19","9.54"
"0.216","3.77","-1.19","9.59"
"0.244","3.76","-1.18","9.62"
"0.271","3.71","-1.16","9.64"
"0.298","3.66","-1.16","9.68"
"0.325","3.65","-1.15","9.71"
"0.352","3.63","-1.12","9.75"
"0.379","3.61","-1.09","9.79"
"0.406","3.60","-1.09","9.81"
"0.433","3.61","-1.07","9.79"
"0.46","3.62","-1.06","9.78"
"0.487","3.63","-1.02","9.74"
"0.514","3.66","-1.01","9.72"
"0.542","3.72","-1.03","9.70"
"0.569","3.76","-1.01","9.66"
"0.596","3.78","-1.00","9.61"
"0.623","3.84","-1.02","9.53"
"0.65","3.90","-1.05","9.47"
"0.677","3.94","-1.05","9.45"
"0.704","3.97","-1.04","9.45"
"0.731","4.02","-1.04","9.40"
"0.758","4.08","-1.04","9.37"
"0.785","4.10","-1.00","9.34"
"0.812","4.11","-0.97","9.32"
"0.839","4.15","-0.97","9.30"
"0.867","4.19","-0.97","9.32"
"0.894","4.17","-0.91","9.37"
"0.921","4.11","-0.85","9.41"
"0.948","4.08","-0.83","9.40"
"0.976","4.10","-0.82","9.37"
"1.002","4.10","-0.80","9.40"
"1.029","4.07","-0.77","9.43"
"1.056","4.05","-0.75","9.47"
"1.083","4.03","-0.69","9.53"
"1.11","4.03","-0.63","9.59"
"1.137","4.04","-0.60","9.59"
"1.164","3.92","-0.70","9.50"
"1.191","3.66","-0.71","9.56"
"1.219","3.31","-0.59","9.83"
"1.247","2.91","-0.42","10.17"
"1.274","2.68","-0.35","10.39"
"1.302","2.71","-0.41","10.47"
"1.33","2.95","-0.52","10.54"
"1.358","3.19","-0.67","10.44"
"1.386","3.26","-0.85","10.15"
