"NAME:","run_1_1.csv"
"EXPERIMENT TIME:","25-05-22 15:19"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS:","70"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.006",".75","9.45","0.16"
"0.051",".71","9.57","0.51"
"0.067",".35","9.61","0.78"
"0.081","0.08","9.38","0.39"
"0.116","24","9.18","0.59"
"0.157","0.43","9.18","0.98"
"0.182","0.31","8.79","0.98"
"0.223",".12","8.87","1.29"
"0.252",".14","8.94","0.90"
"0.272","14","8.94","1.37"
"0.33",".90","9.77","1.77"
"0.352",".24","10.90","1.73"
"0.411","1.14","11.30","1.73"
"0.435","0.78","11.02","1.53"
"0.441","04","13.42","1.69"
"0.476",".77","12.67","-0.71"
"0.511",".45","11.92","0.67"
"0.54",".16","6.35","-0.39"
"0.575",".10","7.53","-1.96"
"0.608","10","10.87","-2.75"
"0.655",".47","10.36","-1.69"
"0.69",".90","8.04","-1.06"
"0.713",".35","7.22","-1.33"
"0.75",".16","6.90","-1.88"
"0.793","2","7.65","-2.20"
"0.819",".94","6.94","-1.33"
"0.847","0.43","7.61","-1.65"
"0.87","-0.78","9.34","-2.04"
"0.906","0.16","10.55","-1.37"
"0.937","","9.22","-0.82"
"0.961",".20","10.36","-0.16"
"1.005","1.29","13.26","-1.06"
"1.041","0.08","11.65","-2.43"
"1.081",".82","9.73","-3.80"
"1.106","51","7.53","-2.59"
"1.131",".65","9.22","-3.96"
"1.154",".51","11.14","-2.98"
"1.173","4.59","18.51","-2.43"
"1.224",".37","17.38","-1.65"
"1.251","96","17.77","-1.02"
"1.281","0.35","15.57","-0.51"
"1.311",".43","10.75","0.08"
"1.341",".26","8.24","1.92"
"1.371","0.20","5.77","1.33"
"1.413","57","0.12","-2.35"
"1.448",".20","-0.78","-3.22"
"1.47","0.27","2.20","-1.96"
"1.512",".96","1.61","-9.30"
"1.555",".75","13.30","4.90"
"1.591","5.81","16.83","-1.02"
"1.625","0.04","16.79","1.57"
"1.646","3.65","18.87","1.10"
"1.682","0.08","15.49","-0.04"
"1.707","1.33","11.06","-1.06"
"1.744","0.24","12.28","-2.67"
"1.772",".14","11.45","-2.98"
"1.809",".98","4.43","-4.82"
"1.833",".65","-0.08","-4.08"
"1.855","0.86","-1.18","-4.20"
"1.884",".78","-0.47","-6.43"
"1.915",".53","5.53","2.00"
"1.961",".82","19.97","-1.65"
"1.993","0.47","11.81","1.18"
"2.049","0.08","20.01","-3.41"
"2.077","-0.55","12.47","0.04"
"2.08","1.06","11.41","1.33"
"2.125",".43","5.02","0.63"
"2.159","1.84","0.94","-1.80"
"2.194","1.80","-1.69","-2.51"
"2.232","18","2.39","-2.55"
"2.237",".10","2.16","-4.55"
"2.293",".81","10.55","4.67"
"2.327","-6.00","15.73","0.35"
"2.361","3.69","16.12","4.31"
"2.364","4.24","18.32","4.47"
"2.392","1.18","16.87","2.31"
"2.444","7.02","16.48","-2.39"
"2.47","2.90","14.00","-3.37"
"2.501",".31","8.12","-4.43"
"2.537","37","5.18","-7.69"
"2.56","2.20","0.43","-5.14"
"2.593","2.79","-1.10","-1.88"
"2.63","1.88","-1.92","-4.28"
"2.65",".61","3.14","-1.57"
"2.677","2.12","11.14","0.98"
"2.731","7.81","20.01","-2.31"
"2.78","2.20","18.83","1.84"
"2.827","4.86","16.24","0.59"
"2.831","1.06","12.63","1.37"
"2.858","2.04","5.06","-0.63"
"2.909",".28","1.96","-1.37"
"2.945",".41","1.22","-5.45"
"2.977",".59","0.24","-0.75"
"2.981","0.04","2.98","-1.45"
"3.051",".69","4.94","4.82"
"3.1",".86","17.42","4.20"
"3.135",".06","16.24","5.81"
"3.163","0.35","15.97","-1.22"
"3.194","3.18","15.30","-4.08"
"3.221","0.35","10.12","-0.98"
"3.251",".77","5.18","-5.26"
"3.278",".77","2.12","-9.81"
"3.321","2.43","-2.47","-1.49"
"3.362","4.43","-1.88","-1.88"
"3.365","6.55","3.61","-8.28"
"3.396","5.96","10.83","-0.86"
"3.44",".81","20.01","-8.87"
"3.469","1.41","20.01","2.47"
"3.49","3.06","20.01","-1.02"
"3.513",".12","15.30","2.67"
"3.539","1.84","9.06","0.75"
"3.588",".31","1.26","-1.37"
"3.619",".63","-3.10","-1.37"
"3.658",".61","-3.02","-5.37"
"3.69",".49","4.43","-3.73"
"3.732","0.12","4.24","-1.41"
"3.735","9.57","9.45","-11.30"
"3.784",".75","19.73","-6.67"
"3.829","47","17.18","6.08"
"3.86","3.88","19.85","1.77"
"3.906","1.14","16.40","-1.92"
"3.909",".57","15.49","-2.08"
"3.946","0.31","9.96","-2.04"
"3.979","96","2.82","-5.14"
"4.01",".02","2.28","-4.00"
"4.056","1.41","-1.96","-3.06"
"4.087","2.63","-0.86","-3.77"
"4.118","0.63","-0.51","-3.41"
"4.147","65","8.00","-10.55"
"4.174","3.65","20.01","2.55"
"4.215",".18","20.01","-5.14"
"4.254","2.43","20.01","-2.94"
"4.258","4.43","10.71","1.14"
"4.347","1.45","12.98","1.73"
"4.403",".47","0.43","-0.86"
"4.41",".69","-4.71","-3.02"
"4.45","0.12","-0.94","-1.65"
"4.486","0","4.98","-0.75"
"4.517","12.43","9.49","-12.00"
"4.547","0.27","19.06","-6.24"
"4.573","15.53","19.81","2.35"
"4.608",".32","15.46","1.49"
"4.634","04","17.77","-1.57"
"4.678","2.08","15.30","-0.78"
"4.716",".24","6.39","-3.06"
"4.76",".67","1.22","-6.04"
"4.789","3.06","-2.24","-1.22"
"4.818","1.26","-1.18","-3.26"
"4.844","1.22","0.00","-3.06"
"4.875",".86","0.24","-4.16"
"4.904","5.26","17.81","-7.61"
"4.933","18","20.01","-20.01"
"4.968","1.84","20.01","-1.14"
"5.01","7.77","17.14","-2.16"
"5.052","1.10","13.65","1.45"
"5.056","0.31","10.04","-1.57"
"5.083",".82","2.55","-0.94"
"5.115",".71","-3.10","-2.04"
"5.149",".06","-2.39","-2.82"
"5.181",".51","4.55","-3.33"
"5.217",".71","3.92","-8.55"
"5.256","22","19.65","4.28"
"5.292",".55","8.75","5.81"
"5.322",".75","15.69","1.73"
"5.366",".41","16.95","0.98"
"5.393","0.63","13.49","-2.20"
"5.434",".96","15.38","-3.69"
"5.461","1.10","9.61","-0.20"
"5.495",".49","4.35","-5.84"
"5.525",".55","0.35","-7.10"
"5.565","1.65","-1.57","-3.88"
"5.605","4.98","0.75","-3.92"
"5.608",".63","1.77","-7.57"
"5.657",".98","9.38","-4.35"
"5.694",".67","20.01","-6.04"
"5.726","2.55","20.01","0.67"
"5.756","4.94","18.95","-3.88"
"5.784","0.43","14.79","2.12"
"5.812","2.43","11.38","2.39"
"5.837","2.08","4.90","-0.04"
"5.869",".45","-0.31","-0.59"
