NAME:,run_3_1.csv,,
EXPERIMENT TIME:,24/05/2022 15:55,,
ACTIVITY TYPE:,Running,,
Count of actual steps:,150,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
810.75,6.98,3.65,4.31
810.8,7.26,1.61,3.18
810.85,9.49,3.8,4.2
810.9,14.28,6.86,6.86
810.95,14.83,7.73,9.49
811,10.28,5.88,8.36
811.05,4.75,3.84,5.65
811.11,0.82,1.92,4.39
811.16,0.51,0.94,4.98
811.21,2.12,1.14,6.2
811.26,4.98,3.73,7.53
811.31,7.3,6.35,9.45
811.36,14,10.08,12.04
811.41,16.28,7.73,8.59
811.46,8.08,4.04,5.81
811.51,4.63,1.14,3.41
811.57,3.26,-0.63,2
811.62,3.45,-0.75,2.43
811.67,6.98,1.69,3.61
811.72,13.3,1.92,4.94
811.77,18.2,8.43,12.16
811.82,16.87,4.9,11.96
811.87,7.81,2.51,10.2
811.92,2.71,-0.08,7.81
811.97,0.82,-0.75,6.08
812.02,0.59,3.14,8.79
812.08,5.92,5.14,6.63
812.13,9.85,6.32,7.26
812.18,11.53,8.67,7.96
812.23,11.14,6.28,4.51
812.28,5.92,1.92,2.28
812.33,3.37,0.78,1.84
812.38,3.88,-0.27,2.12
812.43,6.2,-0.16,3.49
812.48,14.67,1.8,5.65
812.53,20.01,6.79,10.87
812.59,18.75,6.79,10.47
812.64,7.14,5.18,9.26
812.69,0.75,1.73,6.55
812.84,2.9,3.69,5.69
812.89,10.12,7.14,8.12
812.94,12.59,11.73,14.55
812.99,15.85,8.71,9.38
813.04,7.61,4.04,4
813.09,3.22,2.16,2.9
813.15,3.61,0.75,2.98
813.2,5.06,0.12,3.69
813.25,10,2.55,5.84
813.3,14.87,4.08,4.55
813.35,15.34,10.2,8.28
813.4,10.59,8.71,8.51
813.45,5.1,4,6.98
813.5,2.04,3.3,6.08
813.55,-0.24,4.82,7.49
813.6,3.14,5.26,7.41
813.66,9.22,8.28,8.16
813.71,14.63,11.1,10.12
813.76,14.79,10.79,9.18
813.81,10.51,6.79,4.43
813.86,4.35,4.2,5.33
813.91,3.77,1.14,3.02
813.96,3.02,-2.04,1.69
814.01,5.14,-0.47,3.73
814.06,14.28,3.06,4.43
814.11,12.04,11.22,8.59
814.17,9.1,11.57,6.98
814.22,3.3,6.04,5.22
814.27,3.33,5.41,6.28
814.32,2.59,4.51,3.53
814.37,0.59,8.43,4.35
814.42,5.26,10.08,5.1
814.47,9.89,11.77,6.2
814.52,13.81,11.1,7.22
814.57,11.57,6.08,5.53
814.63,5.02,2.75,4.79
814.68,3.77,0.24,3.06
814.73,4.75,0.31,2.9
814.78,6.04,-1.1,2
814.83,10.24,2.24,8.08
814.88,14.36,7.1,12.75
814.93,11.81,7.14,15.22
814.98,4.04,6.75,11.34
815.03,1.65,3.37,7.37
815.08,0.51,1.92,4.12
815.14,0.67,3.61,4.82
815.19,4.79,7.18,7.26
815.24,7.3,9.26,7.81
815.29,12.36,13.53,8.63
815.34,15.18,10,5.73
815.39,6.55,5.02,4.51
815.44,3.37,1.69,4
815.49,3.69,-0.43,2.86
815.54,3.65,-1.53,2.31
815.59,9.06,2.86,4.82
815.65,12.75,6.67,5.61
815.7,15.06,11.77,8.36
815.75,11.34,7.37,9.92
815.8,4.63,2.82,10.04
815.85,0.78,2.16,7.41
815.9,0.31,3.06,5.92
815.95,3.14,4.63,5.92
816,6.67,5.96,6.86
816.05,9.65,11.02,10.59
816.1,14.75,11.57,10.08
816.16,8.71,4,5.69
816.21,4,3.02,5.92
816.26,5.41,1.92,3.88
816.31,4.82,-0.51,1.45
816.36,6.86,1.26,2.98
816.41,13.3,2.28,5.33
816.46,14.47,7.69,10.47
816.51,13.18,7.49,10.36
816.56,7.45,6.71,8.24
816.61,2.59,3.37,5.96
816.66,0.82,2.16,4.43
816.72,-0.16,3.65,4.9
816.77,5.06,7.3,7.1
816.82,7.85,9.53,8
816.87,11.57,11.85,10.63
816.92,11.02,7.37,6.9
816.97,4.55,3.77,5.06
817.02,3.69,1.26,3.41
817.07,3.53,0.12,2.75
817.12,3.92,-1.1,2.51
817.17,11.61,2.9,6.43
817.23,18.4,2.79,7.61
817.28,17.22,4.35,10.2
817.33,10.43,6.63,10.83
817.38,5.02,3.41,7.18
817.43,2.79,2.43,6.16
817.48,-0.55,2.04,5.37
817.53,0.86,4,6.63
817.58,9.69,7.96,9.18
817.63,11.38,10.43,14.32
817.68,12.91,4.55,12.98
817.74,8.94,2.04,9.89
817.79,4.24,-0.51,5.69
817.84,3.41,-1.02,3.96
817.89,3.65,-2.39,3.22
817.94,8.67,-0.94,5.81
817.99,13.45,0.2,9.3
818.04,15.26,3.57,15.73
818.09,12.16,5.26,12.04
818.14,5.33,3.73,7.06
818.2,2.51,2.71,5.33
818.25,2.39,4.98,4.94
818.3,3.33,6.04,6.28
818.35,7.65,7.65,8.71
818.4,10.51,10.43,12.94
818.45,16.59,8.43,13.06
818.5,13.93,4.08,9.34
818.55,6.43,0.55,6.32
818.6,4.24,-0.2,4.47
818.65,3.49,-3.3,2.71
818.71,4.12,-3.06,3.77
818.76,11.85,-2.24,7.61
818.81,13.38,5.22,12.12
818.86,12.91,4.86,11.02
818.91,7.49,4.9,8.94
818.96,3.18,4.24,5.45
819.01,1.26,4.94,4.51
819.06,1.06,6.24,5.65
819.11,6.04,8.24,8.16
819.16,9.1,8.08,10.4
819.22,12.47,7.06,10.75
819.27,11.61,2.16,7.61
819.32,5.14,0.86,5.18
819.37,4.2,-0.59,3.02
819.42,3.8,-2.2,2.24
819.47,4.75,-2.59,2.67
819.52,11.61,-1.26,7.06
819.57,17.77,2.71,12.32
819.62,16.55,2.63,12
819.67,10.67,4.82,10.47
819.72,3.77,4.55,6.63
819.78,0.31,3.96,5.3
819.83,-0.86,5.3,5.49
819.88,4.28,8.2,6.9
819.93,8.67,7.53,7.85
819.98,13.3,9.89,14.2
820.03,15.14,5.57,9.92
820.08,7.14,3.22,6.35
820.13,4.28,1.29,3.61
820.18,3.3,-1.77,1.29
820.23,2.39,-2.9,0.78
820.29,8.98,1.1,3.8
820.34,13.42,6.04,10.55
820.39,19.65,4.67,13.42
820.44,10.67,4.16,11.77
820.49,3.02,4.35,8.36
820.54,2.43,4.35,5.57
820.59,0.04,5.14,4.35
820.64,3.77,9.38,4.51
820.69,6.98,11.77,5.18
820.74,9.69,13.93,7.73
820.8,11.34,8.24,7.69
820.85,3.92,3.84,5.88
820.9,2.31,1.69,3.45
820.95,4.31,0.08,1.49
821,7.85,-1.18,2.43
821.05,15.49,3.69,8.39
821.1,15.38,0.94,12.32
821.15,12.08,-1.45,16.4
821.2,11.02,6.43,10.43
821.26,1.18,7.14,7.88
821.31,1.1,6.39,5.41
821.36,1.88,4.55,2.39
821.41,-6.32,11.18,0.82
821.46,7.45,10.36,5.22
821.51,15.14,9.57,11.81
821.56,13.93,3.14,9.65
821.61,5.22,0.43,5.92
821.66,4.82,-0.24,4.9
821.71,5.81,-1.88,4.16
821.77,7.02,-2.55,5.61
821.82,15.06,-1.61,7.57
821.87,19.5,3.41,10.32
821.92,17.53,6.71,9.34
821.97,9.06,7.22,7.96
822.02,2.12,4.51,6.24
822.07,-0.04,3.06,6.43
822.12,-2.16,4.71,3.49
822.17,3.33,7.22,5.49
822.22,9.22,8.55,7.92
822.28,14.91,10.16,13.06
822.33,18.16,3.49,10.12
822.38,9.14,0.55,6.35
822.43,5.49,-0.98,4.51
822.48,4.47,-4.08,3.26
822.53,2,-5.84,3.92
822.58,8.59,-3.53,7.37
822.63,14.95,0.39,10.4
822.68,19.57,3.92,12.83
