NAME:,run_4_1.csv,,
EXPERIMENT TIME:,25-05-22 18:21,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,164,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
18.013,-8.87,3.33,12.24
18.05,-1.88,-2.12,6.16
18.084,1.06,-0.94,2.47
18.113,-1.96,-0.16,2.67
18.148,0.24,-0.55,0.04
18.182,-4,-0.86,0.98
18.213,-2.31,0.86,1.06
18.245,-1.02,-6,16.32
18.277,-11.45,-7.02,20.01
18.31,2.55,-2.2,20.01
18.345,-1.45,2.31,16.24
18.377,-0.86,-3.8,10
18.41,-0.82,0.51,4.47
18.88,-0.78,1.84,-1.57
18.917,-1.22,-3.1,-3.3
19.38,-1.26,-3.06,0.16
19.407,-3.14,-1.18,6.63
19.409,-9.02,9.57,18.44
19.41,-1.65,-10.32,15.81
19.415,2.12,-2.9,17.06
19.42,20.01,-4.63,16.36
19.435,-8.08,4.51,16.04
19.461,-2.59,2.2,3.41
19.496,-0.24,-1.06,1.26
19.526,-0.43,-0.78,0.59
19.561,-0.94,-0.82,0
19.594,-1.53,-1.8,2.16
19.62,-4.75,3.41,2.67
19.653,-5.84,-6.55,19.69
19.685,-6.67,-11.57,20.01
19.719,2.12,0.51,20.01
19.794,-2,1.22,17.26
19.825,2.12,-5.33,9.14
19.864,-1.77,1.33,3.49
19.894,0.35,-2.51,-3.57
19.914,2.08,-2.55,0.82
19.947,-3.18,-2.39,7.92
19.98,-4.98,-14.87,12.16
20.013,-7.96,15.14,13.22
20.056,3.18,-6.55,14.87
20.093,-5.57,-8.55,12.98
20.106,1.69,-3.3,20.01
20.14,-3.53,5.88,15.61
20.176,-1.8,1.92,4.35
20.205,2.08,-1.06,0.35
20.237,-3.57,-0.98,0.71
20.271,-1.88,-1.49,1.65
20.307,-4,-1.73,1.18
20.343,-13.96,-1.49,9.38
20.372,3.8,-8.36,20.01
20.414,-4.82,-2.16,20.01
20.442,5.45,-4.47,20.01
20.459,-2.12,1.26,20.01
20.495,-0.82,-2.82,7.88
20.525,-2.24,2.63,5.26
20.559,-0.67,3.06,-4.82
20.609,-2.28,-4.98,-3.33
20.64,0.55,-1.22,1.73
20.654,-0.78,-3.22,6.75
20.68,-16.67,-16.51,12.83
20.712,-11.18,11.73,20.01
20.744,11.26,-2.82,15.53
20.778,-2.24,-10.59,16.12
20.812,-4.63,-1.45,20.01
20.847,-1.92,4.82,12.32
20.878,-2.47,2.28,2
20.913,1.57,-3.41,3.65
20.944,-3.88,-0.9,2.2
20.976,-0.04,-0.35,0.75
21.008,-2.35,-2.35,1.41
21.044,-8.16,1.88,2.67
21.076,-7.61,-4,20.01
21.108,-6.08,-7.69,20.01
21.139,5.41,-5.81,20.01
21.171,-3.26,1.02,18.55
21.206,0.75,-2.9,13.73
21.235,-3.57,1.37,4.59
21.251,-1.26,1.57,-3.69
21.281,0.86,-3.14,-5.41
21.313,1.77,-0.98,-0.04
21.351,-2.39,-1.26,7.06
21.397,-12.43,-18.32,13.22
21.421,-3.61,13.1,19.3
21.44,10.2,5.18,7.34
21.471,-5.26,-12.51,15.14
21.542,4.08,-2.75,17.93
21.61,-2.59,1.96,4.67
21.638,2.94,-3.84,1.1
21.683,-2.75,-2.04,1.8
21.707,0.2,0.71,0.04
21.737,-3.53,-0.43,2.51
21.739,-14.32,2.28,4.86
21.782,-7.61,-7.77,20.01
21.803,-9.65,-4.86,20.01
21.845,6.51,-3.22,20.01
21.872,-5.26,1.92,20.01
21.887,2.59,-1.49,12.43
21.92,0.78,-1.22,5.37
21.952,-1.84,0,-4.04
21.987,2.94,-4.08,-5.06
22.017,-2.39,0.43,0.39
22.051,-0.71,-1.37,7.61
22.086,-5.45,-6.43,4
22.12,6.43,-2.63,20.01
22.151,2.51,7.65,8.71
22.183,5.18,-9.14,20.01
22.22,4.86,-7.73,20.01
22.249,-8.43,4.47,15.53
22.286,-6.47,2.55,6.98
22.317,2.47,-1.02,2.55
22.35,-4.67,0.59,3.37
22.382,0.39,-0.51,0.08
22.415,-2.47,-0.47,1.96
22.451,-1.26,-1.45,0.67
22.483,-2.12,-8.75,11.73
22.52,0.27,-8.39,20.01
22.548,-3.02,-1.1,20.01
22.565,0.2,2.75,20.01
22.613,1.18,-2.39,17.61
22.651,0.27,-3.61,6.47
22.667,-0.98,1.1,3.41
22.695,-0.98,-0.82,-4.63
22.741,1.41,-2.63,-2.71
22.767,-2.59,-1.18,4.9
22.785,0.2,-0.39,6.63
22.82,-16.83,-17.14,8.94
22.856,6.98,5.14,19.5
22.888,3.33,1.96,8.2
22.921,2.2,-8.32,17.26
22.953,0.47,-1.65,20.01
22.985,-2.39,6.28,11.38
23.017,-0.86,-0.51,4.51
23.051,1.96,0.16,-1.73
23.082,-3.61,0.51,2.55
23.125,0.08,-0.2,0.43
23.147,-2.98,-1.88,0.24
23.168,-17.89,1.73,10.98
23.202,7.88,-14.87,20.01
23.237,-1.8,-0.78,20.01
23.272,4.16,-2.35,20.01
23.303,-1.1,0.04,18.04
23.375,1.41,-6.2,8.24
23.396,-3.41,0.08,3.73
23.442,-0.67,3.69,-1.92
23.513,-1.96,-0.47,2.47
23.573,-12.36,-19.97,10.83
23.599,-10,14.32,20.01
23.6,3.02,-0.55,5.69
23.618,2.94,-12.91,19.46
23.651,9.89,-7.69,19.97
23.683,-3.33,6.47,12.08
23.716,-0.94,0.67,4.71
23.748,1.41,-2.75,1.96
23.781,-4.55,0.27,2.94
23.817,-0.55,-1.61,0.16
23.85,-3.14,-1.22,0.71
23.882,-14.44,3.96,5.02
23.915,-5.1,-8.87,20.01
23.947,-3.84,0.27,20.01
23.98,4.55,-1.06,16.71
24.015,-2.63,-0.86,20.01
24.04,0.27,-5.33,9.14
24.074,0.08,-0.43,2.94
24.092,0.98,3.33,-2.04
24.124,0.78,-3.26,-3.49
24.161,-5.45,-1.29,4.28
24.195,3.14,-1.84,6.79
24.224,-20.01,-18.08,11.61
