"NAME:","run_1.csv"
"EXPERIMENT TIME:","25/05/2022 12:00"
"ACTIVITY TYPE:","Running"
"COUNT OF ACTUAL STEPS","163"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"672.68","-9.10","4.55","1.45"
"672.78","-8.12","5.14","2.12"
"672.88","-7.22","4.35","3.02"
"672.98","-7.22","3.84","3.92"
"673.08","-7.49","2.98","4.67"
"673.18","-4.59","-0.24","3.26"
"673.28","-14.20","8.47","-0.12"
"673.39","-11.73","5.57","-0.75"
"673.49","-4.67","2.08","-0.27"
"673.59","-3.06","0.71","-2.16"
"673.70","-18.95","-2.08","2.12"
"673.80","-8.63","7.77","6.51"
"673.90","-0.27","-3.10","0.31"
"674.00","-13.10","-6.24","1.65"
"674.11","-8.90","5.88","0.39"
"674.21","-12.63","3.30","1.69"
"674.31","-0.71","0.86","-2.28"
"674.41","-15.69","-0.20","-5.26"
"674.52","-17.22","10.94","7.85"
"674.62","-0.59","3.14","-1.26"
"674.72","-1.80","-4.08","0.90"
"674.83","-20.01","14.79","-4.86"
"674.93","-15.65","5.30","-1.33"
"675.03","-3.41","1.77","-2.47"
"675.14","-1.14","-1.45","-2.90"
"675.24","-14.04","9.26","-2.51"
"675.34","-7.73","9.96","2.67"
"675.45","2.63","-4.59","1.29"
"675.54","-11.26","-7.49","-1.61"
"675.65","-11.69","7.34","0.43"
"675.75","-10.40","3.65","3.41"
"675.86","-0.08","1.22","-2.16"
"675.96","-20.01","1.53","-3.33"
"676.06","-15.42","11.73","5.96"
"676.17","0.43","0.98","-1.73"
"676.27","0.24","-6.28","-1.22"
"676.37","-17.69","14.44","-3.53"
"676.47","-18.20","3.96","-2.08"
"676.58","-2.04","1.57","-5.06"
"676.68","0.04","-2.20","-3.26"
"676.78","-11.81","5.26","-3.06"
"676.89","-7.41","9.81","3.22"
"676.99","1.10","-5.73","1.18"
"677.09","-6.28","-7.41","-2.98"
"677.19","-11.89","4.55","-0.20"
"677.29","-9.96","4.00","3.06"
"677.40","0.08","0.86","-1.57"
"677.49","-20.01","2.28","2.16"
"677.60","-13.81","11.61","5.77"
"677.70","-0.63","2.63","-4.24"
"677.80","-1.33","-7.96","-2.00"
"677.91","-12.79","16.59","-6.51"
"678.01","-13.34","6.00","0.12"
"678.12","-2.51","-0.55","-2.24"
"678.22","-15.30","2.04","-5.84"
"678.33","-17.30","9.73","5.96"
"678.43","-0.94","3.57","-2.28"
"678.53","-2.94","-4.20","-1.22"
"678.63","-16.00","9.65","4.39"
"678.73","-14.95","6.00","-3.88"
"678.84","-4.82","1.69","-0.75"
"678.94","-2.94","-3.22","0.31"
"679.04","-13.22","11.57","-4.00"
"679.15","-4.67","6.83","0.31"
"679.25","0.59","-5.45","-1.10"
"679.35","-18.08","1.92","-0.12"
"679.46","-15.10","5.73","0.78"
"679.56","-5.88","3.14","0.63"
"679.66","-2.86","1.77","-3.33"
"679.76","-20.01","-10.90","-1.73"
"679.87","-8.59","11.53","3.30"
"679.97","1.57","-5.22","1.22"
"680.07","-12.55","-2.20","4.39"
"680.17","-12.08","5.61","-1.33"
"680.28","-8.20","3.61","3.10"
"680.38","-0.82","1.06","-1.92"
"680.48","-20.01","1.41","6.00"
"680.58","-14.20","10.47","4.90"
"680.69","1.84","-0.31","-1.65"
"680.79","-0.98","-4.67","2.55"
"680.89","-12.75","19.42","-5.30"
"681.00","-13.14","1.65","-1.49"
"681.10","0.12","1.06","-2.43"
"681.20","-7.41","-3.33","-0.51"
"681.31","-17.42","11.06","6.86"
