NAME:,run_2_1.csv,,
EXPERIMENT TIME:,24/05/2022 15:51,,
ACTIVITY TYPE:,Running,,
Count of actual steps:,158,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
552.89,8,3.45,5.33
552.94,8.04,3.41,5.41
552.99,8.16,3.26,5.45
553.04,8.36,3.18,5.53
553.09,8.51,3.26,5.81
553.15,8.79,3.33,5.81
553.2,8.63,3.33,5.73
553.25,8.36,3.1,5.53
553.3,8,3.22,5.41
553.35,7.41,3.41,5.33
553.4,7.06,3.96,5.02
553.45,7.26,4.55,5.14
553.5,8.32,5.26,5.61
553.55,9.22,5.1,5.96
553.6,8.32,4.43,6
553.66,7.53,3.96,6
553.71,6.94,3.8,6
553.76,6.71,3.65,6.16
553.81,6.51,3.8,6.24
553.86,6.67,3.77,6.55
553.91,7.1,3.73,6.59
553.96,7.53,3.26,5.92
554.01,8.55,2.08,4.55
554.06,9.89,4.79,4.55
554.11,12.43,5.88,5.81
554.17,13.45,5.41,9.45
554.22,9.89,4.67,10.43
554.27,7.34,5.22,7.77
554.32,5.92,3.65,5.45
554.37,3.18,2,4.9
554.42,0,1.65,3.65
554.47,2.51,4.08,6.9
554.52,6.83,6.59,9.65
554.57,10.16,10.12,12.16
554.62,12.4,9.49,10.2
554.68,9.26,5.45,6.79
554.73,4.31,1.26,3.77
554.78,2.75,-0.51,2.55
554.83,2.16,-1.26,2.04
554.88,3.49,-0.27,3.22
554.93,11.22,2.51,6.16
554.98,20.01,6.16,10
555.03,15.65,4.9,14.44
555.08,8.28,4.2,10.98
555.14,3.26,4.35,6.75
555.19,-0.08,3.3,4.12
555.24,-1.06,3.53,3.49
555.29,3.18,4.98,6.24
555.34,7.3,7.37,7.85
555.39,12.08,11.49,10.32
555.44,11.77,8,7.85
555.49,6.32,2.59,4.86
555.54,4.24,0.43,4.12
555.59,4.79,-0.55,3.77
555.65,5.06,-2.2,3.77
555.7,8.75,1.1,7.34
555.75,13.65,2.71,8.59
555.8,16.36,7.45,11.61
555.85,10.43,6.51,11.89
555.9,6.32,2,6
555.95,1.33,0.75,4.94
556,-0.43,3.22,4.75
556.05,2.24,5.02,6.71
556.1,5.69,6.55,9.22
556.16,8,11.89,14.83
556.21,10,13.49,12.55
556.26,10.12,9.61,6.55
556.31,5.02,3.77,2.39
556.36,3.22,2.31,1.45
556.41,4.71,-0.82,1.06
556.46,4.86,0.43,1.88
556.51,7.85,6.67,5.37
556.56,12.91,11.96,8.59
556.61,7.57,11.1,11.18
556.66,3.02,4.98,7.34
556.72,1.1,3.3,6.98
556.77,-0.55,3.49,8.75
556.82,-0.71,4.04,5.18
556.87,1.06,8.67,7.06
556.92,8.51,9.89,6.98
556.97,15.77,15.97,9.41
557.02,15.85,10.43,8.55
557.07,5.73,3.65,5.73
557.12,1.8,1.96,4.71
557.17,3.02,-0.59,3.37
557.23,2.08,-0.94,2.59
557.28,6.2,2.98,4.63
557.33,12.75,8.94,10.28
557.38,16.4,13.49,14.51
557.43,7.96,8.12,11.45
557.48,3.45,3.06,6.39
557.53,1.02,1.57,5.88
