NAME:,run_5_1.csv,,
EXPERIMENT TIME:,24/05/2022 10:58,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,130,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
1.333,-0.24,0.27,9.34
2.88,0.16,5.65,-10.87
4.323,5.65,2.35,-17.26
5.832,5.53,5.53,1.8
7.4,0.98,1.06,8.08
8.84,-2.63,6.43,6.04
10.395,0.04,7.14,7.41
11.918,0.67,7.3,5.69
13.375,-0.67,6.16,10.28
14.845,-0.08,1.69,1.88
16.393,9.18,8.71,20.01
17.881,2.24,3.88,-0.94
19.356,-12.36,5.37,20.01
20.898,0.41,2.71,3.3
22.392,0.67,13.06,20.01
23.894,0.16,5.3,-4.28
25.406,0.69,-0.94,4.75
26.926,2.24,5.49,14.16
28.425,0.53,2.47,10.67
29.878,-3.3,2,14.32
31.374,-2.98,5.26,19.34
32.881,-0.75,3.84,2.24
34.436,0.08,2.31,-2.35
35.884,-0.35,2.04,15.93
37.424,2.51,4.08,13.1
38.959,0.9,-0.78,-4.2
40.365,-12.12,5.02,17.46
41.883,4.94,-1.45,1.33
43.387,-5.77,1.41,1.69
44.89,-4.55,2,14.44
46.429,5.3,2.31,15.42
47.939,0.37,5.45,11.14
49.398,-0.75,1.29,13.1
50.889,-1.06,1.26,19.93
52.39,0.2,1.33,1.41
53.929,0.2,2.24,-0.31
55.403,-2.43,1.88,6.47
56.964,4.59,1.41,10.32
58.448,2.75,4.82,15.61
59.913,-1.73,0.78,7.85
61.483,6.32,1.33,3.65
62.944,0.16,-1.22,4.86
100.408,0.41,-3.88,13.45
100.412,0.98,-2,4.31
100.415,-2,1.26,9.22
100.418,0.71,-0.47,2.12
100.422,-4.63,2.79,1.1
100.425,-2.47,1.92,7.53
100.428,2.28,2.43,16.71
100.432,-1.84,1.41,9.22
100.435,0.98,3.06,10.24
100.438,-3.37,-0.12,5.69
100.441,0.04,3.57,6.71
100.444,6.47,-5.41,7.65
100.447,1.29,-5.22,8.24
100.45,0.43,0.04,10.2
100.453,0.9,-0.08,9.06
100.456,0.82,0,9.1
100.46,0.71,0,9.1
100.463,0.71,-0.08,9.1
100.467,0.71,-0.08,9.06
100.47,0.75,-0.04,9.06
100.473,0.71,0,9.14
100.476,0.75,-0.04,9.14
100.48,0.67,0,9.1
100.483,0.75,0,9.1
100.563,0.67,-0.04,9.14
102.011,94,0,8.9
