"NAME:","run_5_1.csv"
"EXPERIMENT TIME:","25-05-22 15:25"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","100"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"5.265",".59","-1.57","-4.31"
"5.398","5.06","5.10","-1.29"
"5.402","19.46","10.16","-3.65"
"5.53","20.01","11.92","-11.81"
"5.533","16.24","0.35","-0.12"
"5.534","12.55","0.31","0.94"
"5.536","9.18","-0.86","0.98"
"5.537","4.00","-4.51","-2.04"
"5.666",".22","1.69","-2.31"
"5.667",".94","2.08","-3.37"
"5.669","3.92","1.53","-0.67"
"5.67","4.59","8.36","-8.75"
"5.799","20.01","2.71","-1.53"
"5.801","7.85","-2.28","-2.00"
"5.802","20.01","-0.75","-2.12"
"5.804","12.16","6.47","3.61"
"5.937","16.08","-0.94","0.39"
"5.94","14.67","0.20","0.31"
"5.941","9.57","1.33","1.41"
"5.943","8.08","0.71","-3.33"
"5.944","0.75","3.61","-4.47"
"6.074",".61","0.31","-2.51"
"6.075",".16","-0.47","-3.26"
"6.077",".20","3.06","-1.22"
"6.078","9.18","3.65","-4.90"
"6.209","20.01","10.90","-3.53"
"6.21","20.01","11.06","-13.96"
"6.212","20.01","-3.14","0.90"
"6.213","14.28","0.16","-0.27"
"6.344","10.24","0.82","2.16"
"6.345","5.61","-3.61","-0.47"
"6.347",".08","-0.67","-1.18"
"6.349",".08","1.10","-4.20"
"6.48","0.24","2.08","-2.82"
"6.482","4.31","-0.39","0.20"
"6.484","6.00","10.43","2.82"
"6.485","-13.45","0.71","-1.18"
"6.487","20.01","-6.86","9.57"
"6.62","13.14","4.67","2.86"
"6.622","15.10","5.06","2.86"
"6.623","12.98","-0.47","-0.27"
"6.625","16.16","0.27","-0.71"
"6.756","10.94","0.24","-0.98"
"6.758","3.77","2.55","-4.35"
"6.759","0.04","3.10","-2.16"
"6.761",".63","-1.26","-3.61"
"6.892",".29","-2.12","-3.65"
"6.894",".43","0.63","-4.16"
"6.896","4.67","4.51","-1.06"
"6.897","20.01","5.65","-4.35"
"7.03","19.93","6.98","-5.61"
"7.032","20.01","-1.22","2.82"
"7.033","16.55","-1.22","0.43"
"7.035","8.79","-0.16","1.37"
"7.166","7.92","-3.84","1.02"
"7.168","3.49","-2.86","-1.14"
"7.171",".39","3.02","-6.55"
"7.173",".39","4.04","-1.65"
"7.175","2.86","-0.51","-1.33"
"7.311","2.35","1.14","-7.65"
"7.313","20.01","11.06","11.45"
"7.315","3.92","1.61","-12.12"
"7.316","19.97","-3.14","2.75"
"7.45","14.59","2.71","4.16"
"7.452","11.22","-1.10","1.92"
"7.453","16.16","0.75","1.10"
"7.455","10.24","1.65","-0.24"
"7.456","4.90","2.24","-4.31"
"7.588",".16","3.33","-2.82"
"7.589",".02","-1.65","-3.77"
"7.591",".47","0.16","-3.18"
"7.592",".63","3.41","-6.12"
"7.728","8.04","-0.04","-8.63"
"7.729","20.01","10.20","4.75"
"7.731","15.30","-9.02","15.46"
"7.732","20.01","-2.00","1.73"
"7.734","17.81","-0.47","0.04"
"7.872","10.94","-0.39","2.20"
"7.873","4.55","-4.08","0.27"
"7.875","28","-0.67","-0.78"
"7.881",".08","2.28","-4.43"
"8.014",".29","3.53","-1.61"
"8.015","4.63","1.22","0.04"
"8.017","4.82","0.27","-8.12"
"8.019","20.01","13.49","6.39"
"8.02","-9.34","0.63","-17.65"
"8.159","20.01","-2.86","-1.41"
"8.16","15.46","6.16","3.49"
"8.162","13.42","2.04","0.47"
"8.164","14.24","2.39","0.78"
"8.301","10.75","-2.28","0.90"
"8.303","6.79","-1.14","-2.04"
"8.304","-1.84","2.39","-5.02"
"8.306","0.04","1.92","-4.79"
"8.443",".59","-0.98","-2.55"
"8.445",".51","-1.45","-2.39"
"8.447","1.26","0.59","-8.28"
"8.448","12.98","4.79","-10.90"
"8.45","20.01","13.45","-3.92"
"8.584","20.01","-3.14","8.32"
"8.585","18.36","-2.47","1.10"
"8.587","14.16","-0.43","-2.16"
"8.588","12.40","0.51","0.59"
"8.724","7.96","-0.55","2.04"
"8.726",".84","-1.69","-2.67"
"8.727",".24","0.94","-4.90"
"8.729",".90","2.71","-3.96"
"8.867","2.98","1.69","0.39"
"8.869","5.26","5.06","-9.26"
"8.87","20.01","13.85","4.67"
"8.872",".16","1.02","-9.06"
"8.874","17.22","1.65","2.86"
"9.009","15.38","5.65","4.47"
"9.011","15.85","-1.69","-0.35"
"9.012","14.75","-2.12","0.12"
"9.014","12.47","-0.47","-1.41"
"9.149","-6.39","2.98","-2.55"
"9.151","0.94","4.12","-6.20"
"9.152",".61","0.86","-4.28"
"9.154","1.10","-1.22","-2.94"
"9.155",".14","-1.29","-2.98"
"9.292","5.14","3.57","-1.33"
"9.294","17.77","3.10","-8.75"
"9.296","20.01","16.32","-4.98"
"9.298","20.01","-1.37","1.29"
"9.299","-15.26","-1.80","-0.20"
"9.434","10.40","1.02","1.22"
"9.436","7.22","-1.45","-1.18"
"9.437","1.02","-3.65","-3.53"
"9.439",".83","1.37","-2.55"
"9.574",".59","2.98","-6.00"
"9.575","1.37","2.31","0.43"
"9.577","7.69","7.85","-13.34"
"9.578","20.01","5.41","1.77"
"9.715",".00","1.57","-3.22"
"9.717","20.01","1.84","-0.43"
"9.719","11.96","6.00","2.67"
"9.72","14.16","0.98","0.82"
"9.722","12.63","-1.57","-1.06"
"9.858","10.32","0.94","0.55"
"9.86","6.00","1.29","-1.73"
"9.861","1.65","2.94","-3.92"
"9.863",".00","-0.27","-4.79"
"10.001","0.90","-2.67","-2.59"
"10.003","86","-0.08","-3.61"
"10.005","7.73","3.33","-3.77"
"10.006","20.01","7.96","-4.12"
"10.143","18.24","20.01","-19.22"
"10.145","20.01","-2.75","1.18"
"10.147","15.65","0.24","-0.82"
"10.148","10.00","0.75","0.98"
"10.285","7.96","-0.90","-1.61"
"10.287",".55","0.04","-2.98"
"10.289",".30","3.06","-2.43"
"10.29",".26","2.47","-3.61"
"10.292","5.10","-0.63","-0.04"
"10.293","-7.65","3.02","-7.85"
"10.431","20.01","10.08","8.43"
"10.432","3.69","-0.27","-7.53"
"10.434","14.83","4.39","2.43"
"10.436","15.30","5.22","2.31"
"10.573","14.71","0.86","-0.94"
"10.575","16.48","-1.69","-0.86"
"10.576","8.98","0.86","0.43"
"10.578","5.65","2.31","-4.20"
"10.719","0.67","1.84","-4.35"
"10.721",".78","-0.47","-3.45"
"10.722",".10","-2.04","-2.43"
"10.724","0.63","0.98","-6.51"
"10.725","9.57","3.26","-6.51"
"10.864","20.01","11.14","2.86"
"10.866","20.01","-9.49","11.69"
"10.867","18.67","-0.59","0.63"
"10.869","13.57","1.53","-2.94"
"11.007","-9.53","0.71","2.59"
"11.009","5.30","-3.80","-0.43"
"11.01",".51","-1.53","0.20"
"11.012",".98","-0.12","-6.79"
"11.013","0.16","0.35","-1.88"
"11.152","4.98","0.75","-2.39"
"11.154","18.83","16.99","3.33"
"11.155","3.37","3.33","5.84"
"11.157","20.01","-10.32","6.86"
"11.296","15.42","2.82","1.77"
"11.298","14.98","5.06","1.73"
"11.299","12.32","-0.78","-0.82"
"11.301","12.24","0.55","1.53"
"11.441","7.81","1.73","-2.28"
"11.443","1.14","2.71","-2.98"
"11.445","65","0.43","-3.88"
"11.447",".02","-2.90","-1.96"
"11.448",".41","-1.45","-4.00"
"11.586","8.36","2.51","-3.73"
"11.588","20.01","11.14","-0.90"
"11.59","15.06","12.04","-10.43"
"11.592","20.01","-6.00","1.77"
"11.593","-18.67","-2.43","-0.55"
"11.731","12.55","-2.67","0.43"
"11.733","7.96","-1.29","1.65"
"11.735","0.90","-1.37","-1.61"
"11.737",".71","2.86","-2.20"
"11.878",".12","2.86","-3.57"
"11.879","3.30","0.75","-0.94"
"11.881","2.90","-2.47","-2.82"
"11.883","11.45","9.06","9.73"
"11.884","16.63","2.43","-1.96"
"12.025","20.01","-10.36","9.53"
"12.027","13.02","5.30","3.61"
"12.028","14.98","2.90","1.73"
"12.03","14.12","-0.04","-0.08"
"12.031","15.61","-2.04","0.51"
"12.172","6.71","0.39","0.59"
"12.174","4.71","2.63","-4.04"
"12.176","0.59","0.98","-3.41"
"12.177","0.94","-4.16","-2.98"
"12.318","0.43","-0.43","-1.96"
"12.32","2.24","3.02","-4.71"
"12.322","7.92","4.12","-3.84"
"12.323","20.01","7.49","-0.39"
"12.325","20.01","2.67","2.28"
"12.468","20.01","-0.31","0.98"
"12.47","16.08","0.63","-0.67"
"12.472","11.06","1.14","2.98"
"12.474","7.10","-2.28","-2.71"
"12.617",".33","-0.98","-2.82"
"12.622",".20","1.96","-1.61"
"12.624",".82","1.06","-3.80"
"12.625","4.31","-0.47","0.35"
"12.627","6.47","10.87","-11.38"
"12.769","20.01","3.96","1.49"
"12.771","6.47","-2.82","4.24"
"12.772","18.71","3.73","2.39"
"12.774","15.22","6.12","2.94"
"12.775","16.79","0.59","-0.31"
"12.918","15.22","-1.45","-0.12"
"12.92","8.83","1.65","0.16"
"12.922","6.39","2.71","-1.84"
"12.923","0.24","2.67","-3.45"
"13.065",".98","0.51","-3.14"
"13.067","0.90","-2.71","-2.94"
"13.069","0.24","-1.37","-3.45"
"13.07","8.83","5.33","-2.71"
"13.072","20.01","13.10","-0.16"
"13.215","12.98","7.06","0.94"
"13.216","20.01","-0.86","-0.35"
"13.218","15.89","0.51","-1.29"
"13.219","14.00","0.24","1.88"
"13.364","7.49","-1.45","1.02"
"13.366",".94","2.55","-3.45"
"13.368","4.47","1.06","-0.51"
"13.512","5.45","-2.43","-6.32"
"13.514","11.69","6.94","1.92"
"13.515","12.12","8.43","-0.47"
"13.517","16.24","-0.94","3.45"
"13.518","13.81","3.84","3.65"
"13.661","18.28","1.77","0.39"
"13.663","14.20","-0.82","-0.98"
"13.665","6.83","-0.55","6.59"
"13.666","6.63","2.04","-1.33"
"13.81","1.26","3.96","-4.39"
"13.812",".06","-1.06","-4.98"
"13.814",".10","-2.71","-2.31"
"13.816","1.41","-0.16","-3.22"
"13.818","5.30","4.24","-0.75"
"13.96","17.26","5.65","-6.28"
"13.962","20.01","14.24","-2.59"
"13.963","20.01","-4.67","0.78"
"13.965","15.85","-1.10","-0.35"
"13.966","9.22","0.71","1.06"
"14.111","7.49","-3.80","1.53"
"14.113","0.82","-2.04","-2.24"
"14.115",".92","2.16","-4.20"
"14.116",".77","3.88","-3.88"
"14.262","6.83","0.67","0.00"
"14.264","-7.53","9.53","-12.75"
"14.265","20.01","5.77","4.35"
"14.267",".35","0.20","-10.94"
"14.268","19.42","-1.92","-1.06"
"14.413","14.91","5.06","5.41"
"14.415","16.51","0.55","0.51"
"14.416","15.14","-1.49","-1.77"
"14.418","9.85","-0.04","-1.18"
"14.419","5.53","2.67","-1.41"
"14.564","1.84","3.33","-4.55"
"14.566",".75","-0.20","-4.55"
"14.568","0.82","-1.26","-3.69"
"14.569","0.75","-0.27","-4.16"
"14.714","7.34","6.43","-3.26"
"14.716","20.01","10.40","1.26"
"14.718","16.44","-4.31","8.63"
"14.719","20.01","-1.06","0.27"
"14.721","14.20","0.55","-1.02"
"14.866","9.41","0.67","1.37"
"14.868","6.08","-4.00","-2.63"
"14.87",".69","3.30","-1.88"
"14.871",".02","3.10","-5.10"
"14.873",".43","1.37","-2.16"
"15.018","5.96","-0.59","-0.39"
"15.019","9.73","10.16","-6.94"
"15.021","20.01","-1.96","-7.22"
"15.023","15.77","-3.33","4.39"
"15.024","10.75","7.45","7.26"
"15.172","19.10","1.92","2.94"
"15.174","15.38","-1.45","1.73"
"15.175","13.30","0.00","-0.75"
"15.177","8.32","2.24","-0.24"
"15.179","2.94","4.31","-5.26"
"15.325",".86","-0.51","-2.31"
"15.327","1.45","0.35","-5.69"
"15.329","0.43","-1.61","-3.49"
"15.33","2.59","2.59","-6.39"
"15.332","8.59","4.43","-7.81"
"15.479","20.01","9.41","2.63"
"15.481","20.01","-2.79","8.90"
"15.482","-19.10","-0.35","2.39"
"15.484","13.38","-0.47","0.27"
"15.635","13.26","-1.73","0.27"
"15.639","2.82","-2.98","-2.00"
"15.64",".20","4.00","-0.04"
"15.642",".49","2.98","-4.43"
"15.643","3.14","-0.04","-3.06"
"15.792","5.33","-0.67","-2.51"
"15.794","4.20","14.95","-8.83"
"15.796","20.01","4.55","3.02"
"15.797","17.57","-3.80","-3.80"
"15.799","15.46","4.79","1.77"
"15.946","19.22","2.43","3.10"
"15.948","14.32","-3.53","0.31"
"15.95","13.77","-1.65","-0.12"
"15.952","8.71","2.79","0.59"
"15.953","-3.45","3.88","-5.37"
"16.102",".75","1.92","-4.43"
"16.104","1.26","-0.47","-3.73"
"16.106",".12","-1.02","-3.45"
"16.107",".12","0.43","-3.33"
"16.109","6.55","7.45","-2.35"
"16.258","20.01","5.65","-2.08"
"16.26","20.01","-2.79","3.45"
"16.261","20.01","0.35","0.20"
"16.263","16.71","0.98","0.35"
"16.412","10.90","1.14","1.65"
"16.414","7.88","-2.28","-1.73"
"16.415",".33","0.47","-3.02"
"16.417",".90","3.26","-1.84"
"16.418",".57","-1.53","-3.26"
"16.569","3.45","-0.75","-2.51"
"16.57","8.87","8.47","-7.34"
"16.572","20.01","-4.39","-3.61"
"16.574","5.77","4.47","4.55"
"16.575","10.16","8.75","6.51"
"16.577","20.01","2.51","1.18"
"16.728","12.79","-1.02","1.29"
"16.73","15.22","0.27","-0.24"
"16.731","10.32","-0.35","-0.67"
"16.733","-3.45","4.51","-1.80"
"16.885","0.94","2.04","-5.81"
"16.887",".08","-0.31","-2.39"
"16.888","1.73","-1.49","-4.16"
"16.89","0.35","1.84","-4.31"
"16.892","4.98","4.75","-2.51"
"17.041","20.01","7.88","-2.82"
"17.042","20.01","-1.53","4.59"
"17.044","20.01","3.30","2.28"
"17.045","16.67","0.20","1.18"
"17.047","10.12","-1.29","1.53"
"17.199","4.94","-3.10","-3.73"
"17.2",".96","1.33","-0.98"
"17.202",".51","4.12","-2.16"
"17.204",".71","1.14","-2.51"
"17.354","1.57","-0.51","-2.59"
"17.356","6.47","6.79","-13.22"
"17.357","20.01","0.35","2.55"
"17.359","5.81","3.84","3.53"
"17.361","15.06","5.53","2.59"
"17.363","20.01","4.00","3.69"
"17.515","18.91","-1.06","0.90"
"17.517","20.01","-1.10","-1.88"
"17.519","9.89","0.20","1.61"
"17.521","3.61","6.39","-3.06"
"17.523",".08","2.35","-6.12"
"17.675","0.27","-1.26","-2.51"
"17.676","1.73","-2.16","-2.59"
"17.678","0.20","0.78","-2.55"
"17.679","7.92","7.26","-6.00"
"17.681","20.01","7.57","6.00"
"17.833","20.01","-4.04","5.41"
"17.835","20.01","1.96","1.02"
"17.836","14.12","1.69","1.10"
"17.838","11.49","-1.33","2.31"
"17.989","4.43","-3.37","-3.22"
"17.991",".22","1.69","-2.79"
"17.993",".06","3.14","-3.30"
"17.994",".08","0.94","-3.22"
"17.996","4.59","-0.78","-3.26"
"17.997","-1.88","11.18","-5.49"
"18.148","20.01","-0.51","2.86"
"18.149","11.49","4.12","2.35"
"18.151","12.47","8.55","6.79"
"18.153","20.01","1.61","2.94"
"18.304","15.89","-2.35","1.53"
"18.306","16.99","-2.82","-1.53"
"18.308","7.57","1.96","0.75"
"18.309","4.63","6.63","-2.39"
"18.311","0.35","0.90","-6.51"
"18.313",".06","-0.71","-2.43"
"18.465",".00","-2.08","-3.65"
"18.467",".75","1.22","-5.65"
"18.469","5.30","4.12","-2.08"
"18.47","20.01","7.53","0.47"
"18.623","20.01","-0.51","3.88"
"18.625","20.01","2.24","-0.24"
"18.627","16.44","2.59","1.77"
"18.629","9.96","0.39","-1.41"
"18.631","0.71","-1.88","-1.02"
"18.784",".41","2.82","-1.96"
"18.786",".10","3.26","-2.55"
"18.788",".12","0.24","-3.33"
"18.79","3.84","-2.20","-2.98"
"18.791","8.75","11.06","-9.10"
"18.947","20.01","2.71","-0.51"
"18.95","13.06","-2.35","4.90"
"18.951","15.65","6.32","6.39"
"18.953","20.01","-1.10","2.35"
"18.955","12.67","-2.04","-0.59"
"19.107","17.14","1.06","1.69"
"19.109","5.81","4.43","0.24"
"19.11","2.28","1.84","-6.51"
"19.112",".41","-0.86","-5.10"
"19.114","0.43","0.27","-3.49"
"19.115","0.55","0.12","-3.80"
"19.27","1.37","5.22","-2.24"
"19.272","15.38","4.86","-8.36"
"19.274","20.01","12.08","-9.26"
"19.275","20.01","-1.37","2.39"
"19.43","16.44","0.78","1.92"
"19.432","13.96","0.08","2.12"
"19.434","8.55","-1.77","-0.78"
"19.436",".16","-1.80","-3.02"
"19.438",".24","3.37","-1.92"
"19.592",".18","-0.59","-3.49"
"19.594","1.41","-0.82","-2.24"
"19.596","4.20","0.94","-7.65"
"19.598","15.02","3.22","1.45"
"19.756","20.01","0.71","1.02"
"19.758","20.01","3.69","3.96"
"19.76","16.91","-1.26","2.20"
"19.762","20.01","-2.51","-0.78"
"19.763","11.65","-1.10","0.27"
"19.918","7.14","4.24","0.27"
"19.92","2.43","3.84","-5.84"
"19.922",".55","-0.39","-6.04"
"19.923","0.86","-0.24","-2.75"
"19.925",".75","1.22","-2.71"
