NAME:,run_1_1.csv,,
EXPERIMENT TIME:,25-05-22 18:14,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,160,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.063,0.12,-1.22,10.28
0.082,0.12,-1.29,10.36
0.551,0.2,-1.06,10.32
0.583,0.2,-1.1,10.4
1.04,0.16,-1.57,10.43
1.072,0.24,-1.33,10.87
1.529,0,0.43,10.16
1.542,0.04,0.2,9.85
2.018,-0.24,-0.08,9.73
2.047,-0.59,-0.08,10.24
2.545,0.31,-0.16,12.59
2.551,0.31,-1.26,0.94
2.577,1.65,-5.45,13.85
2.584,-1.61,-2.04,1.26
2.591,-3.69,-0.51,7.3
2.66,-2.39,1.92,7.06
2.729,-0.82,-1.57,0.12
2.797,-3.14,-1.06,-0.39
2.866,-4.94,-1.41,3.26
2.888,2.59,-1.49,13.1
2.935,-2.2,-7.26,20.01
3.001,1.1,-0.94,15.34
3.067,1.37,-4.67,10.71
3.137,2.55,0.31,7.96
3.204,-1.06,1.84,0.75
3.219,2.39,-2.9,-2.59
3.269,0.94,-1.41,1.37
3.286,-1.14,-1.41,1.57
3.317,-2.9,-6.28,9.61
3.339,-2.9,0.04,20.01
3.344,-0.27,-7.77,20.01
3.369,-2.71,0.94,6.94
3.429,0.59,1.22,2.67
3.458,-1.92,-2.43,-0.55
3.496,-4.79,-1.96,1.84
3.521,3.45,-0.71,11.57
3.554,2.51,-4.35,20.01
3.569,-2.39,-0.47,19.26
3.612,2.82,-2.31,14.47
3.673,2.16,-5.26,10.63
3.703,-0.82,-1.41,6.24
3.725,1.61,-0.39,2.9
3.75,0.59,-3.02,2.24
3.791,1.26,-2.28,1.02
3.796,-2.16,-0.27,4.86
3.845,-8.39,-8.47,16.79
3.918,-0.04,7.18,20.01
3.933,-1.22,0.55,6.71
3.965,3.65,-6.35,9.34
3.982,2.94,-3.96,19.81
4.038,-2.04,-1.96,20.01
4.068,-1.53,0.39,8
4.085,-3.37,2.28,7.96
4.099,-1.1,1.45,3.84
4.148,-1.29,-2.2,0.08
4.165,-2.63,-2.2,1.22
4.213,-4,-1.8,1.45
4.267,0.9,-14.79,20.01
4.283,0.86,-2.79,14.79
4.33,1.96,2.08,16.04
4.386,3.49,-0.75,16.67
4.422,1.65,-4.08,6.47
4.424,0.55,0.2,3.96
4.444,0.9,-1.02,1.14
4.533,2.47,-2.82,2.9
4.601,-2.2,-1.33,4.63
4.616,6.75,-3.18,20.01
4.666,-19.61,10.24,17.65
4.681,4,-4.79,4.59
4.734,1.53,-2.63,13.96
4.749,3.18,-2.9,16.51
4.801,3.18,1.96,13.57
4.816,-9.18,5.45,15.69
4.869,-4.59,1.1,7.22
4.902,-1.41,-1.69,4.39
4.937,-0.63,-1.69,-0.78
4.967,-1.14,0.2,0.43
5.006,-10.4,0.39,7.3
5.033,-3.49,-5.26,15.14
5.074,0.24,-2.35,20.01
5.099,-2.63,2.31,16.71
5.119,-1.33,-2.16,14.51
5.148,3.49,-6.9,15.73
5.168,-1.06,1.8,5.81
5.181,1.69,-0.2,4.47
5.231,0.24,-2.98,0.63
