NAME:,run_5_1.csv,,
EXPERIMENT TIME:,25-05-22 18:22,,
ACTIVITY TYPE:,Running,,
COUNT OF ACTUAL STEPS:,130,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.001,-1.29,-1.65,10.71
0.043,-1.41,-1.33,10.2
0.062,-1.41,-1.33,10.43
0.093,-1.06,-1.37,10.63
0.126,-1.26,-1.26,10.04
0.158,-1.26,-1.45,9.85
0.19,-1.22,-1.57,10.32
0.224,-1.29,-1.61,10.4
0.259,-1.57,-1.61,10.28
0.282,-1.53,-1.45,10.12
0.309,-1.37,-1.45,10.08
0.341,-1.26,-1.45,10.04
0.374,-1.37,-1.65,9.89
0.407,-1.06,-1.77,9.85
0.441,-0.78,-1.57,10.24
0.474,-0.31,-1.41,10.28
0.506,-0.31,-1.49,10.36
0.538,-0.16,-1.41,10.36
0.573,-0.24,-1.69,10.71
0.612,-0.51,-1.69,10.75
0.631,-1.14,-2,10.12
0.661,0.04,-2.16,9.85
0.694,-0.43,-2.12,10.28
0.727,-0.94,-2.39,10.36
0.773,0.31,-2.55,10.43
0.804,0.78,-2.47,9.65
0.839,0.35,-3.06,10.47
0.87,0.82,-3.02,10.24
0.902,1.29,-3.14,10.12
0.935,1.1,-3.53,10.12
0.967,1.26,-3.69,10.43
1.002,1.8,-3.18,9.57
1.029,1.88,-2.86,9.14
1.044,2.86,-3.02,8.71
1.076,3.22,-3.14,7.92
1.108,3.37,-3.06,7.73
1.141,3.65,-3.37,9.18
1.174,4.55,-3.49,9.77
1.21,5.41,-4.35,9.96
1.284,5.88,-4.98,9.14
1.314,4.39,-4.79,8.08
1.359,3.53,-3.26,7.96
1.42,2.04,-5.06,3.73
1.475,-1.53,-3.22,11.73
1.497,2.55,-3.8,11.45
1.511,2.12,-0.43,11.49
1.542,1.53,-2.35,9.92
1.578,0.43,-0.9,16.2
1.61,-0.04,-2.47,20.01
1.643,0.59,-3.22,13.42
1.662,-5.1,0.04,12.55
1.707,-3.88,-0.78,1.41
1.738,-2,0.39,4.55
1.761,-1.33,0.78,4.35
1.778,-1.41,2.2,-0.39
1.812,-5.06,1.49,-0.59
1.845,3.14,-4.12,8.32
1.878,-7.69,-4.08,20.01
1.91,-1.73,-2.71,19.81
1.957,3.84,-5.06,20.01
1.989,2.59,-3.06,16.87
2.027,1.45,1.49,9.38
2.045,1.49,-1.02,0.82
2.076,-3.53,-3.26,-3.1
2.109,-1.96,-4.16,-6
2.152,-1.18,1.37,6.63
2.183,-2.67,1.96,11.65
2.216,-17.26,-5.69,12.98
2.672,5.06,3.65,3.14
2.69,-0.75,2.31,15.3
3.172,3.37,-9.92,20.01
3.19,-4.59,-1.18,20.01
3.203,-4.28,4.16,16.2
3.225,-2.82,5.49,1.06
3.233,9.92,2.51,0.9
3.241,-1.69,2.12,1.06
3.259,-2.55,-4.9,-0.63
3.292,-1.29,-0.39,-0.39
3.327,5.37,-3.45,13.45
3.375,-0.47,-15.14,20.01
3.406,4.39,-1.53,20.01
3.428,-4.55,1.41,14.63
3.463,2.51,-2.9,9.49
3.495,-3.3,2,-0.55
3.528,-3.77,-5.45,-6.24
3.564,2.2,-3.8,-5.33
3.596,0.35,3.65,1.84
3.63,-3.22,0.82,12.59
3.66,-15.77,-4.31,5.96
3.693,2.51,-2.94,20.01
3.727,7.81,2.55,3.69
3.762,3.37,-7.65,20.01
3.789,0.2,-5.14,20.01
3.826,-6.79,4.55,15.38
3.858,3.26,-5.65,8.79
3.869,-5.96,-1.8,1.26
3.922,0.27,4.16,1.45
3.937,-1.45,0.55,2.31
3.964,-5.65,-4.08,0.78
3.996,-3.57,-3.37,-0.39
4.028,-19.93,-4.39,12.91
4.061,7.41,-2.59,20.01
4.096,-8.71,0.59,20.01
4.129,11.69,-6.12,20.01
4.163,5.69,-0.39,14
4.195,-1.84,2.98,5.41
4.229,0.08,-5.02,-4.39
4.259,-1.61,-6.04,-7.45
4.293,-1.18,-1.37,-2.86
4.327,-6.39,0.16,11.92
4.361,2.08,0.43,11.34
4.392,-16.32,-15.02,13.45
4.426,-2.39,11.41,12.36
4.457,6.16,-5.73,20.01
4.501,-1.02,-6.9,12.55
4.519,4.79,-3.73,20.01
4.549,-2.98,6.43,6.2
