"NAME:","walk_5.csv"
"EXPERIMENT TIME:","25/05/2022 12:00"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS","102"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"501.55","-9.61","2.51","-0.67"
"501.65","-9.49","2.79","-0.20"
"501.75","-9.30","3.33","-0.08"
"501.85","-9.10","2.94","-0.31"
"501.96","-10.55","3.80","0.82"
"502.06","-8.24","5.30","0.55"
"502.16","-8.08","4.04","1.37"
"502.26","-7.37","5.30","1.69"
"502.36","-6.24","5.26","2.79"
"502.46","-7.18","5.92","3.65"
"502.56","-11.22","5.53","4.35"
"502.66","-5.57","-0.24","1.73"
"502.76","-9.06","3.80","-1.37"
"502.86","-8.39","2.90","-1.26"
"502.97","-8.39","4.31","-0.90"
"503.07","-8.20","4.08","-0.67"
"503.17","-11.30","4.35","-1.88"
"503.27","-11.30","1.26","-3.18"
"503.38","-12.36","0.35","-0.31"
"503.48","-7.41","3.96","0.86"
"503.58","-5.14","1.92","1.49"
"503.68","-7.73","4.24","2.55"
"503.78","-6.83","7.81","4.47"
"503.88","-13.18","2.43","0.35"
"503.98","-8.87","2.31","-1.53"
"504.09","-7.49","2.71","-1.10"
"504.19","-8.63","4.43","-0.63"
"504.29","-8.87","3.57","-0.98"
"504.39","-11.18","3.30","-0.24"
"504.50","-9.69","1.26","-2.12"
"504.60","-10.51","1.06","-0.47"
"504.70","-6.43","3.57","0.94"
"504.80","-4.86","2.28","2.43"
"504.90","-9.89","4.98","2.16"
"505.00","-6.67","6.90","4.35"
"505.10","-8.20","-0.59","-0.39"
"505.21","-9.85","3.14","-1.37"
"505.31","-8.39","3.06","-1.10"
"505.41","-7.69","4.86","0.20"
"505.51","-11.14","4.86","-0.39"
"505.62","-10.40","3.33","-1.73"
"505.72","-14.16","0.39","0.24"
"505.82","-7.96","3.73","0.51"
"505.92","-6.08","2.75","1.41"
"506.02","-4.24","2.31","3.26"
"506.12","-13.73","7.65","3.69"
"506.22","-16.99","-0.27","0.55"
"506.33","-7.85","2.47","-1.29"
"506.43","-7.96","2.12","-0.78"
"506.53","-8.28","5.22","-1.22"
"506.64","-8.51","4.20","-1.18"
"506.74","-10.55","4.04","-1.10"
"506.84","-11.22","1.45","-1.02"
"506.95","-9.57","1.73","0.43"
"507.05","-7.14","2.94","1.29"
"507.14","-4.12","2.24","2.79"
"507.24","-11.30","5.06","3.26"
"507.35","-10.00","8.04","2.86"
"507.45","-7.41","-0.67","-1.18"
"507.55","-9.77","3.18","-0.71"
"507.66","-8.55","4.08","-1.22"
"507.76","-8.16","3.65","-0.55"
"507.86","-11.38","5.53","-1.22"
"507.96","-10.36","3.41","-4.51"
"508.07","-11.77","-0.31","-0.98"
"508.17","-7.18","3.14","1.33"
"508.27","-4.94","2.51","2.00"
"508.37","-8.16","4.43","1.02"
"508.47","-4.55","7.49","4.94"
"508.57","-7.45","0.24","0.20"
"508.67","-10.51","2.86","-1.92"
"508.78","-8.47","2.86","-1.45"
"508.88","-7.22","4.90","-1.02"
"508.98","-9.10","4.51","-0.90"
"509.08","-12.12","2.98","-1.10"
"509.19","-13.42","1.37","2.04"
"509.29","-8.87","4.00","-0.04"
"509.39","-7.53","2.86","1.80"
"509.49","-3.65","2.79","2.86"
"509.59","-14.87","6.00","3.96"
"509.70","-14.47","1.41","0.75"
"509.80","-9.49","3.73","-1.80"
"509.90","-8.43","1.77","-0.51"
"510.00","-9.22","4.20","-0.82"
"510.10","-8.71","3.92","-0.20"
"510.21","-11.85","5.22","-2.00"
"510.31","-9.41","2.20","-3.88"
"510.41","-11.38","0.08","0.00"
"510.51","-7.34","4.90","0.63"
"510.61","-5.84","2.00","1.18"
"510.71","-7.22","2.79","1.69"
"510.81","-5.53","8.32","4.39"
"510.91","-7.53","1.84","1.61"
"511.01","-11.22","1.73","-1.53"
"511.12","-8.12","2.43","-1.57"
"511.22","-7.69","4.79","-0.98"
"511.32","-9.14","4.43","-0.63"
"511.42","-11.38","3.14","0.08"
"511.53","-12.83","1.37","0.78"
"511.63","-8.75","4.47","0.63"
"511.73","-6.59","2.75","1.45"
"511.83","-4.55","2.51","2.63"
"511.93","-13.81","5.22","3.49"
"512.03","-12.47","3.53","3.18"
"512.13","-7.69","0.00","-1.49"
"512.23","-10.00","1.49","-0.08"
"512.34","-9.41","3.69","-1.26"
"512.44","-8.12","4.98","-0.31"
"512.54","-10.79","3.53","-0.27"
"512.65","-10.04","2.75","-5.22"
"512.75","-14.08","-0.08","-0.24"
"512.86","-6.71","2.75","0.35"
"512.96","-5.57","2.94","1.73"
"513.06","-6.55","4.47","1.96"
"513.16","-6.08","8.28","4.47"
"513.26","-6.86","0.82","1.33"
"513.36","-11.14","3.02","-2.08"
"513.46","-7.77","2.00","-1.10"
"513.56","-7.57","4.43","-1.02"
"513.67","-10.20","4.75","-0.71"
"513.77","-11.92","3.10","-0.75"
"513.87","-14.91","1.69","0.75"
"513.98","-9.34","4.39","0.35"
"514.08","-6.16","2.51","1.22"
"514.18","-4.39","2.43","2.63"
"514.28","-14.24","4.86","3.45"
"514.38","-14.00","0.51","1.57"
"514.48","-8.16","1.06","-1.02"
"514.58","-9.06","2.16","-0.39"
"514.68","-9.38","3.53","-1.10"
"514.79","-8.55","3.92","-0.35"
"514.89","-11.53","4.90","-0.55"
"514.99","-10.87","2.75","-4.63"
"515.10","-13.69","-1.69","0.00"
"515.20","-8.16","4.04","0.59"
"515.30","-5.18","2.94","1.10"
"515.40","-5.77","3.84","2.67"
"515.50","-8.67","7.41","5.92"
"515.60","-5.06","-1.37","1.69"
"515.70","-9.57","2.59","-1.02"
"515.80","-8.39","3.37","-0.98"
"515.91","-7.81","3.61","-0.55"
"516.01","-10.67","3.69","-0.67"
"516.11","-11.89","2.67","-1.65"
"516.22","-13.65","2.51","2.08"
"516.32","-8.83","3.06","0.47"
"516.42","-6.83","3.18","0.94"
"516.52","-4.94","2.43","2.51"
"516.62","-14.87","5.45","3.41"
"516.72","-17.30","0.98","0.04"
"516.82","-7.81","0.04","-1.29"
"516.93","-8.75","2.79","-0.90"
"517.03","-9.45","3.53","-0.86"
"517.13","-9.02","3.88","-0.16"
"517.23","-11.38","3.77","-1.57"
"517.34","-9.49","1.84","-4.67"
"517.44","-12.20","-0.51","-1.29"
"517.54","-6.86","3.30","0.90"
"517.65","-4.98","2.55","2.16"
"517.74","-7.88","4.59","1.06"
"517.84","-3.49","7.96","4.04"
"517.95","-9.18","0.63","2.35"
"518.04","-9.96","3.49","-1.88"
"518.15","-8.04","2.31","-0.71"
"518.25","-7.85","4.71","-0.59"
"518.35","-9.38","3.73","-1.10"
"518.45","-11.53","4.04","-0.39"
"518.56","-11.30","0.24","0.35"
"518.66","-10.32","3.53","0.71"
"518.76","-6.20","3.80","0.71"
"518.86","-5.26","2.35","2.24"
"518.96","-13.89","5.65","3.37"
"519.06","-9.69","5.84","0.55"
"519.16","-8.55","0.67","-3.06"
"519.27","-9.02","3.49","-1.10"
"519.37","-9.38","3.61","-0.71"
"519.47","-8.04","5.06","-0.31"
"519.57","-11.14","2.24","-0.86"
"519.68","-10.36","2.16","-2.79"
"519.78","-12.83","2.08","0.75"
"519.88","-7.14","4.08","0.35"
"519.98","-6.83","2.71","1.02"
"520.08","-6.71","3.14","1.80"
"520.18","-8.28","7.85","2.51"
"520.28","-12.59","2.24","0.16"
"520.39","-10.90","3.84","-1.26"
"520.49","-7.53","2.55","-0.39"
"520.59","-8.51","3.33","-0.43"
"520.69","-9.61","3.57","0.63"
"520.79","-10.55","4.24","-1.80"
"520.90","-8.75","0.39","-2.16"
"521.00","-11.26","1.49","-0.51"
"521.10","-7.85","4.59","0.00"
"521.20","-5.73","2.08","2.12"
"521.30","-10.51","4.00","0.63"
"521.41","-3.18","8.00","3.45"
"521.51","-10.67","1.06","1.26"
"521.61","-8.87","2.24","-1.18"
"521.71","-7.77","3.96","-1.14"
"521.81","-8.43","3.06","-0.59"
"521.91","-9.38","2.71","0.24"
"522.01","-10.87","4.47","-0.63"
"522.12","-9.38","0.51","-1.96"
"522.22","-10.94","1.73","-0.39"
"522.32","-7.77","3.41","0.43"
"522.42","-5.37","1.96","2.08"
"522.52","-8.20","4.71","1.26"
"522.62","-3.96","7.10","3.14"
"522.72","-8.83","1.41","4.55"
"522.82","-12.00","5.45","-1.57"
"522.93","-7.88","1.65","-1.02"
"523.03","-8.36","2.79","-0.82"
"523.13","-10.28","2.00","-1.06"
"523.24","-11.26","4.67","0.24"
"523.34","-11.22","0.94","-1.29"
"523.44","-9.57","3.02","0.12"
"523.54","-8.04","3.02","0.75"
"523.64","-5.18","2.16","2.35"
"523.74","-10.04","5.02","2.51"
"523.84","-7.49","5.45","4.12"
"523.95","-8.12","-0.24","-0.27"
"524.05","-10.36","1.37","-1.45"
"524.15","-8.83","2.67","-1.65"
"524.26","-7.45","4.71","-0.78"
"524.36","-10.59","3.61","0.27"
"524.46","-11.41","1.96","-2.12"
"524.56","-14.87","1.65","0.90"
"524.67","-7.57","4.67","0.90"
"524.77","-6.20","2.86","1.26"
"524.87","-4.51","2.51","2.04"
"524.97","-13.34","6.16","4.04"
"525.07","-19.69","1.22","-0.12"
"525.17","-8.00","3.26","-1.61"
"525.27","-8.90","1.29","-1.77"
"525.38","-9.45","3.41","-1.18"
"525.48","-8.90","3.88","-1.14"
"525.58","-10.04","4.12","-1.80"
"525.68","-10.40","0.04","-0.94"
"525.79","-9.81","3.02","0.20"
"525.89","-7.18","3.22","1.18"
"525.99","-4.94","1.77","2.71"
"526.09","-9.26","4.71","0.55"
"526.19","-11.45","5.49","1.92"
"526.29","-7.41","1.57","-2.59"
"526.39","-9.41","-0.04","1.18"
"526.49","-8.71","3.18","-1.41"
"526.60","-7.85","4.59","-0.63"
"526.70","-10.20","1.41","-0.51"
"526.80","-11.57","2.35","-2.28"
"526.91","-14.67","1.26","2.28"
"527.01","-9.18","4.79","0.39"
"527.11","-6.55","2.39","1.57"
"527.21","-4.98","2.51","2.20"
"527.31","-13.18","5.61","3.10"
"527.41","-16.83","1.53","1.92"
"527.51","-7.37","1.18","-1.88"
"527.62","-8.63","2.16","-0.59"
"527.72","-9.57","4.00","-1.14"
"527.82","-8.28","5.06","-0.31"
"527.92","-10.51","1.22","-0.94"
"528.03","-10.94","3.53","-2.59"
"528.13","-14.83","1.41","2.59"
"528.23","-8.39","4.75","0.82"
"528.33","-6.63","2.51","0.78"
"528.43","-5.45","1.65","1.73"
"528.53","-13.96","5.18","1.96"
"528.64","-14.24","5.57","2.12"
"528.74","-6.12","-1.33","-0.75"
"528.84","-10.28","1.69","-0.63"
"528.95","-9.45","3.80","-1.61"
"529.05","-8.08","5.10","-0.31"
"529.15","-11.06","1.10","-0.71"
"529.25","-11.57","2.63","-2.51"
"529.36","-14.00","1.02","1.37"
"529.46","-7.22","4.24","0.71"
"529.56","-6.04","2.20","1.29"
"529.66","-5.73","2.82","2.47"
"529.76","-12.04","6.32","2.71"
"529.86","-20.01","-0.55","-3.30"
"529.97","-7.57","2.43","-2.04"
"530.07","-8.55","0.86","-0.90"
"530.17","-8.90","3.80","-1.06"
"530.27","-8.08","3.57","0.04"
"530.37","-9.77","2.71","-1.73"
"530.48","-11.69","-0.55","-1.02"
"530.58","-9.53","4.16","0.00"
"530.68","-6.83","2.90","1.14"
"530.78","-5.96","1.45","2.63"
"530.88","-9.49","4.08","1.18"
"530.98","-5.45","5.53","4.43"
"531.08","-5.77","0.12","2.00"
"531.18","-10.12","3.49","-1.45"
"531.29","-8.39","2.28","-1.57"
"531.39","-7.65","4.08","-0.82"
"531.49","-9.53","4.31","-1.18"
"531.59","-11.41","2.35","-0.86"
"531.70","-14.55","-0.27","0.78"
"531.80","-9.22","4.67","0.24"
"531.90","-7.18","2.47","1.29"
"532.00","-4.39","1.73","2.63"
"532.10","-13.49","4.79","2.75"
"532.20","-8.90","5.45","4.16"
"532.30","-8.71","-0.94","-0.43"
"532.41","-10.83","1.77","-0.24"
"532.51","-9.06","3.18","-1.41"
"532.61","-7.81","4.79","-0.16"
"532.72","-9.89","2.35","0.04"
"532.82","-10.71","2.59","-0.86"
"532.92","-16.59","0.04","2.16"
"533.02","-8.51","3.88","1.10"
"533.12","-7.18","2.12","1.06"
"533.22","-4.55","0.78","2.59"
"533.32","-13.53","5.61","2.39"
"533.42","-11.26","3.57","4.31"
"533.53","-7.65","-0.94","-0.82"
"533.63","-10.55","0.86","-0.67"
"533.73","-8.67","3.26","-1.73"
"533.84","-8.04","4.63","-0.27"
"533.94","-10.90","1.96","0.27"
"534.04","-11.30","2.24","-2.16"
"534.15","-15.06","0.31","1.33"
"534.25","-7.06","4.67","0.35"
"534.35","-6.83","2.08","0.90"
"534.45","-4.94","2.51","2.79"
"534.55","-14.08","5.53","2.71"
"534.65","-19.97","0.31","-2.90"
"534.75","-7.88","2.47","-1.45"
"534.85","-9.41","0.82","-0.51"
"534.96","-9.14","3.61","-1.06"
"535.06","-8.75","3.53","0.20"
"535.16","-10.24","3.57","-2.04"
"535.26","-10.00","1.06","-2.20"
"535.37","-12.16","1.02","0.16"
"535.47","-6.39","3.80","0.86"
"535.57","-5.26","1.61","2.24"
"535.67","-8.98","4.90","1.96"
"535.77","-5.26","6.20","5.26"
"535.87","-9.77","-0.94","3.41"
"535.97","-9.06","3.88","-1.96"
"536.07","-8.51","2.00","-0.59"
"536.18","-8.32","3.80","-0.59"
"536.28","-8.43","3.02","0.12"
"536.38","-10.16","2.71","-1.06"
"536.48","-10.24","1.41","-4.51"
"536.59","-13.10","-0.04","0.08"
"536.69","-6.94","3.77","0.71"
"536.79","-5.41","1.88","2.08"
"536.89","-7.61","3.61","2.35"
"536.99","-6.47","7.22","4.51"
"537.09","-10.20","2.20","2.63"
"537.19","-11.30","3.65","-1.57"
"537.30","-8.12","1.80","-1.14"
"537.40","-8.71","3.10","-0.71"
"537.50","-9.22","2.35","-0.67"
"537.60","-11.34","2.51","1.26"
"537.71","-12.67","-0.51","0.24"
"537.81","-8.98","3.65","0.24"
"537.91","-7.77","2.86","1.69"
"538.01","-4.63","1.61","3.26"
"538.11","-12.28","4.35","3.14"
"538.21","-16.24","1.69","3.10"
"538.31","-5.41","1.96","-1.10"
"538.42","-10.43","-0.08","-0.43"
"538.52","-9.65","2.79","-1.45"
"538.62","-8.16","4.55","0.51"
"538.72","-10.08","2.71","-0.35"
