"NAME:","walk_3_1.csv"
"EXPERIMENT TIME:","25-05-22 15:14"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","70"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.11",".08","-13.89","2.00"
"0.111",".75","-9.77","1.41"
"0.113",".94","-7.45","0.78"
"0.116",".75","-6.75","0.35"
"0.117",".28","-4.67","0.16"
"0.22",".86","-5.96","0.20"
"0.222",".75","-5.49","0.71"
"0.225",".84","-4.86","0.63"
"0.229",".59","-5.84","2.28"
"0.333",".53","-7.57","2.90"
"0.335",".37","-9.57","2.35"
"0.337",".31","-11.53","0.51"
"0.441",".65","-11.81","6.16"
"0.443",".12","-7.30","6.04"
"0.444",".20","-11.81","2.51"
"0.446","2.47","-15.97","0.43"
"0.55",".35","-10.08","0.98"
"0.552",".33","-5.18","-2.94"
"0.554",".39","-7.96","-1.96"
"0.659",".51","-8.98","0.16"
"0.661",".77","-9.49","1.26"
"0.663",".45","-7.61","1.26"
"0.766",".73","-7.65","0.71"
"0.768",".22","-7.65","1.06"
"0.77",".06","-6.35","0.39"
"0.771",".61","-7.10","0.27"
"0.875",".73","-7.77","0.94"
"0.877",".63","-6.59","0.82"
"0.879",".10","-6.75","0.51"
"0.984",".88","-8.28","1.02"
"0.986",".71","-7.96","-1.37"
"0.988",".71","-9.30","0.82"
"0.99",".12","-8.36","1.73"
"1.094",".31","-9.41","0.47"
"1.096",".26","-12.16","1.10"
"1.23",".37","-11.22","-0.82"
"1.258",".77","-10.71","-1.53"
"1.26","0.63","-12.47","2.82"
"1.261",".79","-12.75","2.00"
"1.263",".75","-8.94","-0.27"
"1.427",".84","-7.53","-0.51"
"1.43",".02","-7.30","1.18"
"1.434",".14","-5.96","0.39"
"1.44",".31","-6.75","1.06"
"1.444",".31","-6.35","0.47"
"1.576",".75","-5.37","0.47"
"1.578",".16","-5.30","1.29"
"1.58","2.94","-6.24","2.51"
"1.583",".30","-6.94","1.69"
"1.589",".79","-10.04","0.90"
"1.695",".61","-10.43","4.75"
"1.697",".57","-8.04","3.69"
"1.699",".18","-10.51","6.28"
"1.701","1.18","-17.53","-0.98"
"1.806","2.63","-14.55","3.73"
"1.808",".51","-6.51","0.12"
"1.81",".96","-6.24","-2.67"
"1.811",".84","-9.26","-1.73"
"1.917",".65","-9.57","1.26"
"1.92",".10","-8.12","0.98"
"1.922",".90","-8.51","0.78"
"1.924",".49","-8.83","1.41"
"2.029",".75","-6.32","-0.39"
"2.031",".61","-7.30","-0.27"
"2.138",".67","-7.53","0.12"
"2.14",".43","-6.75","0.94"
"2.141",".02","-6.55","3.73"
"2.143",".57","-7.57","0.86"
"2.249",".45","-7.77","2.39"
"2.251",".67","-6.75","0.39"
"2.252",".82","-9.53","4.75"
"2.254",".30","-8.87","5.53"
"2.361",".79","-11.22","2.71"
"2.363",".69","-11.22","-0.78"
"2.364",".94","-11.30","-2.35"
"2.471",".98","-12.04","0.98"
"2.473",".43","-14.08","3.14"
"2.474",".94","-9.41","0.67"
"2.476",".20","-8.47","0.59"
"2.584",".82","-7.30","0.43"
"2.586",".12","-5.92","-0.08"
"2.587",".75","-6.04","1.26"
"2.694",".77","-5.49","0.82"
"2.696",".80","-5.26","0.94"
"2.698",".08","-4.86","1.69"
"2.803",".82","-5.65","2.35"
"2.806",".10","-7.10","2.20"
"2.808","6.83","-10.16","3.65"
"2.915",".35","-8.79","5.65"
"2.917",".88","-10.00","5.41"
"2.918",".16","-15.06","-1.65"
"3.025","1.45","-14.36","3.14"
"3.027",".33","-9.10","2.12"
"3.029",".37","-6.35","-1.65"
"3.138",".28","-7.96","-1.26"
"3.14",".69","-9.92","1.37"
"3.141",".16","-8.32","1.06"
"3.159",".47","-7.10","0.04"
"3.269",".33","-7.96","1.18"
"3.271","2.16","-7.88","1.14"
"3.272",".02","-6.83","0.27"
"3.274",".84","-7.77","0.27"
"3.276",".63","-6.71","0.78"
"3.385",".12","-6.51","1.57"
"3.386",".37","-7.06","0.24"
"3.388",".90","-7.45","0.12"
"3.495",".04","-8.04","0.47"
"3.498",".73","-7.73","0.43"
"3.5",".30","-8.59","2.20"
"3.607",".90","-11.06","3.65"
"3.609",".43","-11.41","0.20"
"3.611",".69","-10.94","-1.57"
"3.612",".04","-10.51","-0.82"
"3.72",".31","-15.85","4.63"
"3.722",".69","-12.55","3.45"
"3.724",".20","-8.51","0.71"
"3.726",".59","-5.92","-1.26"
"3.834",".08","-4.63","-0.24"
"3.836",".92","-5.26","0.86"
"3.838",".39","-6.32","1.53"
"3.95",".63","-6.12","1.49"
"3.954",".59","-5.30","1.22"
"3.956",".75","-5.10","1.61"
"4.066",".04","-6.67","2.08"
"4.067",".18","-9.73","0.78"
"4.069",".94","-12.36","3.61"
"4.178",".67","-8.63","4.98"
"4.18",".02","-12.32","2.59"
"4.181","3.49","-16.04","1.96"
"4.183",".43","-8.75","1.88"
"4.292",".08","-7.18","-1.06"
"4.294",".22","-9.38","0.71"
"4.296",".57","-9.49","-0.04"
"4.405",".00","-8.83","1.73"
"4.407",".90","-7.53","0.20"
"4.409",".94","-7.30","0.90"
"4.411",".35","-6.55","0.16"
"4.52",".65","-6.86","0.35"
"4.522",".90","-7.02","0.94"
"4.524",".94","-6.86","2.28"
"4.525",".39","-6.71","1.06"
"4.636",".35","-6.35","1.10"
"4.638",".69","-7.53","1.18"
"4.639",".04","-7.53","1.02"
"4.748",".75","-7.96","2.24"
"4.75",".10","-10.79","3.26"
"4.751",".20","-12.00","-0.43"
"4.86",".65","-10.94","-1.84"
"4.862",".02","-11.49","0.59"
"4.863",".16","-14.87","4.28"
"4.865",".06","-11.02","1.49"
"4.867",".20","-7.92","0.12"
"4.977",".49","-7.30","0.59"
"4.979",".63","-4.20","-0.98"
"4.981",".12","-4.75","0.35"
"5.092",".16","-5.65","1.26"
"5.094",".88","-4.67","0.75"
"5.096",".69","-5.14","1.49"
"5.205",".86","-5.37","2.12"
"5.207",".86","-7.02","1.10"
"5.209",".08","-11.81","2.20"
"5.21",".39","-12.12","3.73"
"5.319",".08","-8.04","6.24"
"5.321",".10","-9.30","5.33"
"5.323","1.80","-16.51","-1.14"
"5.434","3.77","-16.32","2.59"
"5.436",".41","-10.67","2.28"
"5.547",".22","-9.02","2.43"
"5.549",".49","-7.49","0.16"
"5.551",".45","-7.18","0.08"
"5.553",".53","-5.57","-0.08"
"5.667",".75","-5.53","-0.47"
"5.669",".86","-7.85","1.92"
"5.671",".18","-6.20","1.26"
"5.672",".75","-6.98","2.04"
"5.784",".57","-6.16","0.04"
"5.786",".59","-7.53","1.41"
"5.788",".92","-6.55","0.16"
"5.899",".30","-9.18","3.49"
"5.901",".45","-10.43","2.86"
"5.902",".43","-12.24","-0.47"
"5.904",".90","-12.12","-4.47"
"6.016",".08","-14.47","0.63"
"6.018",".20","-15.57","3.37"
"6.02",".35","-11.73","1.80"
"6.131",".26","-7.10","-0.43"
"6.133",".63","-4.90","-0.90"
"6.134",".61","-4.31","-0.16"
"6.247",".37","-4.75","0.12"
"6.249",".12","-5.10","0.78"
"6.251",".61","-4.79","1.22"
"6.253",".08","-4.86","1.61"
"6.364",".04","-5.41","3.22"
"6.366",".79","-7.26","2.79"
"6.368",".55","-11.26","1.10"
"6.37",".22","-10.75","7.02"
"6.481",".00","-10.87","7.18"
"6.483",".63","-16.48","2.75"
"6.485","6.00","-16.20","-1.49"
"6.487","0.24","-7.65","2.94"
"6.599",".10","-6.04","-1.88"
"6.601",".92","-10.40","2.00"
"6.603",".53","-8.47","-0.90"
"6.717",".98","-7.06","1.37"
"6.722",".90","-7.30","0.20"
"6.724","2.86","-6.63","0.75"
"6.726",".90","-5.49","-1.37"
"6.838",".51","-6.47","1.18"
"6.84",".77","-6.12","1.61"
"6.842",".37","-5.81","-0.43"
"6.953","5.30","-6.35","1.53"
"6.955",".69","-7.14","0.51"
"6.957",".41","-7.96","2.94"
"6.959",".37","-11.30","1.84"
"7.07",".37","-11.45","-1.37"
"7.072",".41","-11.96","-0.04"
"7.074",".96","-11.18","-0.47"
