NAME:,walk_3_1.csv,,
EXPERIMENT TIME:,24-05-2022_2349,,
ACTIVITY TYPE:,Walk,,
COUNT OF ACTUAL STEPS:,73,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0,-4.75,-9.02,-2.75
0.380918,-4.43,-8.75,-1.22
0.762337,-3.8,-9.69,-3.18
1.144257,-1.65,-9.41,-2.9
1.526678,-0.94,-9.49,-1.45
1.9096,-1.06,-9.22,-0.82
2.293023,-1.65,-9.02,-4.35
2.676947,-1.18,-9.96,-3.02
3.061372,-1.1,-9.02,-1.22
3.446298,-2.39,-8.16,-2.82
3.831725,-0.16,-9.57,-2.43
4.217653,-1.02,-8.79,-1.26
4.604082,-3.73,-9.38,-2.82
4.991012,0.71,-10,-1.8
5.378443,-2.24,-9.85,-1.06
5.766375,-2.31,-11.14,-0.59
6.154808,-0.47,-9.45,-1.02
6.543742,-2.16,-9.38,-2.59
6.933177,0.04,-10.36,0.67
7.323113,-0.35,-9.57,-1.92
7.71355,-1.45,-11.49,-2.16
8.104488,-1.57,-11.02,-0.98
8.495927,-0.43,-9.38,-1.73
8.887867,-2.24,-7.61,-1.92
9.280308,-1.06,-9.45,0.24
9.67325,-1.73,-9.45,-1.8
10.066693,-2.94,-10.59,-2.98
10.460637,-0.51,-8.79,-0.04
10.855082,-1.69,-9.34,-2.2
11.250028,-0.51,-10.63,-1.92
11.645475,-1.29,-9.18,-1.29
12.041423,-2.94,-8.75,-3.57
12.437872,0,-9.57,-1.29
12.834822,-1.57,-9.45,-1.61
13.232273,-2.28,-10.55,0.2
13.630225,-0.82,-9.77,-0.9
14.028678,-1.49,-10.28,-2.16
14.427632,-1.1,-10.47,-0.59
14.827087,-1.1,-9.77,-1.57
15.227043,-2.39,-10.67,-2.24
15.6275,-0.71,-8.43,-0.39
16.028458,-1.8,-9.45,-2.47
16.429917,-0.86,-9.81,-1.53
16.831877,-0.9,-8.55,-0.47
17.234338,-3.26,-9.57,-2.28
17.6373,-0.12,-9.69,-0.98
18.040763,-1.06,-10.59,-1.53
18.444727,-2.59,-11.65,0.24
18.849192,-0.31,-9.57,-1.57
19.254158,-2.47,-11.14,-2.43
19.659625,-1.33,-10.59,-0.47
20.065593,-0.82,-9.41,-1.65
20.472062,-1.33,-9.85,-2.55
20.879032,-0.86,-8.2,-0.67
21.286503,-2.47,-9.61,-2.55
21.694475,-1.06,-10.63,-2.35
22.102948,-1.77,-9.26,-1.37
22.511922,-2.9,-9.22,-2.35
22.921397,-0.55,-9.57,-1.8
23.331373,-2.2,-10.32,-1.92
23.74185,-0.63,-11.49,-0.47
24.152828,-0.47,-9.69,-1.73
24.564307,-1.37,-11.14,-2.55
24.976287,-0.43,-8.71,-0.78
25.388768,-1.96,-9.49,-2.59
25.80175,0.27,-11.14,-2.86
26.215233,-2,-8.94,-0.9
26.629217,-2.04,-9.02,-2.9
27.043702,0.39,-9.45,-1.84
27.458688,-1.26,-9.65,-0.9
27.874175,-2.71,-8.9,-1.88
28.290163,-0.67,-9.45,-1.33
28.706652,-1.53,-11.1,-2.31
29.123642,-1.02,-11.92,-0.86
29.541133,-0.71,-9.53,-1.73
29.959125,-3.06,-8.24,-3.02
30.377618,-1.92,-10.63,0.31
30.796612,0.16,-9.3,-1.69
31.216107,-1.33,-9.06,-1.96
31.636103,-1.14,-8.04,-0.47
32.0566,-2.82,-9.41,-2.08
32.477598,-0.71,-10.32,-2.43
32.899097,-0.55,-9.06,-0.59
33.321097,-2.75,-10.04,-3.41
33.743598,-0.82,-9.92,-2.08
34.1666,-0.82,-9.81,-1.26
34.590103,-1.73,-8.83,-0.82
35.014107,-0.31,-9.45,-1.61
35.438612,-1.77,-10.32,-1.8
35.863618,0,-11.69,-0.59
36.289125,-0.27,-9.57,-1.29
36.715133,-2.2,-9.53,-2.9
37.141642,0.12,-10.43,-0.35
37.568652,-0.75,-9.3,-1.69
37.996163,-1.8,-10.28,-2.47
38.424175,-1.06,-8.36,-0.39
38.852688,-2.75,-9.69,-2.79
39.281702,-0.67,-9.69,-1.61
39.711217,-2.47,-9.65,-1.77
40.141233,-5.18,-11.53,-0.78
40.57175,-0.47,-9.65,-1.61
41.002768,-1.37,-11.3,-2.04
41.434287,-2.08,-15.61,-1.92
41.866307,-1.18,-9.49,-1.88
42.298828,-3.33,-7.85,-3.53
42.73185,-1.26,-9.85,0.24
43.165373,-2.31,-9.3,-2.08
43.599397,0.47,-10.2,-2.31
44.033922,-0.9,-8.47,-0.43
44.468948,-2.79,-8.75,-2.71
44.904475,-0.98,-9.41,-2.35
45.340503,-2.16,-9.18,-1.84
45.777032,-2.04,-11.22,-2.98
46.214062,-0.94,-9.14,-4.2
46.651593,-3.37,-9.3,-3.61
47.089625,-0.86,-9.53,-0.63
47.528158,-1.8,-8.79,-2.35
47.967192,0.04,-9.1,-2.59
48.406727,-2.71,-9.1,-1.45
48.846763,-0.94,-8.94,0.35
49.2873,-1.65,-10.36,-2.51
49.728338,-0.78,-9.45,-2.94
50.169877,-2.63,-8.59,0.04
50.611917,-4,-9.61,-1.92
51.054458,-6,-7.96,-3.26
51.4975,-5.69,-8.2,-3.06
