NAME:,yoniwal2.csv
EXPERIMENT TIME:,Tue May 24 16:51:26 GMT+03:00 2022
ACTIVITY TYPE:,Walking
COUNT OF ACTUAL STEPS:,74

Time [sec],ACC X,ACC Y,ACC Z
917.47,1.92,9.02,2.2
917.53,2.00,9.10,1.37
917.58,2.04,9.34,1.53
917.63,2.43,9.06,0.98
917.69,1.96,9.41,0.86
917.74,1.65,9.38,1.33
917.80,1.77,9.38,1.37
917.85,1.26,9.49,1.37
917.90,1.49,9.18,1.45
917.96,1.29,9.18,1.69
918.01,1.06,9.18,1.69
918.07,0.94,9.34,1.69
918.12,0.63,9.26,1.8
918.17,0.24,9.53,1.92
918.23,0.16,9.30,1.69
918.28,0.20,9.34,2.16
918.34,0.12,9.34,1.84
918.39,0.12,9.02,1.96
918.44,-0.04,9.26,2.2
918.50,0.47,9.49,1.61
918.55,0.67,9.81,0.98
918.61,0.35,11.96,1.57
918.66,1.18,11.14,1.33
918.71,3.80,12.47,0.94
918.77,2.43,7.22,0.9
918.82,1.18,10.24,2.31
918.88,1.37,9.06,0.9
918.93,2.75,8.47,0.98
918.98,2.59,9.41,1.8
919.04,1.33,8.28,2.59
919.09,1.26,8.12,3.22
919.14,1.73,6.90,3.41
919.20,1.45,7.41,4.28
919.25,0.78,7.85,4.86
919.31,1.41,8.71,4.55
919.36,2.16,9.53,4.39
919.41,1.61,9.77,6.98
919.47,1.02,8.12,7.45
919.52,5.06,10.55,3.41
919.58,8.87,15.10,2.79
919.63,1.49,4.55,-0.31
919.68,2.31,11.61,0.16
919.74,2.98,7.53,1.61
919.79,2.79,8.87,0.55
919.85,0.75,3.37,4.2
919.90,-0.31,9.30,2.12
919.95,0.71,9.38,2.04
920.01,0.59,9.22,1.8
920.06,0.86,8.90,2.35
920.12,0.43,8.90,1.84
920.17,0.31,9.02,1.73
920.22,1.26,9.26,2.79
920.28,-0.98,9.92,2.2
920.33,0.67,9.45,2.39
920.39,0.59,12.12,-0.16
920.44,6.67,10.67,1.02
920.49,3.10,8.43,1.22
920.55,0.20,11.26,2.86
920.60,1.73,8.94,1.92
920.66,0.51,8.20,1.57
920.71,3.30,7.88,2.35
920.76,2.12,7.69,2.59
920.82,1.41,5.92,4.0
920.87,1.45,6.55,4.16
920.92,1.53,7.92,4.86
920.98,1.77,9.34,4.9
921.03,0.31,10.08,6.59
921.09,-0.55,8.12,9.26
921.14,8.20,12.40,2.28
921.19,6.43,12.08,3.06
921.25,0.90,7.45,1.14
921.30,2.63,11.30,-0.12
921.36,2.35,6.59,1.92
921.41,0.51,8.16,1.33
921.46,-1.26,9.85,2.39
921.52,-0.39,9.45,2.2
921.57,0.00,9.10,1.92
921.62,1.14,8.63,2.24
921.68,1.18,9.06,2.12
921.73,0.08,10.43,1.65
921.79,-0.82,10.87,2.98
921.84,0.82,11.53,0.16
921.90,2.86,13.30,1.53
921.95,4.39,8.59,0.86
922.00,1.29,9.89,2.35
922.06,1.77,9.41,1.65
922.11,1.45,8.71,1.06
922.16,2.67,8.20,1.88
922.22,2.00,8.43,3.3
922.27,0.39,6.55,4.04
922.33,0.82,6.00,4.51
922.38,0.24,7.06,5.33
922.43,1.26,8.36,5.57
922.49,1.77,9.57,4.2
922.54,0.16,9.10,8.2
922.60,4.43,7.37,4.94
922.65,11.02,15.65,2.12
922.70,1.14,4.59,0.2
922.76,-0.31,9.92,-0.67
922.81,4.39,7.02,1.61
922.86,1.41,8.04,0.86
