NAME:,walk_2_1.csv,,
EXPERIMENT TIME:,24/05/2022 10:21,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,70,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
0.649,0.04,-2.04,9.1
2.16,0.04,-2.12,8.98
3.714,0.04,-2.04,9.06
5.226,43,-2.04,8.79
6.658,0,-2.12,8.98
8.214,0,-2.2,8.98
9.669,-0.75,-2.43,10.16
11.162,-0.04,-0.9,8.79
12.684,-1.02,-2.51,9.41
14.209,1.45,-1.8,9.14
15.125,0.98,0.16,6.04
16.623,2.04,0.67,9.53
18.149,-1.73,0.9,8.79
19.631,0.71,-0.16,8.71
21.189,0.12,-0.04,11.34
22.692,0.14,-1.18,7.06
24.139,0.63,-0.31,9.73
25.643,-1.45,0.2,9.57
27.193,0.24,0,6.94
28.637,1.1,0.2,8.36
30.187,0.61,-1.22,8.75
31.681,0.04,-0.55,8.59
33.143,1.49,0.16,8.39
34.676,59,-0.31,10.08
36.147,0.08,-0.82,5.84
37.645,0.78,0.04,10.63
39.17,1.18,-0.31,6.35
40.765,39.17,0,9.1
42.296,4.47,-1.41,10.55
43.762,-0.2,-1.45,7.85
45.297,-3.26,-2.94,11.92
46.767,2,-3.18,8.32
48.258,-3.45,-0.9,8.79
49.812,0.94,-1.49,9.06
51.282,-2.9,-0.71,9.96
52.831,1.18,-2.82,9.61
54.33,1.69,-2.47,6.63
55.837,5.14,-2.51,8.12
57.275,-2.2,-4.2,5.84
58.837,2.28,-2.55,10.2
60.283,-2.55,-2.16,8.63
61.841,4.59,-1.53,10.16
