NAME:,walk_5_1.csv,,
EXPERIMENT TIME:,22-05-22 20:10,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS,118,,
   ,,,
Time [sec],ACC X,ACC Y,ACC Z
213.009,-5.14,9.06,0.2
213.047,-4.9,9.02,0
213.161,-4.75,10.94,1.65
213.2,-3.8,9.81,3.14
213.237,-3.84,8.63,3.69
213.275,-5.02,7.45,4
213.312,-5.02,7.34,4.24
213.35,-4.43,8.67,3.02
213.387,-4.71,8.83,2.59
213.425,-4.39,6.32,2
213.462,-3.92,5.41,1.84
213.5,-3.88,7.3,3.45
213.537,-5.81,7.73,4
213.575,-6.94,7.41,2.51
213.612,-6.28,6.9,2.04
213.65,-5.65,7.53,1.33
213.687,-5.06,9.81,1.61
213.725,-7.06,10.32,1.92
213.878,-0.78,10.04,4.31
213.916,-2.12,10.4,4.2
213.955,-5.06,9.61,3.02
213.992,-5.1,7.14,1.88
214.03,-3.84,5.49,1.65
214.067,-2.31,5.22,1.1
214.105,-1.06,5.69,0.08
214.142,-3.49,5.02,-1.22
214.181,-6.28,7.53,-0.55
214.22,-6.9,11.1,2.28
214.258,-7.65,13.42,1.06
214.297,-8.98,12.83,-0.35
214.336,-6.28,12.43,2.59
214.526,-5.1,5.49,0.94
214.563,-3.49,6.04,3.33
214.601,-1.96,4.94,3.37
214.638,-2,5.02,3.18
214.676,-5.1,8.28,3.3
214.713,-6.39,7.85,3.61
214.751,-7.26,7.81,1.1
214.788,-6.47,10.16,2.67
214.827,-8.87,11.3,2.47
214.865,-8.87,11.45,5.1
214.904,-3.37,8,5.22
214.941,-0.86,9.02,3.88
215.131,-3.84,5.14,0.43
215.169,-3.02,6.55,0.55
215.206,-3.65,6.9,-0.43
215.245,-5.26,6.98,-1.06
215.283,-5.96,7.69,0.63
215.321,-6.79,12.75,2.04
215.359,-8.9,13.3,1.37
215.398,-7.61,15.14,4.35
215.436,-4.04,10.63,3.53
215.475,-2.86,6.98,2.43
215.512,-3.57,7.53,5.65
215.55,-3.65,7.81,4.12
215.587,-3.02,8.36,2.16
215.625,-2.71,6.39,1.41
215.662,-2.86,3.92,1.73
215.7,-5.1,4.86,1.37
215.812,-5.53,7.77,1.96
215.85,-5.92,9.22,1.61
215.887,-8,11.06,1.88
215.926,-8.9,11.73,2.43
215.964,-5.1,9.77,6.16
216.002,-1.77,8.08,6.94
216.039,-1.77,10.67,4.9
216.078,-6.43,13.1,4.9
216.116,-3.84,8.43,2.9
216.154,-4.63,5.88,0.12
216.191,-5.37,4.28,-0.04
216.23,-4.35,5.22,0.24
216.267,-2.63,7.02,0.39
216.382,-7.34,12.4,1.53
216.421,-10.16,12.43,1.26
216.46,-6.94,13.53,0.75
216.499,-1.88,14.28,6.08
216.537,-2,9.22,4.59
216.575,-2.82,7.22,4.51
216.612,-4.31,6.24,4.51
216.65,-3.26,7.96,2.47
216.687,-2.55,8.28,2.43
216.725,-2.47,4.94,3.33
216.762,-3.53,3.22,2.71
216.8,-5.77,4.86,1.69
216.837,-5.92,7.41,2.98
216.875,-6.55,7.81,2.86
216.912,-7.26,8.16,0.75
217.065,-1.26,8.2,6
217.103,-2,10.32,4.2
217.141,-5.18,12.79,5.37
217.18,-3.73,7.81,2.59
217.217,-4.24,6.04,0.63
217.255,-5.26,4.86,0.35
217.292,-3.57,5.22,-0.04
217.331,-1.26,6.71,-4.79
217.37,-4.55,7.06,-0.86
217.408,-6.94,10.08,1.29
217.447,-8.24,12.83,1.45
217.485,-10.4,12.71,-0.59
217.526,-4.59,14,4.98
217.564,-2.12,14,8.16
217.678,-3.8,5.37,1.53
217.715,-3.61,8.04,2.47
217.753,-1.37,6.51,4.08
217.79,-1.8,3.92,1.69
217.828,-4.59,4.39,1.69
217.865,-7.49,7.49,2.86
217.903,-5.69,9.34,3.14
217.94,-5.84,9.89,2.39
217.978,-7.77,9.96,1.96
218.015,-11.41,11.85,3.41
218.055,-7.37,9.57,5.49
218.092,-0.39,9.22,5.33
218.13,-0.82,11.53,5.02
218.168,-6.28,12.59,5.33
218.207,-2.98,7.3,2.24
218.245,-3.1,5.57,1.1
218.282,-4.39,3.61,-0.12
218.321,-4.43,4.04,-0.24
218.359,-2.79,6.9,-0.63
218.398,-3.88,8,-1.33
218.436,-6.63,11.45,2.43
218.475,-10.87,12.43,1.92
218.514,-8.47,12.51,1.26
218.553,-1.65,16,7.49
218.591,-1.33,9.89,5.77
218.629,-2.79,6.08,2.51
218.666,-4.94,6.16,2.55
218.704,-2.82,6.75,1.88
218.741,-2.9,7.96,3.22
218.779,-2.31,5.06,3.53
218.816,-3.49,3.88,2
218.966,-5.02,10.08,2.43
219.005,-7.92,10.08,-0.24
219.045,-7.65,12,4.82
219.083,-3.37,8.24,6.75
219.121,-1.45,9.85,5.57
219.158,-3.06,12.87,4.75
219.197,-6,10.71,3.02
219.235,-5.41,6.79,1.41
219.273,-6.16,4.08,0.39
219.31,-4.35,3.96,-0.51
219.349,-1.53,5.81,0.35
219.386,-3.69,6.86,-1.88
219.425,-5.92,7.57,0.04
219.462,-8,10.51,1.84
219.501,-8.98,13.89,2.55
219.616,-1.33,7.37,3.92
219.654,-4.35,6.32,1.49
219.691,-4.86,5.92,2.98
219.729,-3.33,7.57,2.9
219.766,-2.59,7.69,3.33
