"NAME:","walk_2_1.csv"
"EXPERIMENT TIME:","25-05-22 15:12"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","70"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"0.001",".12","-8.94","1.80"
"0.064",".12","-8.87","1.96"
"0.067",".16","-8.75","1.33"
"0.135",".12","-9.06","1.96"
"0.137",".00","-9.10","2.12"
"0.2",".04","-8.90","2.08"
"0.201",".08","-8.79","1.92"
"0.268",".04","-8.87","1.92"
"0.27",".00","-8.87","1.84"
"0.333",".04","-8.94","1.96"
"0.335","0.08","-8.94","2.04"
"0.404","0.24","-8.98","2.59"
"0.406",".08","-8.83","1.80"
"0.47",".04","-8.75","1.61"
"0.472","0.08","-8.79","1.92"
"0.538","0.04","-8.94","3.02"
"0.54","0.08","-8.75","1.92"
"0.541","-0.16","-8.83","2.08"
"0.607","0.16","-8.90","1.73"
"0.676","0.20","-9.06","2.04"
"0.68","0.43","-9.18","1.73"
"0.682","0.47","-9.02","1.53"
"0.746","0.04","-8.83","1.41"
"0.748",".00","-9.30","1.37"
"0.815",".00","-9.06","1.45"
"0.819",".51","-8.43","0.90"
"0.885",".06","-8.90","0.71"
"0.887",".90","-9.85","1.18"
"0.953",".35","-9.02","1.53"
"0.958",".98","-8.79","1.65"
"1.024",".51","-9.34","1.37"
"1.026",".47","-9.18","1.65"
"1.092","0.82","-8.63","1.14"
"1.115",".86","-8.75","1.10"
"1.266",".71","-8.98","1.18"
"1.27","0.51","-8.94","1.22"
"1.275",".75","-8.87","1.26"
"1.279",".78","-8.94","1.41"
"1.387",".22","-8.83","1.29"
"1.389",".61","-8.59","1.06"
"1.39",".96","-8.36","0.67"
"1.392",".65","-8.39","0.43"
"1.394",".82","-9.22","0.75"
"1.461",".26","-8.79","1.45"
"1.462",".61","-8.79","1.80"
"1.464",".92","-8.90","1.33"
"1.531",".08","-10.98","1.26"
"1.533",".90","-14.71","0.20"
"1.535",".35","-14.08","-1.06"
"1.609","-2.71","-10.20","-0.43"
"1.613","4.31","-9.10","2.75"
"1.679","1.53","-8.39","0.59"
"1.681",".00","-10.00","0.08"
"1.747",".71","-10.16","-0.24"
"1.749",".12","-9.10","1.29"
"1.816","0.20","-7.96","1.92"
"1.818","0.35","-7.85","1.61"
"1.89",".24","-6.75","0.82"
"1.892",".39","-5.84","0.78"
"1.958","0.20","-5.88","1.69"
"1.96","0.12","-5.57","2.47"
"1.962",".26","-6.51","2.20"
"2.029",".77","-9.26","3.69"
"2.031",".16","-11.14","0.59"
"2.098",".10","-12.75","5.49"
"2.1",".30","-8.98","5.14"
"2.168",".55","-13.30","6.32"
"2.17","6.83","-14.67","2.20"
"2.237","4.31","-10.43","3.69"
"2.239","1.18","-7.49","1.37"
"2.241",".27","-10.20","-0.24"
"2.314","1.69","-9.73","-0.51"
"2.316","2.43","-8.12","1.88"
"2.389","1.57","-6.75","0.98"
"2.391","2.20","-5.26","1.06"
"2.459","0.59","-6.43","1.02"
"2.461",".24","-5.96","0.47"
"2.528",".08","-7.26","0.43"
"2.53",".31","-6.83","0.24"
"2.598",".06","-8.43","2.08"
"2.6",".65","-7.77","0.82"
"2.602","0.35","-8.24","1.65"
"2.669",".57","-8.98","1.80"
"2.671",".37","-13.85","1.14"
"2.74","4.16","-15.61","0.82"
"2.741","2.12","-16.63","-2.98"
"2.809","2.20","-13.89","3.10"
"2.811","4.20","-10.40","2.71"
"2.879","2.28","-11.96","2.04"
"2.881",".84","-10.87","0.00"
"2.948",".35","-5.02","-3.10"
"2.95",".00","-4.82","-0.59"
"3.02","1.18","-5.02","-0.63"
"3.022","0.78","-5.37","0.67"
"3.09","0.04","-4.90","1.06"
"3.091",".98","-5.02","1.73"
"3.118",".10","-6.51","3.22"
"3.193","0.04","-8.94","0.43"
"3.195","1.29","-14.32","3.14"
"3.197",".08","-13.02","8.39"
"3.267",".41","-9.26","6.55"
"3.269","3.53","-17.38","-0.27"
"3.27","6.83","-11.77","4.47"
"3.339","2.20","-6.94","0.75"
"3.341",".18","-8.32","0.67"
"3.408",".28","-9.10","-0.27"
"3.41","0.71","-9.26","1.88"
"3.479","1.29","-7.34","1.84"
"3.481","1.84","-5.88","1.29"
"3.55","0.35","-6.39","1.45"
"3.553",".63","-4.79","-0.51"
"3.622",".08","-8.24","0.31"
"3.624",".10","-7.26","1.22"
"3.693",".37","-7.61","1.14"
"3.695",".39","-8.71","3.49"
"3.697",".84","-9.92","2.08"
"3.767",".39","-9.22","0.55"
"3.769","2.20","-13.49","1.84"
"3.838","2.28","-17.02","-0.75"
"3.84","2.31","-14.91","-0.94"
"3.909","1.96","-13.69","0.16"
"3.911","1.65","-13.53","1.06"
"3.913","0.12","-12.20","1.53"
"3.982",".26","-6.24","-1.22"
"3.984",".04","-2.35","-1.18"
"4.053","0.20","-4.63","-0.12"
"4.055",".27","-5.18","0.16"
"4.123",".59","-4.55","1.88"
"4.125",".14","-4.82","1.18"
"4.196",".06","-5.92","2.47"
"4.198",".10","-8.51","0.71"
"4.199","0.08","-13.93","1.61"
"4.269",".43","-13.61","7.41"
"4.271",".14","-13.30","6.51"
"4.341","5.49","-17.50","0.08"
"4.343","7.45","-12.67","4.39"
"4.413","1.69","-8.08","-2.00"
"4.415",".39","-9.61","-0.90"
"4.417","0.51","-8.28","0.78"
"4.487",".63","-8.98","1.33"
"4.489","0.12","-6.43","0.86"
"4.564","1.45","-7.49","2.31"
"4.566",".43","-6.04","0.20"
"4.637",".18","-7.45","-0.16"
"4.639",".49","-8.36","0.59"
"4.71",".65","-6.94","1.26"
"4.712",".51","-9.73","3.26"
"4.784",".35","-10.24","3.14"
"4.786",".02","-10.24","1.73"
"4.787",".84","-13.42","2.55"
"4.858","0.39","-13.14","0.55"
"4.859","0.86","-14.40","-0.12"
"4.93","-2.79","-11.10","-1.14"
"4.932","2.47","-10.36","-0.20"
"4.934","1.14","-13.77","2.63"
"5.004","1.65","-10.59","0.08"
"5.006","1.61","-9.06","2.16"
"5.077","0.24","-7.53","0.78"
"5.078",".18","-6.67","0.00"
"5.151",".88","-5.22","-1.02"
"5.153",".39","-4.79","0.04"
"5.155",".39","-4.63","0.39"
"5.227","0.31","-4.08","0.75"
"5.229",".39","-4.35","1.22"
"5.3",".67","-7.69","1.80"
"5.302","0.08","-10.36","2.00"
"5.373",".26","-12.12","4.98"
"5.375","0.47","-11.89","6.55"
"5.446","5.41","-17.10","-1.41"
"5.448","5.96","-13.26","5.49"
"5.45","3.10","-9.41","2.00"
"5.522",".79","-9.34","0.20"
"5.523",".39","-9.34","0.78"
"5.596",".51","-7.45","1.29"
"5.597","0.78","-5.92","0.98"
"5.668","2.04","-5.45","0.24"
"5.67","2.28","-5.84","0.55"
"5.744","0.86","-5.26","0.12"
"5.746","1.14","-6.94","-0.63"
"5.817",".69","-9.61","1.53"
"5.819",".69","-7.41","3.10"
"5.824",".59","-8.98","1.57"
"5.895",".24","-9.85","0.08"
"5.965","3.65","-13.30","2.31"
"5.967","1.14","-14.91","-0.08"
"5.969","1.69","-14.20","-0.31"
"6.042","2.71","-13.77","-0.27"
"6.044","1.33","-16.12","3.53"
"6.117",".06","-12.32","1.49"
"6.119",".49","-6.71","-0.78"
"6.12","0.00","-3.92","-0.59"
"6.192","0.31","-4.04","-1.61"
"6.194",".47","-3.92","0.12"
"6.266",".82","-3.45","0.63"
"6.267",".12","-4.79","1.57"
"6.269","0.12","-6.59","3.80"
"6.34",".43","-9.61","0.55"
"6.418",".20","-15.89","4.79"
"6.42",".31","-10.55","6.67"
"6.421",".77","-11.06","9.02"
"6.494","9.38","-15.61","-6.43"
"6.496","7.85","-14.20","2.12"
"6.567","2.94","-8.04","0.39"
"6.569",".51","-9.02","0.12"
"6.571","1.37","-7.81","-0.90"
"6.643","0.98","-8.83","2.43"
"6.645","0.04","-6.16","0.47"
"6.719","1.84","-6.98","0.35"
"6.721","0.04","-4.79","0.59"
"6.722",".47","-6.32","-0.20"
"6.796",".84","-6.83","-1.14"
"6.867",".06","-9.18","2.86"
"6.869",".49","-7.57","1.37"
"6.871","1.02","-9.89","5.37"
"6.943",".00","-8.98","0.00"
"6.945",".37","-10.75","2.31"
"6.946","1.73","-12.91","2.04"
"7.019","1.80","-12.16","2.04"
"7.091","0.82","-12.47","-1.33"
"7.093","0.20","-13.93","-0.98"
"7.095","2.00","-17.65","4.24"
"7.168","0.75","-12.36","2.39"
"7.169",".43","-7.81","0.51"
"7.171",".67","-5.37","0.08"
"7.246",".06","-3.45","-2.86"
"7.248",".67","-4.08","-0.39"
"7.322",".20","-3.77","1.49"
"7.324","0.24","-4.28","0.20"
"7.398","0.12","-6.28","1.73"
"7.4",".63","-10.67","1.10"
"7.473","0.08","-15.26","2.71"
"7.475",".37","-17.93","5.69"
"7.55","5.69","-15.22","-0.27"
"7.552","1.96","-6.90","1.33"
"7.554","2.12","-6.83","-0.04"
"7.627",".20","-9.85","-0.39"
"7.7","1.61","-9.77","0.94"
"7.702",".27","-6.83","0.59"
"7.704","0.24","-5.88","0.67"
"7.778","2.08","-7.53","0.00"
"7.78","0.04","-5.92","0.16"
"7.782",".59","-6.32","-0.20"
"7.855",".10","-7.69","0.39"
"7.857",".55","-8.00","1.88"
"7.931",".31","-8.04","2.04"
"7.933",".45","-7.61","-2.55"
"8.007",".41","-9.26","-0.16"
"8.009",".02","-11.89","0.04"
"8.01","4.12","-12.55","-0.59"
"8.084","1.06","-14.91","2.24"
"8.086","1.41","-13.14","2.08"
"8.16","1.18","-13.96","1.80"
"8.162",".04","-12.67","2.28"
"8.236",".37","-9.85","0.47"
"8.238",".39","-4.79","-1.77"
"8.239","0.55","-3.92","-0.71"
"8.316","0.55","-5.96","0.04"
"8.32","0.08","-4.31","0.24"
"8.395",".06","-4.28","1.10"
"8.397",".47","-5.45","0.43"
"8.473",".78","-7.45","2.39"
"8.475",".31","-11.34","1.29"
"8.477",".71","-15.57","3.02"
"8.553",".33","-11.57","5.37"
"8.555",".45","-11.10","5.49"
"8.557","6.67","-14.98","-2.75"
"8.632","8.16","-13.57","2.55"
"8.633","4.28","-8.71","0.55"
"8.708",".08","-10.79","1.49"
"8.71","0.35","-9.22","0.94"
"8.712","-1.65","-8.04","0.35"
"8.787","1.14","-6.43","0.71"
"8.789","1.53","-7.14","0.16"
"8.866",".24","-5.88","0.71"
"8.868",".08","-5.37","-0.86"
"8.869",".84","-7.41","-0.35"
"8.944",".94","-7.30","1.10"
"8.946",".77","-7.85","2.00"
"9.024",".41","-8.00","2.08"
"9.026",".65","-9.10","2.90"
"9.107",".06","-7.96","-0.04"
"9.109",".92","-11.26","-0.82"
"9.11","4.28","-11.49","0.51"
"9.185","0.82","-13.42","1.65"
"9.187","0.16","-13.34","0.86"
"9.263","0.51","-15.14","2.67"
"9.265","0.59","-11.53","2.35"
"9.342",".57","-9.14","1.29"
"9.344","1.26","-4.63","-0.98"
"9.346",".51","-6.47","0.24"
"9.348",".82","-5.84","0.51"
"9.424",".26","-3.57","0.16"
"9.426",".18","-3.45","0.24"
"9.502",".00","-4.67","1.69"
"9.504",".39","-6.59","3.02"
"9.58",".24","-7.65","3.37"
"9.582",".24","-6.83","-2.04"
"9.658",".27","-11.61","4.55"
"9.66","2.55","-11.65","4.39"
"9.662","6.20","-20.01","15.30"
"9.738",".08","-7.34","-4.71"
"9.74",".55","-11.45","5.88"
"9.742","2.98","-15.42","7.02"
"9.82",".06","-13.81","2.47"
"9.821",".73","-11.53","0.43"
"9.898",".12","-7.14","0.59"
"9.9","2.71","-5.06","-0.12"
"9.902","0.24","-7.73","0.43"
"9.979","0.24","-4.12","-0.67"
"9.981",".69","-6.83","-0.24"
"9.982","2.51","-7.18","0.90"
"10.059",".10","-4.90","-0.35"
"10.136",".35","-8.75","2.04"
"10.138",".51","-7.34","-1.18"
"10.14",".53","-10.83","1.61"
"10.216","2.24","-13.45","-0.08"
"10.218","1.37","-15.30","2.82"
"10.22",".61","-15.42","0.16"
"10.296","0.71","-16.28","2.67"
"10.298","1.14","-13.61","3.30"
"10.374",".75","-9.73","0.71"
"10.452",".78","-4.90","-0.24"
"10.453","-0.08","-4.82","-1.14"
"10.531",".27","-3.77","-0.39"
"10.533","0.71","-2.63","1.06"
"10.612",".55","-11.77","0.08"
"10.752",".35","-14.67","7.69"
"10.755","2.08","-8.63","1.49"
"10.833","3.18","-8.43","0.59"
"11.01",".16","-7.10","1.69"
"11.012","2.79","-7.57","0.31"
"11.014",".75","-8.16","1.53"
"11.147",".69","-8.16","1.84"
"11.149",".47","-12.43","1.61"
"11.251","2.31","-12.98","3.45"
"11.361","3.18","-15.85","2.82"
"11.504",".43","-12.32","2.12"
"11.506",".78","-3.49","-1.57"
"11.508",".43","-4.59","-0.12"
"11.626",".31","-4.43","2.00"
"11.707",".31","-8.20","0.51"
"11.79","0.12","-13.49","2.08"
"11.792","9.61","-14.98","-1.61"
"11.909","2.39","-7.45","0.51"
"11.911","-1.45","-9.02","0.24"
"11.913","0.39","-6.79","1.57"
"12.02","0.43","-6.20","1.02"
"12.1",".88","-6.71","-0.04"
"12.102","2.55","-7.45","0.86"
"12.211",".37","-8.55","2.35"
"12.213",".84","-7.10","0.27"
"12.294",".53","-12.16","-0.39"
"12.375","2.86","-13.85","2.04"
"12.377",".35","-13.49","-0.71"
"12.379","0.67","-14.04","1.61"
"12.458","2.94","-13.42","2.04"
"12.538","2.63","-14.36","3.65"
"12.541",".75","-5.77","0.24"
"12.542","-0.16","-4.35","-0.35"
"12.653",".08","-4.51","-0.35"
"12.655",".20","-7.34","3.57"
"12.764",".53","-8.47","0.27"
"12.766","5.26","-10.94","7.34"
"12.909",".71","-15.06","4.98"
"12.912","9.14","-15.06","2.55"
"12.914","0.31","-11.30","0.90"
"13.001","1.88","-7.14","-0.51"
"13.08","0.16","-6.71","1.10"
"13.081","0.31","-6.35","0.98"
"13.166",".16","-6.75","1.61"
"13.168",".16","-5.84","0.55"
"13.247",".00","-7.57","0.78"
"13.249",".26","-8.28","1.22"
"13.251",".14","-8.90","2.82"
"13.329",".77","-6.71","0.67"
"13.331",".27","-7.88","3.18"
"13.412",".26","-6.16","-0.94"
"13.414",".24","-12.24","1.49"
"13.416","1.18","-12.94","2.55"
"13.417","0.47","-14.08","0.04"
"13.496","1.06","-14.71","4.51"
"13.498","1.29","-12.91","-0.47"
"13.576","3.02","-16.08","3.30"
"13.578",".20","-11.30","0.63"
"13.58",".73","-7.26","0.12"
"13.66",".61","-5.92","-0.24"
"13.662",".43","-4.00","-1.80"
"13.743","0.27","-4.47","0.08"
"13.745","0.16","-4.94","1.26"
"13.827",".67","-4.12","2.75"
"13.829",".37","-6.20","2.12"
"13.831",".18","-7.85","-0.47"
"13.911","-0.47","-12.28","1.53"
"13.913","2.24","-13.69","7.96"
"13.915",".41","-11.57","8.28"
"13.995",".61","-16.16","4.67"
"13.997","9.02","-13.89","2.90"
"14.079","3.37","-7.49","-0.78"
"14.081","1.26","-9.57","1.10"
"14.083","0.59","-9.49","0.94"
"14.168","1.29","-8.36","0.39"
"14.17",".08","-7.45","1.77"
"14.251","0.39","-5.61","0.27"
"14.253","0.16","-7.49","1.57"
"14.254","0.27","-5.65","0.71"
"14.256",".57","-7.22","0.04"
"14.338",".47","-7.65","1.06"
"14.339",".86","-7.61","2.24"
"14.42",".12","-7.69","1.18"
"14.422",".53","-6.86","2.71"
"14.423",".28","-7.57","-0.82"
"14.507",".71","-11.85","0.94"
"14.509","1.80","-12.98","2.67"
"14.589","1.41","-13.02","0.16"
"14.591",".16","-13.61","1.10"
"14.596","0.82","-14.00","-0.90"
"14.676","3.88","-15.69","3.61"
"14.677",".20","-13.06","1.77"
"14.679",".75","-7.10","-1.26"
"14.761",".92","-5.49","-1.14"
"14.763",".39","-4.86","-1.33"
"14.848","0.63","-3.96","-0.39"
"14.928","0.39","-6.67","1.41"
"14.93",".78","-8.79","1.61"
"14.932",".98","-12.94","1.80"
"15.014",".33","-12.40","5.10"
"15.015",".22","-9.53","5.30"
"15.096",".71","-12.08","6.28"
"15.098","8.16","-18.12","-1.61"
"15.18","2.75","-9.34","0.71"
"15.182","-1.18","-7.73","0.82"
"15.183",".61","-8.67","0.67"
"15.185","3.02","-9.38","-0.51"
"15.268",".12","-8.08","1.61"
"15.27",".78","-6.32","1.65"
"15.351","1.33","-6.75","-0.55"
"15.353",".82","-6.08","0.71"
"15.355",".14","-6.28","-1.02"
"15.438",".20","-7.81","0.67"
"15.439",".39","-7.88","1.53"
"15.441",".43","-8.12","2.71"
"15.526",".69","-7.81","0.67"
"15.609",".10","-8.47","0.16"
"15.611","2.28","-13.45","4.04"
"15.613","1.57","-15.14","-0.27"
"15.694",".12","-14.75","0.20"
"15.696","1.69","-15.34","-0.71"
"15.776","4.59","-14.59","3.37"
"15.778",".59","-13.49","1.77"
"15.78",".04","-5.30","-2.59"
"15.861",".86","-4.00","-0.78"
"15.863","0.12","-4.12","-1.69"
"15.945",".04","-4.31","-0.67"
"15.947",".51","-4.86","1.14"
"15.949",".18","-4.12","2.59"
"15.951",".94","-6.24","2.16"
"16.033",".12","-7.96","2.00"
"16.035",".14","-12.24","1.65"
"16.117",".12","-12.24","8.08"
"16.2",".08","-13.26","7.96"
"16.202","2.00","-6.00","-0.78"
"16.284",".31","-10.55","-0.27"
"16.286","1.02","-9.41","-1.18"
"16.287","0.63","-8.47","1.57"
"16.369","0.20","-5.69","1.14"
"16.371",".04","-5.73","0.78"
"16.452","1.92","-7.10","1.14"
"16.454",".35","-6.24","1.53"
"16.456",".08","-6.98","0.47"
"16.538",".71","-6.90","0.12"
"16.54",".35","-7.96","1.57"
"16.541",".22","-7.65","1.02"
"16.624",".08","-9.81","3.18"
"16.625",".32","-8.00","-0.16"
"16.709",".39","-10.59","-0.39"
"16.712","2.71","-13.77","0.43"
"16.713",".55","-14.24","-0.78"
"16.797",".20","-13.89","-1.80"
"16.799","2.82","-14.16","0.47"
"16.801","3.53","-15.14","3.37"
"16.884",".41","-11.92","0.94"
"16.886",".88","-4.71","-1.53"
"16.888",".22","-5.18","-0.27"
"16.971",".00","-4.31","-1.49"
"16.973",".24","-4.86","0.55"
"16.974",".51","-4.12","0.86"
"17.058",".41","-4.28","1.80"
"17.06",".43","-7.30","2.63"
"17.143",".35","-8.67","0.31"
"17.145","0.63","-13.49","2.47"
"17.147",".84","-10.36","5.77"
"17.229",".55","-10.83","7.22"
"17.231","0.78","-19.30","0.12"
"17.322","10.16","-15.42","1.65"
"17.325","1.88","-6.75","0.82"
"17.326","1.80","-10.75","1.96"
"17.411",".35","-9.73","-0.63"
"17.413","0.35","-9.30","1.96"
"17.415","-0.31","-6.28","1.02"
"17.498","0.47","-5.65","0.35"
"17.5","1.33","-7.22","1.65"
"17.586",".71","-5.26","0.43"
"17.588",".20","-7.06","-0.31"
"17.59",".90","-7.65","0.63"
"17.592",".39","-8.47","2.35"
"17.677",".63","-6.79","0.55"
"17.678","0.43","-9.85","2.90"
"17.762",".67","-7.88","0.63"
"17.764",".28","-10.83","-1.92"
"17.766","2.75","-12.67","-0.16"
"17.85",".39","-13.57","0.16"
"17.852","0.20","-15.42","-2.24"
"17.854","2.63","-15.65","0.98"
"17.939","1.37","-15.14","4.82"
"17.941",".53","-9.41","0.51"
"17.942",".45","-5.53","-0.39"
"18.027",".59","-5.14","-0.47"
"18.029",".24","-4.04","-1.57"
"18.116",".43","-4.16","-0.20"
"18.118",".59","-3.80","1.41"
"18.12",".67","-4.94","1.10"
"18.206",".41","-6.94","1.18"
"18.208",".51","-9.53","-0.20"
"18.21","1.45","-15.61","3.77"
"18.295",".04","-10.12","6.63"
"18.297",".18","-13.45","9.65"
"18.383","3.61","-18.40","-3.14"
"18.385","5.57","-13.45","5.10"
"18.387","1.92","-7.45","-0.82"
"18.388",".63","-9.85","1.22"
"18.477","3.22","-9.30","-1.22"
"18.479","0.86","-7.69","0.63"
"18.481","0.00","-6.35","1.10"
"18.565","0.78","-6.63","1.73"
"18.567","0.31","-7.34","1.10"
"18.654",".39","-5.65","-0.86"
"18.656",".31","-7.85","0.00"
"18.658",".94","-8.04","1.69"
"18.743",".86","-8.28","2.55"
"18.745",".80","-6.24","1.37"
"18.746","0.16","-7.92","3.33"
"18.832",".41","-7.06","-1.14"
"18.834",".14","-10.94","0.24"
"18.836","2.47","-13.34","0.27"
"18.922","0.12","-14.95","1.14"
"18.924",".63","-15.14","-2.04"
"19.011","1.80","-14.98","2.24"
"19.013","-1.10","-13.77","3.26"
"19.015",".14","-9.45","-0.78"
"19.101",".75","-5.81","-0.59"
"19.103",".63","-5.45","-0.63"
"19.105","0.31","-5.10","-0.67"
"19.189",".35","-6.20","1.57"
"19.191",".16","-4.24","0.39"
"19.193",".02","-4.63","1.33"
"19.279",".29","-5.96","1.84"
"19.281",".78","-8.71","-0.39"
"19.282","1.10","-14.59","0.82"
"19.369",".20","-11.18","6.86"
"19.371",".45","-12.32","5.49"
"19.458","0.20","-18.32","0.71"
"19.464","7.85","-12.67","2.86"
"19.467","2.55","-7.10","-0.47"
"19.555","0.24","-11.10","-0.04"
"19.557","1.41","-8.90","-0.08"
"19.559","0.27","-8.90","1.18"
"19.645","0.16","-6.28","0.67"
"19.647",".35","-6.43","1.14"
"19.649","0.31","-7.41","1.26"
"19.735",".71","-5.18","0.12"
"19.737",".04","-8.00","0.78"
"19.738",".51","-7.96","0.78"
"19.824",".79","-8.08","2.16"
"19.826",".77","-7.53","1.29"
"19.915",".90","-7.10","1.80"
"19.917",".90","-7.26","-0.12"
"19.919",".94","-10.36","2.08"
"20.004",".73","-11.10","1.77"
"20.006","1.41","-12.94","1.49"
"20.008","0.31","-14.55","-0.27"
