NAME:,walk_3_1.csv,,
EXPERIMENT TIME:,25-05-22 18:08,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,120,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
12.668,1.02,-2.08,5.1
12.7,0.71,-2.31,5.02
12.735,1.29,-2.79,6.32
12.809,2.63,-2.75,7.73
12.826,2,-2.55,12.32
12.88,-0.55,-1.73,20.01
12.927,2.94,-5.18,14.98
12.961,-6.9,-4.94,12.63
12.972,-4.9,-9.69,10.2
12.999,-3.69,-1.96,9.65
13.032,-1.37,0.43,8.98
13.064,-0.75,-2.2,9.14
13.1,-5.06,-1.73,9.26
13.127,-1.45,-0.55,3.88
13.159,-3.92,-1.69,5.96
13.197,-2.67,-0.27,6.79
13.228,-1.84,-0.78,7.65
13.303,-1.69,-1.26,7.06
13.326,-2.98,0.51,9.14
13.371,-4.39,-0.08,10.71
13.439,-4.39,-5.26,14.08
13.489,-2.43,0.24,10.59
13.508,-6.9,2.2,15.49
13.511,-6.08,1.41,8.08
13.535,-6.86,-4.47,10.94
13.569,-4.16,-7.77,14
13.604,-4.43,-2,10.4
13.641,-4.51,1.61,4.55
13.676,2.43,-2.63,2.31
13.703,-3.1,-1.18,8.08
13.747,0.63,-2.08,4.94
13.777,0.55,-2.43,5.41
13.801,1.84,-3.45,7.57
13.819,1.73,-3.73,7.69
13.871,2.16,-0.31,12.71
13.904,-0.78,-0.27,19.38
13.924,4.51,-5.1,14.28
13.947,3.57,-6.04,14.59
13.979,-2.55,-3.61,13.57
14.012,-4.39,-10.43,11.3
14.091,-3.73,-2.59,8.9
14.158,-3.1,-1.1,10.16
14.213,-1.26,-2.43,7.73
14.242,-3.88,-1.53,9.3
14.244,-3.22,-1.26,5.18
14.257,-2.35,-0.82,5.84
14.291,-4.2,-0.2,7.65
14.323,-1.84,-0.67,8.67
14.339,-2.86,0.35,8.43
14.372,-3.22,-0.39,10.87
14.404,-5.65,-4.75,15.49
14.45,-1.57,-2.47,13.14
14.474,-3.96,4.04,13.57
14.491,-5.65,-1.37,15.18
14.525,-9.73,-1.06,10
14.56,-6.67,1.61,7.18
14.597,-4.2,-5.41,12.04
14.629,-2.47,-6.43,14.4
14.663,-6.2,-1.53,12.55
14.698,-3.06,0.35,3.61
14.732,2.86,-1.8,1.88
14.767,-0.9,-2.08,4.82
14.802,0.75,-1.96,5.53
14.834,0.75,-1.57,6
14.855,1.61,-3.22,8.43
14.89,2.08,-2.86,8.47
14.91,2.24,-1.29,12.71
14.946,-1.06,-1.33,19.69
14.98,5.73,-5.96,12.94
15.014,1.96,-4.94,15.53
15.062,-4.55,-2.59,12.94
15.088,-2.47,-8.75,8.55
15.141,-1.61,-1.49,9.3
15.21,-2.98,-0.27,9.65
15.276,-1.45,-2.67,9.53
15.344,-2.63,-2.67,9.18
15.412,-0.78,-1.41,6.28
15.438,-1.73,-0.63,4.55
15.477,-4.75,-0.31,7.02
15.529,-2.31,-0.86,6.83
15.557,-5.22,-2.82,16.99
15.59,-11.41,2.59,8.2
15.623,-5.26,-0.08,9.49
15.656,-6.04,-6.79,12.36
15.693,-4.39,-6.47,14.59
15.716,-4.55,-1.06,11.1
15.75,-4.59,-0.04,5.3
15.784,1.57,-2.59,3.49
15.819,-1.45,-2.75,5.92
15.854,0.04,-2.12,5.45
15.887,0.59,-2.55,4.12
15.919,0.71,-2.04,5.53
15.951,2.51,-3.53,7.77
15.988,3.22,-2.9,9.77
16.021,2.08,-3.22,16.32
16.038,-3.65,-3.14,19.26
16.063,2.59,-7.18,14.44
16.092,0.82,-0.67,16.28
16.127,-0.35,-9.65,10.28
16.161,-3.96,-2.2,4.75
16.194,-2.31,0,11.65
16.23,0.75,-3.06,10.51
16.262,-2.67,-3.49,9.73
16.296,-0.9,-1.84,4.9
